,height lake,height downstream,flow lake,flow flood,flow downstream,time
753,67.7745,8.08,4.81857259259259,0,12.248280000000001,2020-03-11
754,67.7302,7.91,4.84218303703704,0,12.13488,2020-03-12
755,67.6818,8.08,5.0324580740740705,0,12.1968,2020-03-13
756,67.6377,8.08,4.7629,0,12.13668,2020-03-14
757,67.5861,8.08,3.64010096296296,0,12.3246,2020-03-15
758,67.5182,7.91,2.98777296296296,0,12.37032,2020-03-16
759,67.4458,7.57,2.98982192592593,0,12.36528,2020-03-17
760,67.3829,7.4,3.41447066666667,0,11.3886,2020-03-18
761,67.3322,8.08,3.0471797037037005,0,12.456719999999999,2020-03-19
762,67.2724,7.91,3.5626177037037,0,12.366719999999999,2020-03-20
763,67.2216,7.91,4.05821585185185,0,12.170160000000001,2020-03-21
764,67.1796,8.08,4.16008155555556,0,12.1644,2020-03-22
765,67.122,7.4,3.47580503703704,0,11.87856,2020-03-23
766,67.0636,8.42,3.95051659259259,0,11.91564,2020-03-24
767,67.0157,8.08,4.38575940740741,0,11.789639999999999,2020-03-25
768,66.9668,8.08,4.62287037037037,0,11.78496,2020-03-26
769,66.917,8.08,4.92698088888889,0,11.65248,2020-03-27
770,66.8706,7.91,4.62904918518519,0,8.757719999999999,2020-03-28
771,66.8228,7.91,3.3591813333333302,0,11.69172,2020-03-29
772,66.7599,7.91,3.0968851851851897,0,11.705039999999999,2020-03-30
773,66.6948,7.91,2.9455362222222203,0,11.78496,2020-03-31
774,66.6500909090909,7.1909090909090905,2.88535845117845,0,7.70138181818182,2020-04-01
775,66.6336,7.74,3.2483042962962996,0,5.636880000000001,2020-04-02
776,66.6145,7.74,3.3070262962962995,0,8.45244,2020-04-03
777,66.5591,7.91,2.9528062222222204,0,11.59308,2020-04-04
778,66.5083,7.74,3.33412451851852,0,8.7156,2020-04-05
779,66.4615,7.91,3.19486837037037,0,11.75328,2020-04-06
780,66.4024,7.91,3.2495176296296298,0,11.8152,2020-04-07
781,66.3386,7.91,3.06071096296296,0,11.535839999999999,2020-04-08
782,66.2777,8.08,2.96412777777778,0,11.929680000000001,2020-04-09
783,66.2133,8.08,3.6821299259259304,0,11.55888,2020-04-10
784,66.1521,7.91,3.26911296296296,0,11.55672,2020-04-11
785,66.1099,7.91,3.6400192592592595,0,8.71236,2020-04-12
786,66.2631,8.08,42.4081684444444,0,11.63772,2020-04-13
787,66.2964,8.08,5.87586696296296,0,11.62116,2020-04-14
788,66.2556,8.08,4.89261777777778,0,11.59092,2020-04-15
789,66.2071,8.08,4.86010496296296,0,11.564639999999999,2020-04-16
790,66.1461,7.57,4.90231496296296,0,11.58228,2020-04-17
791,66.0844,8.08,4.460548074074071,0,11.6334,2020-04-18
792,66.0443,8.2,3.22853222222222,0,11.5938,2020-04-19
793,65.9994,8.2,3.1208207407407405,0,11.6388,2020-04-20
794,65.9437,8.2,3.02694044444444,0,11.6748,2020-04-21
795,65.8883,8.0,2.8827857777777797,0,11.714039999999999,2020-04-22
796,65.8341,7.97,3.0869771111111097,0,11.736360000000001,2020-04-23
797,65.941,7.91,40.9181993333333,0,11.7864,2020-04-24
798,66.2188,7.91,23.766785333333303,0,11.636280000000001,2020-04-25
799,66.2919,7.91,17.2225267407407,0,11.61288,2020-04-26
800,66.3546,8.0,15.7876352592593,0,8.67564,2020-04-27
801,66.403,8.2,15.1573376296296,0,11.52864,2020-04-28
802,66.4127,8.2,5.68144325925926,0,12.03336,2020-04-29
803,66.4023,7.8,5.288068740740741,0,8.59932,2020-04-30
804,66.402,8.14,5.05166214814815,0,11.378160000000001,2020-05-03
805,66.3892,8.08,4.8117320740740706,0,11.50128,2020-05-04
806,66.3639,7.74,4.75934425925926,0,14.212079999999998,2020-05-05
807,66.3238,8.34,3.41736185185185,0,14.15448,2020-05-06
808,66.2817,8.25,3.47519277777778,0,14.22396,2020-05-07
809,66.2475,8.14,4.1752139999999995,0,11.38068,2020-05-08
810,66.2103,8.0,4.00924296296296,0,8.5878,2020-05-09
811,66.1697,8.08,3.23176748148148,0,11.4804,2020-05-10
812,66.1151,8.25,3.33888555555556,0,14.4558,2020-05-11
813,66.051,8.25,3.43343940740741,0,14.426279999999998,2020-05-12
814,65.9902,8.25,3.42602844444445,0,14.57712,2020-05-13
815,65.9334,8.25,3.4595180740740696,0,14.59656,2020-05-14
816,65.8724,8.31,2.36832151851852,0,14.658479999999999,2020-05-15
817,65.8077,7.74,1.82777888888889,0,14.57748,2020-05-16
818,65.7578,8.08,2.30463407407407,0,14.57676,2020-05-17
819,65.7069,8.08,2.42484807407407,0,11.645999999999999,2020-05-18
820,65.6537,8.08,3.4352028888888904,0,8.709480000000001,2020-05-19
821,65.6188,7.91,6.574691555555559,0,8.757719999999999,2020-05-20
822,65.5908,8.6,8.55920240740741,0,17.37432,2020-05-21
823,65.5209,7.91,4.977111777777781,0,9.00108,2020-05-22
824,65.4784,7.74,5.59700081481481,0,8.7696,2020-05-23
825,65.4552,7.74,6.22515740740741,0,8.79228,2020-05-24
826,65.4174,7.91,5.63911725925926,0,12.0906,2020-05-25
827,65.3795,7.91,5.555276222222219,0,8.7534,2020-05-26
828,65.3466,7.91,5.99001666666667,0,9.1476,2020-05-27
829,65.3172,7.91,6.159487555555559,0,8.82216,2020-05-28
830,65.2926,7.74,6.8995222222222194,0,8.81064,2020-05-29
831,65.2711,7.74,7.02241525925926,0,8.5752,2020-05-30
832,65.2428,8.08,7.13325725925926,0,11.7774,2020-05-31
833,65.2254545454546,7.70909090909091,9.75719804713805,0,7.9962545454545495,2020-06-01
834,65.3559090909091,8.3,10.022450774410801,0,14.720266275659801,2020-06-05
835,65.3396,7.94,5.723835481481481,0,8.827919999999999,2020-06-06
836,65.3116,7.74,5.516094296296299,0,8.86788,2020-06-07
837,65.2391818181818,9.19090909090909,6.02138272727273,0,30.3641188794993,2020-06-08
838,65.0112,9.24,4.34521714814815,0,30.0511125967306,2020-06-09
839,64.8962,8.08,1.59084311111111,0,10.91232,2020-06-10
840,64.8066,8.08,1.98499962962963,0,10.98216,2020-06-11
841,64.7222,7.91,1.64638592592593,0,10.95624,2020-06-12
842,64.6434,7.91,2.44634081481481,0,10.97532,2020-06-13
843,64.5877,7.91,3.59719162962963,0,8.29188,2020-06-14
844,64.5443,8.08,5.62708022222222,0,8.3412,2020-06-15
845,64.5262,7.91,8.47732096296296,0,8.36928,2020-06-16
846,64.5126,7.91,5.70526288888889,0,8.36928,2020-06-17
847,64.4626,7.73,3.31523733333333,0,8.389439999999999,2020-06-18
848,64.3875,8.08,2.9572961481481497,0,11.19528,2020-06-19
849,64.3211,8.2,4.553094814814809,0,8.430480000000001,2020-06-20
850,64.2865,8.08,5.652756148148151,0,11.1816,2020-06-21
851,64.2272,8.08,3.8763919999999996,0,11.18592,2020-06-22
852,64.1743,7.91,4.77594355555556,0,8.46252,2020-06-23
853,64.1388,7.94,7.371392148148151,0,11.310839999999999,2020-06-24
854,64.0862,8.25,8.02390244444445,0,14.1534,2020-06-25
855,64.2368,7.91,25.8336693333333,0,11.26332,2020-06-26
856,64.2345,7.91,3.2078185925925897,0,8.42724,2020-06-27
857,64.1684,8.25,5.40096014814815,0,14.13684,2020-06-28
858,64.1715,8.08,6.31647081481482,0,11.23812,2020-06-29
859,64.1093,7.91,4.16602074074074,0,8.442,2020-06-30
860,64.0695454545454,7.8636363636363695,5.13823777777778,0,7.6896,2020-07-01
861,64.0382,7.91,6.84411518518519,0,8.47332,2020-07-02
862,64.006,8.08,6.87492696296296,0,11.3364,2020-07-03
863,63.9716,8.25,9.84188214814815,0,14.102279999999999,2020-07-04
864,63.9208,7.74,10.17896,0,16.42248,2020-07-05
865,63.847,8.42,8.72995185185185,0,17.13456,2020-07-06
866,63.7839,8.76,14.995422814814802,0,22.86252,2020-07-07
867,63.7597,8.59,16.7640311111111,0,19.42632,2020-07-08
868,63.6878,8.42,4.00493214814815,0,17.284679999999998,2020-07-09
869,63.5442,8.42,4.55706133333333,0,17.37864,2020-07-10
870,63.3958,8.6,5.23447985185185,0,20.313,2020-07-11
871,63.2917,8.31,9.15361933333333,0,14.74164,2020-07-12
872,63.2474,8.42,14.3918202962963,0,20.715120000000002,2020-07-13
873,63.1683,8.42,9.98937874074074,0,20.13624,2020-07-14
874,63.0488,8.42,4.88368422222222,0,20.47788,2020-07-15
875,62.9296,8.25,11.403860333333302,0,18.436320000000002,2020-07-16
876,62.8133,8.59,6.570170555555559,0,20.9214,2020-07-17
877,62.6834,8.42,9.83413933333334,0,18.64188,2020-07-18
878,62.5465,8.76,8.35313237037037,0,24.41376,2020-07-19
879,62.4199,8.59,8.34608214814815,0,20.72844,2020-07-20
880,62.2975,8.59,7.419683999999999,0,21.01536,2020-07-21
881,62.1344,8.42,2.56804496296296,0,21.55536,2020-07-22
882,61.9672,8.42,7.13706037037037,0,21.65472,2020-07-23
883,61.8979,8.42,17.430896962963,0,18.88488,2020-07-24
884,61.8459,8.42,7.457216296296299,0,18.33336,2020-07-25
885,61.6852,8.42,2.56212333333333,0,21.70368,2020-07-26
886,61.5071,8.42,3.5292992962963,0,22.17456,2020-07-27
887,61.3714,8.42,13.627204,0,18.3078,2020-07-28
888,61.448,8.42,28.2569992222222,0,21.476879999999998,2020-07-29
889,61.3623,8.42,3.3758982962963,0,20.695320000000002,2020-07-30
890,61.1779,8.42,3.820328,0,21.45852,2020-07-31
891,60.7693,8.59,3.65416444444444,0,20.35908,2020-08-04
892,60.6099,8.59,3.8187131851851897,0,20.65032,2020-08-05
893,60.4456,8.59,4.33328162962963,0,21.149279999999997,2020-08-06
894,60.2951,8.25,4.7437275185185195,0,18.62892,2020-08-07
895,60.1499,8.42,6.57284966666667,0,20.8152,2020-08-08
896,60.0022,8.59,6.61551622222222,0,21.200039999999998,2020-08-09
897,59.8938,8.59,12.706815074074099,0,20.22984,2020-08-10
898,59.7614,8.42,3.66626533333333,0,17.9028,2020-08-11
899,59.5825,8.59,6.56599448148148,0,20.95056,2020-08-12
900,59.4621,8.42,12.288964037037001,0,20.26548,2020-08-13
901,59.3362,8.59,7.41159196296296,0,20.980439999999998,2020-08-14
902,59.1894,8.42,7.45651537037037,0,17.47512,2020-08-15
903,59.0523,8.08,8.01888814814815,0,20.65824,2020-08-16
904,58.9182,8.42,10.3430746296296,0,17.916120000000003,2020-08-17
905,58.9392,8.42,29.555220333333303,0,17.96256,2020-08-18
906,58.9541,8.59,14.601572222222199,0,20.2914,2020-08-19
907,58.9015,8.59,14.904256,0,21.123,2020-08-20
908,58.8071,8.42,11.2355365185185,0,17.41824,2020-08-21
909,58.6620909090909,9.1,18.8304647474747,0,29.122363636363602,2020-08-22
910,58.5968,9.1,18.2083661111111,0,29.29788,2020-08-23
911,58.3512,9.1,7.6581322222222195,0,29.837159999999997,2020-08-24
912,58.0841,9.1,8.52801425925926,0,29.77488,2020-08-25
913,57.8222,9.1,8.45118592592593,0,29.408759999999997,2020-08-26
914,57.5667,9.1,9.46939259259259,0,29.2698,2020-08-27
915,57.3179,9.1,8.877021111111109,0,29.51316,2020-08-28
916,57.0514,9.1,7.04057462962963,0,29.38032,2020-08-29
917,56.7592,9.1,4.489005925925929,0,28.91808,2020-08-30
918,56.4391,9.1,3.0936583333333303,0,29.4192,2020-08-31
919,56.126615384615405,9.1,3.5705254985755004,0,26.738584615384603,2020-09-01
920,55.8416666666667,8.816666666666661,5.75080774691358,0,23.8803,2020-09-02
921,55.6070833333333,9.1,8.67888333333333,0,28.9293,2020-09-03
922,55.421666666666695,8.39166666666667,4.17802151234568,0,19.5069,2020-09-04
923,55.3,7.9666666666666694,2.91883074074074,0,9.7491,2020-09-05
924,55.22625,7.9666666666666694,3.4970476851851897,0,9.7311,2020-09-06
925,55.1386666666667,8.39166666666667,4.03744188271605,0,17.1492,2020-09-07
926,54.96225,8.39166666666667,3.62271577160548,0,17.3571,2020-09-08
927,54.7205833333333,9.1,12.8235527777773,0,29.6862,2020-09-09
928,54.505,9.1,13.4624907407415,0,29.34,2020-09-10
929,54.2469166666667,9.1,12.8263308641972,0,30.1788,2020-09-11
