datetime,SMP,Temperature,Wind Speed,Visibility,Cloud Cover,phuTai,giaBien
11/12/2021 5:30,962,25,20.3,6,88,25693,1327
11/12/2021 6:00,950,25,20.4,6,89.1,27577,1767
11/12/2021 6:30,927.1,25,18.4,6,88,27577,1266
11/12/2021 7:00,927.1,24.5,12.4,13.4,94.3,30657,1780
11/12/2021 7:30,963.2,25,18.4,6,88,30657,1789
11/12/2021 8:00,927.1,25,16.6,8,89.1,31243,1792
11/12/2021 8:30,850,25.9,14.8,9.9,88,31243,1794
11/12/2021 9:00,848,26,18.3,9.9,88.4,31341,1209
11/12/2021 9:30,749,26,15,9.9,86.6,31341,1209
11/12/2021 10:00,1,25.6,10,15.2,88.4,31259,1209
11/12/2021 10:30,749,26,15,9.9,86.6,31259,1140
11/12/2021 11:00,1,26,14.9,9.9,88.4,28195,1078
11/12/2021 11:30,1,26,11.6,9.9,86.6,28195,1451
11/12/2021 12:00,1,25,13.1,9.9,89.1,29625,1119
11/12/2021 12:30,1,25,13.3,9.9,88,29625,1179
11/12/2021 13:00,1,23.4,9.8,9.9,94.3,32393,1286
11/12/2021 13:30,1,23.1,16.6,4.1,88,32393,1291
11/12/2021 14:00,1,23.1,14.8,6,90,33466,1360
11/12/2021 14:30,800,23.1,13,6,90,33466,1361
11/12/2021 15:00,927.1,23.1,13,6,90,34410,1363
11/12/2021 15:30,1024.3,22.4,7.2,10,100,34410,1801
11/12/2021 16:00,1412.9,22.4,7.2,10,100,35120,1802
11/12/2021 16:30,1425.2,23.1,11.2,4,90,35120,1802
11/12/2021 17:00,1425.2,23.1,11.2,4,90,36495,1806
11/12/2021 17:30,1503.5,23.1,11.2,6,89.9,36495,1811
11/12/2021 18:00,1503.5,23.1,11.2,6,89.9,32052,1673
11/12/2021 18:30,1412.9,25,9.4,7,88,32052,1274
11/12/2021 19:00,1024.3,21.9,4.5,7.2,94.3,30607,163
11/12/2021 19:30,927.1,22.1,11,4.1,88,30607,1263
11/12/2021 20:00,890,22.1,11.1,5,89.1,29970,1380
11/12/2021 20:30,1150,22,9.4,5.1,88,29970,1266
11/12/2021 21:00,1100,22,11.1,5,89.1,28048,1255
11/12/2021 21:30,950,22,11,5.1,88,28048,1162
11/12/2021 22:00,927.1,21.8,7,8.1,93.7,26684,1066
11/12/2021 22:30,890,22,10.8,5.1,86.6,26684,142
11/12/2021 23:00,850,22,9.3,7,88.4,25139,138
11/12/2021 23:30,775,22,9.2,7,86.6,25139,1055
11/13/2021 00:00:00,850,22,9.2,7,88.4,24607,1052
11/13/2021 00:30:00,850,22,10.8,6,86.6,24607,1050
11/13/2021 01:00:00,848,21.5,9.2,8.1,88.4,24221,1051
11/13/2021 01:30:00,801,21,9.1,7,86.6,24221,1048
11/13/2021 02:00:00,785,21,7.6,7,50,24010,997
11/13/2021 02:30:00,800,22,7.4,7,50,24010,1050
11/13/2021 03:00:00,800,22,9.3,7,50,24100,1093
11/13/2021 03:30:00,795,21,7.4,7,50,24100,990
11/13/2021 04:00:00,800,20.7,9.2,8.6,71,24565,1048
11/13/2021 04:30:00,800,21,7.4,6,50,24565,1051
11/13/2021 05:00:00,848,21,7.5,6,50,25545,1052
11/13/2021 05:30:00,850,21,3.7,6,50,25545,1177
11/13/2021 06:00:00,850,21,3.6,6,50,27299,1180
11/13/2021 06:30:00,850,21,3.6,6,51.4,27299,1062
11/13/2021 07:00:00,850,21.4,6.2,13.8,71.7,30424,1191
11/13/2021 07:30:00,850,23,9.2,7,51.4,30424,1786
11/13/2021 08:00:00,850,23,14.4,9.9,51.4,31343,1788
11/13/2021 08:30:00,850,24,19.9,9.9,51.4,31343,1791
11/13/2021 09:00:00,1,25,21.9,9.9,50.6,32307,1018
11/13/2021 09:30:00,1,24.1,21.6,9.9,51.4,32307,1083
11/13/2021 10:00:00,1,24.2,11.4,15.2,71.7,31946,1028
11/13/2021 10:30:00,1,25,12.8,9.9,51.4,31946,161
11/13/2021 11:00:00,1,25,16.8,10,50.6,29527,155
11/13/2021 11:30:00,1,25,17.2,9.9,51.4,29527,149
11/13/2021 12:00:00,1,25,18.5,10,50,30206,152
11/13/2021 12:30:00,1,25,18.7,9.9,50,30206,156
11/13/2021 13:00:00,1,25.2,11.9,15.2,71,31827,1202
11/13/2021 13:30:00,800,25,16.8,9.9,50,31827,1138
11/13/2021 14:00:00,850,26,11.4,10,50,32400,1206
11/13/2021 14:30:00,890.7,26,16.9,9.9,50,32400,1186
11/13/2021 15:00:00,927.1,26,16.7,10,50,33375,1289
11/13/2021 15:30:00,950,27,16.6,9.9,51.4,33375,1466
11/13/2021 16:00:00,1150,25.5,12.7,15.2,71.7,33118,1410
11/13/2021 16:30:00,1024.3,25,18.2,9.9,51.4,33118,1792
11/13/2021 17:00:00,1150,24,18.3,10,50.6,34994,1667
11/13/2021 17:30:00,1200,24,18.1,9.9,51.4,34994,1671
11/13/2021 18:00:00,1150,23.1,16.4,9.9,50.6,30559,1409
11/13/2021 18:30:00,963,23.1,18,9.9,51.4,30559,1258
11/13/2021 19:00:00,927.1,22.8,10.5,15.2,71.7,29001,154
11/13/2021 19:30:00,927.1,23,14.7,9.9,51.4,29001,152
11/13/2021 20:00:00,927.1,23,13,10,50.6,29371,152
11/13/2021 20:30:00,927.1,23,11.1,9.9,51.4,29371,152
11/13/2021 21:00:00,901,23,14.8,10,50.6,27510,149
11/13/2021 21:30:00,850,23,13,9.9,51.4,27510,146
11/13/2021 22:00:00,801,22.8,9.9,15.2,71.7,26311,143
11/13/2021 22:30:00,801,23,16.4,9.9,51.4,26311,139
11/13/2021 23:00:00,780,25,3.6,8,88,24238,136
11/13/2021 23:30:00,1,23,12.6,9.9,51.4,24238,132
11/14/2021 00:00:00,1,23,11.1,10,50.6,23894,130
11/14/2021 00:30:00,1,23,11,9.9,51.4,23894,129
11/14/2021 01:00:00,1,22.8,14.2,15.2,76.9,23357,127
11/14/2021 01:30:00,1,23,22,9.9,51.4,23357,126
11/14/2021 02:00:00,1,23.1,24.1,10,50,23390,126
11/14/2021 02:30:00,1,22,18.3,6,50.6,23390,126
11/14/2021 03:00:00,1,22,18.3,6,50.6,23254,125
11/14/2021 03:30:00,1,21.1,18.2,4.1,51.4,23254,125
11/14/2021 04:00:00,1,20.9,18.2,7.2,76.9,23399,125
11/14/2021 04:30:00,1,21.1,11.6,5.1,51.4,23399,125
11/14/2021 05:00:00,1,20.1,14.9,5.1,89.1,23309,125
11/14/2021 05:30:00,1,20.1,15,6.1,88,23309,1157
11/14/2021 06:00:00,1,20.1,14.9,4.1,89.1,23901,992
11/14/2021 06:30:00,1,20.1,18.4,4.1,88,23901,1130
11/14/2021 07:00:00,1,20.1,12.5,6.8,94.3,25170,1172
11/14/2021 07:30:00,770,20.1,18.4,3.2,88,25170,1164
11/14/2021 08:00:00,801,20.1,22.2,3.1,89.1,25630,1650
11/14/2021 08:30:00,800,20.1,20.6,3.2,88,25630,1764
11/14/2021 09:00:00,700,20.1,20.6,3.1,89.1,27356,1329
11/14/2021 09:30:00,770,20.1,22.3,2.3,88,27356,1769
11/14/2021 10:00:00,800,20,15.4,5.3,94.3,27377,1768
11/14/2021 10:30:00,770,20.1,20.6,2.2,88,27377,1181
11/14/2021 11:00:00,1,20.1,24.1,2,89.1,25719,1167
11/14/2021 11:30:00,1,20.1,25.7,2.1,88,25719,1094
11/14/2021 12:00:00,1,20.1,29.4,2.1,89.3,25045,1048
11/14/2021 12:30:00,1,20.1,25.8,2.1,88.4,25045,985
11/14/2021 13:00:00,1,20.7,15.2,4.7,94.5,26724,976
11/14/2021 13:30:00,1,21,24,1.1,88.4,26724,978
11/14/2021 14:00:00,1,21,22.3,2,89.3,26436,1111
11/14/2021 14:30:00,1,21,29,1.1,88.4,26436,1113
11/14/2021 15:00:00,1,23,14.8,5,100,27495,1173
11/14/2021 15:30:00,927.1,22,31.6,1.1,88.4,27495,1184
11/14/2021 16:00:00,927.1,21.4,23.5,4.7,94.5,29728,1259
11/14/2021 16:30:00,1037.7,22,37,2.1,88.4,29728,1780
11/14/2021 17:00:00,1176.6,21,35,2,89.3,31453,1785
11/14/2021 17:30:00,1503.5,21,36.3,2.1,88.4,31453,1789
11/14/2021 18:00:00,1503.5,21,36.9,1.1,89.3,27940,1782
11/14/2021 18:30:00,1503.5,21,35.1,4,88.4,27940,1646
11/14/2021 19:00:00,963,20.7,27.3,3.6,94.5,26823,1773
11/14/2021 19:30:00,901,21,37,2.1,88.4,26823,143
11/14/2021 20:00:00,890.7,21,35.3,3,89.3,26106,141
11/14/2021 20:30:00,800,21,36.8,1.1,88.4,26106,140
11/14/2021 21:00:00,1,20,33.4,3,89.3,24514,137
11/14/2021 21:30:00,1,20.1,40.3,2.1,88.4,24514,134
11/14/2021 22:00:00,1,19.7,26.7,2.1,94.5,23106,130
11/14/2021 22:30:00,1,20.1,42,2.1,88.4,23106,126
11/14/2021 23:00:00,1,20.1,44.4,1.1,89.3,21985,124
11/14/2021 23:30:00,1,20.1,47.7,1.1,88.4,21985,121
11/15/2021 00:00:00,1,20.1,51.5,2.1,89.3,21310,130
11/15/2021 00:30:00,1,20.1,52.9,2.1,88.4,21310,128
11/15/2021 01:00:00,1,19.8,41,2.1,94.5,21077,127
11/15/2021 01:30:00,1,20.1,58.7,2.1,88.4,21077,126
11/15/2021 02:00:00,1,20.1,69.3,2.1,89.3,20931,126
11/15/2021 02:30:00,1,20.1,61.9,2.1,88,20931,125
11/15/2021 03:00:00,1,21.1,58.3,3.1,89.1,21017,126
11/15/2021 03:30:00,1,21,54,4,88.4,21017,126
11/15/2021 04:00:00,1,21.5,35.2,6.1,94.5,21937,127
11/15/2021 04:30:00,1,22,43.7,5.9,88.4,21937,128
11/15/2021 05:00:00,1,23,35,6,89.3,24414,132
11/15/2021 05:30:00,1,22.9,29.1,6,88.4,24414,135
11/15/2021 06:00:00,848,24,29.3,7.9,89.1,26828,1164
11/15/2021 06:30:00,890,23.9,23.6,7.9,88,26828,975
11/15/2021 07:00:00,790,24.1,14.3,9.9,99.6,30163,1301
11/15/2021 07:30:00,927.1,23.9,18.1,7.9,88,30163,1789
11/15/2021 08:00:00,927.1,23,14.7,8,89.1,31437,1792
11/15/2021 08:30:00,927.1,22.9,14.5,8,88,31437,1086
11/15/2021 09:00:00,1,23,7.5,8,89.1,32398,166
11/15/2021 09:30:00,1,23,7.4,9,88,32398,167
11/15/2021 10:00:00,1,23.5,5.5,10,76.9,32466,1195
11/15/2021 10:30:00,800,25,3.7,10,51.4,32466,1194
11/15/2021 11:00:00,1,25,3.7,10,50.6,30318,158
11/15/2021 11:30:00,1,26,3.7,10,51.4,30318,151
11/15/2021 12:00:00,1,26,3.6,10,50,31632,999
11/15/2021 12:30:00,1,26,5.5,10,51.4,31632,1076
11/15/2021 13:00:00,848,25.8,5.4,10,94.3,32962,1245
11/15/2021 13:30:00,927.1,25,5.4,10,88,32962,1358
11/15/2021 14:00:00,950,25,5.4,10,89.1,33912,1278
11/15/2021 14:30:00,963.2,25,7.4,10,88,33912,1310
11/15/2021 15:00:00,1150,25,5.4,10,89.1,34663,1280
11/15/2021 15:30:00,1400.9,25,7.5,10,88,34663,1801
11/15/2021 16:00:00,1412.9,24.8,9.8,15.2,94.3,36103,1802
11/15/2021 16:30:00,1425.2,24,12.6,9.9,88,36103,1802
11/15/2021 17:00:00,1412.9,24,7.6,10,89.1,35954,1806
11/15/2021 17:30:00,1425.2,24,5.4,9.9,88,35954,1811
11/15/2021 18:00:00,1425.2,23.1,7.5,10,89.1,32076,1536
11/15/2021 18:30:00,1176.1,23.1,7.4,9.9,88,32076,1268
11/15/2021 19:00:00,927.1,22.9,5.3,15.2,89.1,30481,163
11/15/2021 19:30:00,901,23.1,1.8,9.9,88,30481,160
11/15/2021 20:00:00,927.1,23.1,1.8,10,89.1,29685,159
11/15/2021 20:30:00,927.1,23.1,3.7,9.9,88,29685,157
11/15/2021 21:00:00,900,23.1,3.6,10,89.1,27728,153
11/15/2021 21:30:00,890,22.1,1.9,9.9,88,27728,149
11/15/2021 22:00:00,800,22.1,1.9,15.2,89.1,26115,145
11/15/2021 22:30:00,800,22.1,3.7,9.9,51.4,26115,1062
11/15/2021 23:00:00,800,22.1,3.7,6,50.6,24679,138
11/15/2021 23:30:00,1,22.1,3.9,6.1,51.4,24679,134
11/16/2021 00:00:00,1,22.1,5.4,4.1,50.6,23579,1094
11/16/2021 00:30:00,1,22.1,5.5,4.1,51.4,23579,983
11/16/2021 01:00:00,1,21.8,5.5,8.6,89.1,22972,127
11/16/2021 01:30:00,1,22.1,5.6,4.1,88,22972,126
11/16/2021 02:00:00,1,22.1,5.5,6,89.1,23240,126
11/16/2021 02:30:00,1,22.1,7.7,4.1,88,23240,959
11/16/2021 03:00:00,785,22.1,9.4,4.1,89.1,23371,1065
11/16/2021 03:30:00,800,22.1,5.6,4.1,88,23371,126
11/16/2021 04:00:00,770,21.6,4.5,7.2,94.3,23740,127
11/16/2021 04:30:00,1,22.1,5.7,5.1,88,23740,1046
11/16/2021 05:00:00,770,21.1,9.4,6,89.1,25211,132
11/16/2021 05:30:00,795,21.1,12.9,6,88,25211,1003
11/16/2021 06:00:00,790,21.1,9.4,3.1,89.1,27508,139
11/16/2021 06:30:00,850,21.1,9.5,4.1,86.6,27508,975
11/16/2021 07:00:00,963.2,21.1,6.4,7.2,93.7,30980,1776
11/16/2021 07:30:00,1176,22.1,9.6,6,86.6,30980,1789
11/16/2021 08:00:00,1176,22.1,7.7,7,88.4,31838,1320
11/16/2021 08:30:00,1150,22.1,12.9,7,88,31838,1084
11/16/2021 09:00:00,1024.3,23.1,7.7,7,89.1,31056,166
11/16/2021 09:30:00,900,23.1,9.5,7,88,31056,1006
11/16/2021 10:00:00,927.1,22.7,9.4,13.8,93.7,30321,1170
11/16/2021 10:30:00,801,24.1,11.2,7,86.6,30321,165
11/16/2021 11:00:00,1,23.1,11.2,7,88.4,29219,158
11/16/2021 11:30:00,1,23.1,11.2,8,88,29219,151
11/16/2021 12:00:00,1,24.1,11.1,8,89.1,30652,154
11/16/2021 12:30:00,1,24.1,11.4,6,88,30652,158
11/16/2021 13:00:00,1,23.7,6.4,13.4,94.3,32512,1166
11/16/2021 13:30:00,780,24.1,9.6,6,86.6,32512,1196
11/16/2021 14:00:00,394,24.1,11.2,7,88.4,33045,1144
11/16/2021 14:30:00,927.1,24.1,11.2,8,50,33045,1144
11/16/2021 15:00:00,927.1,25.1,9.4,8,50,33763,1289
11/16/2021 15:30:00,1024.3,25,7.6,8,50,33763,1418
11/16/2021 16:00:00,1412.9,24.7,5.5,14.3,71,34019,1672
11/16/2021 16:30:00,1425.2,24.1,7.7,8,50,34019,1704
11/16/2021 17:00:00,1425.2,24,7.6,8,88.4,34275,1806
11/16/2021 17:30:00,1503.5,24,7.6,7,86.6,34275,1428
11/16/2021 18:00:00,1412.9,24,7.5,7,88.4,30198,1283
11/16/2021 18:30:00,963,24,7.5,7,86.6,30198,165
11/16/2021 19:00:00,848,23.3,5.4,8.6,88.4,28438,163
11/16/2021 19:30:00,394,23.1,7.4,7,86.6,28438,160
11/16/2021 20:00:00,927.1,23.1,7.5,7,89.1,28796,1261
11/16/2021 20:30:00,927.1,23.1,7.4,6,88,28796,157
11/16/2021 21:00:00,800,23.1,3.6,6,89.1,27075,153
11/16/2021 21:30:00,394,23.1,5.2,4.1,88,27075,149
11/16/2021 22:00:00,1,22.9,3.5,7.2,89.1,25556,145
11/16/2021 22:30:00,1,23,7.4,4.1,88,25556,142
11/16/2021 23:00:00,1,23.1,7.5,3.1,89.1,24380,138
11/16/2021 23:30:00,1,23,7.4,3.1,88,24380,134
11/17/2021 00:00:00,1,23,7.4,3.1,89.1,24044,130
11/17/2021 00:30:00,1,23,5.3,3.1,88,24044,128
11/17/2021 01:00:00,1,23,1.7,3.1,88,23788,127
11/17/2021 01:30:00,1,23,1.8,3.1,88,23788,126
11/17/2021 02:00:00,1,23,1.8,3.1,88,23607,126
11/17/2021 02:30:00,1,23,1.8,3.1,88,23607,125
11/17/2021 03:00:00,1,23,1.7,3.1,88,23498,126
11/17/2021 03:30:00,1,23,3.5,3.1,88,23498,126
11/17/2021 04:00:00,1,22.8,3.5,3.6,89.1,24163,127
11/17/2021 04:30:00,1,23,3.5,3.1,88,24163,128
11/17/2021 05:00:00,1,23,1.8,3.1,89.1,25807,132
11/17/2021 05:30:00,700,23,1.8,1.1,88,25807,135
11/17/2021 06:00:00,1,23,3.6,1.1,47.3,27480,139
11/17/2021 06:30:00,1,23,1.7,0.2,99.6,27480,142
11/17/2021 07:00:00,1,22.9,1.8,4.3,94.5,31438,151
11/17/2021 07:30:00,1,23,1.7,1.1,88,31438,160
11/17/2021 08:00:00,1,24,1.8,3,89.1,32648,163
11/17/2021 08:30:00,1,25,3.7,6,50,32648,166
11/17/2021 09:00:00,1,26,3.7,6,50,33199,166
11/17/2021 09:30:00,1,26,7.8,7.9,50,33199,167
11/17/2021 10:00:00,1,26.5,7.2,15.2,71,33232,166
11/17/2021 10:30:00,1,27,11.2,9.9,50,33232,165
11/17/2021 11:00:00,1,27,9.4,10,50,30603,158
11/17/2021 11:30:00,1,28,9.4,9.9,50,30603,151
11/17/2021 12:00:00,1,28,16.5,10,50,31602,154
11/17/2021 12:30:00,1,28,16.2,10,49.1,31602,158
11/17/2021 13:00:00,1,27.4,12.4,15.3,70.6,33423,162
11/17/2021 13:30:00,1,28,20.1,10,49.1,33423,167
11/17/2021 14:00:00,1,28,20.4,10,49.6,34507,168
11/17/2021 14:30:00,1,28,18.1,10,49.1,34507,170
11/17/2021 15:00:00,1,28,20.4,10,49.6,35273,171
11/17/2021 15:30:00,900,28,18.2,10,49.1,35273,1274
11/17/2021 16:00:00,962,27.1,12.3,15.3,70.6,36038,1702
11/17/2021 16:30:00,1176.6,26,12.8,10,49.1,36038,1386
11/17/2021 17:00:00,1274.3,26,14.6,10,49.6,36425,1806
11/17/2021 17:30:00,1503.5,26,12.7,10,49.1,36425,1811
11/17/2021 18:00:00,1018.1,25,12.7,10,49.6,32390,1275
11/17/2021 18:30:00,927.1,25,9.1,10,49.1,32390,1268
11/17/2021 19:00:00,890.7,24.9,7.4,15.3,71,30508,163
11/17/2021 19:30:00,1,25,7.4,10,50,30508,1262
11/17/2021 20:00:00,890,25,5.4,10,50,29713,1526
11/17/2021 20:30:00,890,25,7.3,10,50,29713,583
11/17/2021 21:00:00,800,25,7.4,10,50,27715,153
11/17/2021 21:30:00,450,25,5.3,10,50,27715,149
11/17/2021 22:00:00,790,24.1,3.5,14.3,76.3,26346,145
11/17/2021 22:30:00,1,24,3.5,8,50,26346,142
11/17/2021 23:00:00,1,24,3.5,8,50,24673,138
11/17/2021 23:30:00,1,24,1.7,8,50,24673,134
11/18/2021 00:00:00,1,23,3.5,6,50,24168,130
11/18/2021 00:30:00,1,23,3.5,6.1,50,24168,128
11/18/2021 01:00:00,1,23,3.6,13.4,71,23934,127
11/18/2021 01:30:00,1,23,3.5,6.1,50,23934,126
11/18/2021 02:00:00,1,23,3.6,6,50,23853,126
11/18/2021 02:30:00,1,22,5.2,6.1,50,23853,125
11/18/2021 03:00:00,1,22,3.6,6,50.6,24069,126
11/18/2021 03:30:00,1,24,5.4,8,88,24069,126
11/18/2021 04:00:00,1,22.2,3.7,13.4,76.9,24414,127
11/18/2021 04:30:00,1,23,3.7,6,51.4,24414,128
11/18/2021 05:00:00,1,23,5.3,6,50.6,26056,132
11/18/2021 05:30:00,848,23,5.4,6,51.4,26056,135
11/18/2021 06:00:00,890,23,7.5,6,50.6,28290,139
11/18/2021 06:30:00,780,23,3.6,6,51.4,28290,142
11/18/2021 07:00:00,790,23.5,3.6,13.4,71.7,31356,151
11/18/2021 07:30:00,900,24,3.5,6.1,50,31356,994
11/18/2021 08:00:00,870,25,3.6,10,50,32261,163
11/18/2021 08:30:00,500,25,5.3,9.9,50,32261,166
11/18/2021 09:00:00,800,26.1,5.3,10,50,32736,165
11/18/2021 09:30:00,1,27,7.4,9.9,50,32736,167
11/18/2021 10:00:00,1,28.1,8.1,15.3,71,32687,166
11/18/2021 10:30:00,1,28,9.3,10,50,32687,165
11/18/2021 11:00:00,1,28,9.3,10,50,30514,158
11/18/2021 11:30:00,1,29,5.3,10,25.9,30514,151
11/18/2021 12:00:00,1,28,7.5,10,50,31990,154
11/18/2021 12:30:00,1,29,7.6,10,50,31990,158
11/18/2021 13:00:00,850,29,10.9,15.3,71,33155,1194
11/18/2021 13:30:00,900,28.9,11,10,50,33155,1142
11/18/2021 14:00:00,900,29,12.8,10,50,33770,1241
11/18/2021 14:30:00,927.1,28.9,14.8,10,50,33770,1206
11/18/2021 15:00:00,963,28,14.7,10,50,34496,1246
11/18/2021 15:30:00,1017,28,14.6,10,50,34496,1274
11/18/2021 16:00:00,1024.3,28,8,15.3,71,35130,1802
11/18/2021 16:30:00,1200,27,11,10,50,35130,1704
11/18/2021 17:00:00,1412.9,27,9.4,10,50,37169,1806
11/18/2021 17:30:00,1503.5,26,9.1,10,50,37169,1811
11/18/2021 18:00:00,1274.3,26,7.6,10,50,32969,174
11/18/2021 18:30:00,927.1,26,5.5,9.9,50,32969,165
11/18/2021 19:00:00,900,25.9,5.5,15.2,88.4,31240,163
11/18/2021 19:30:00,890,26,5.3,9.9,49.1,31240,1164
11/18/2021 20:00:00,890.7,26,0.1,10,49.6,30277,1260
11/18/2021 20:30:00,900,26,1.9,9.9,49.1,30277,1158
11/18/2021 21:00:00,901,25,3.6,10,49.6,28822,1235
11/18/2021 21:30:00,900,25,0.1,9.9,49.1,28822,1100
11/18/2021 22:00:00,900,24.4,3.5,15.2,70.6,27139,1113
11/18/2021 22:30:00,900,25,1.9,7,50,27139,1244
11/18/2021 23:00:00,900,25,3.5,7,28,25616,1241
11/18/2021 23:30:00,890,25,1.7,7,25.9,25616,1237
11/19/2021 00:00:00,890.7,25,3.5,6,50,24277,1231
11/19/2021 00:30:00,800,24,1.7,5.1,49.1,24277,1229
11/19/2021 01:00:00,770,23.9,5.3,12.9,70.6,23810,1228
11/19/2021 01:30:00,1,24,5.3,5.1,49.1,23810,126
11/19/2021 02:00:00,770,25,5.3,5.1,49.6,23647,126
11/19/2021 02:30:00,780,24,3.5,5.1,49.1,23647,125
11/19/2021 03:00:00,1,25,1.8,5.1,49.6,23703,126
11/19/2021 03:30:00,1,25,1.8,5.1,49.1,23703,126
11/19/2021 04:00:00,1,24.5,3.5,12.9,70.6,24154,127
11/19/2021 04:30:00,770,24,1.8,8,25,24154,1048
11/19/2021 05:00:00,790,24,3.6,5.1,49.6,26176,1206
11/19/2021 05:30:00,870,24,1.9,6.1,49.1,26176,1245
11/19/2021 06:00:00,927.1,24,3.6,5.1,88.4,27807,1051
11/19/2021 06:30:00,900.5,24,5.3,5.1,86.6,27807,1060
11/19/2021 07:00:00,900,24.5,3.6,12.9,89.1,31233,1253
11/19/2021 07:30:00,927.1,25.9,3.5,6.1,51.4,31233,1164
11/19/2021 08:00:00,927.1,27,3.5,6,50.6,32168,1167
11/19/2021 08:30:00,848,28,7.3,6.1,51.4,32168,1010
11/19/2021 09:00:00,1,28,5.3,6,50,33305,166
11/19/2021 09:30:00,1,28,5.3,6.1,86.6,33305,167
11/19/2021 10:00:00,1,28.7,8.1,14.3,88.4,32821,166
11/19/2021 10:30:00,1,28,11,9.9,86.6,32821,165
11/19/2021 11:00:00,1,29,11.1,10,88.4,30540,158
11/19/2021 11:30:00,1,29,9.3,9.9,50,30540,151
11/19/2021 12:00:00,1,29,9.3,10,49.6,32143,154
11/19/2021 12:30:00,1,29,9.2,10,49.1,32143,158
11/19/2021 13:00:00,1,29.4,9,15.3,70.6,33674,1065
11/19/2021 13:30:00,1,29,12.8,10,85.8,33674,167
11/19/2021 14:00:00,520,29,14.7,10,88,34281,168
11/19/2021 14:30:00,900,29,16.4,10,85.8,34281,170
11/19/2021 15:00:00,900,29,14.7,10,27.6,35334,171
11/19/2021 15:30:00,943,28.9,12.9,10,25,35334,1274
11/19/2021 16:00:00,1024.3,27.9,10,15.3,70.6,36318,1717
11/19/2021 16:30:00,1425.2,27,11.2,10,49.1,36318,1553
11/19/2021 17:00:00,1503.5,27,9.4,10,88,37103,1806
11/19/2021 17:30:00,1503.5,26.9,9.3,10,86.6,37103,1811
11/19/2021 18:00:00,1412.9,27,9.4,10,88.4,32627,174
11/19/2021 18:30:00,950,26.9,9.3,10,86.6,32627,165
11/19/2021 19:00:00,900,26.5,9.3,15.3,88.4,30780,163
11/19/2021 19:30:00,848,26.9,9.3,10,86.6,30780,160
11/19/2021 20:00:00,900,26,9.3,10,50,30236,159
11/19/2021 20:30:00,900,26,9.2,10,50,30236,157
11/19/2021 21:00:00,900,26,7.5,10,50,28446,153
11/19/2021 21:30:00,800,26,9.2,10,49.1,28446,149
11/19/2021 22:00:00,900,25,7.3,15.3,70.6,26628,145
11/19/2021 22:30:00,927.1,25,9.2,10,49.1,26628,142
11/19/2021 23:00:00,900,26,5.4,10,49.6,25217,138
11/19/2021 23:30:00,870,26,3.7,10,50,25217,134
11/20/2021 00:00:00,800,26,5.4,10,50,24939,134
11/20/2021 00:30:00,789,25,1.9,10,50,24939,132
11/20/2021 01:00:00,770,23.9,3.6,19.7,88.8,24448,131
11/20/2021 01:30:00,1,25,0.1,10,50,24448,130
11/20/2021 02:00:00,770,24,3.5,10,50,24203,130
11/20/2021 02:30:00,770,25,0,8,50,24203,129
11/20/2021 03:00:00,770,24,1.8,10,50,24096,129
11/20/2021 03:30:00,770,24,3.5,9.9,50,24096,129
11/20/2021 04:00:00,780,24,3.5,15.2,71,24632,130
11/20/2021 04:30:00,770,24,3.5,7,50,24632,130
11/20/2021 05:00:00,789,24,1.8,7,50,25403,132
11/20/2021 05:30:00,789,25,3.5,7,50,25403,134
11/20/2021 06:00:00,780,25,3.6,7,88.4,27489,137
11/20/2021 06:30:00,770,25,0.1,8,86.6,27489,141
11/20/2021 07:00:00,780,24.7,3.5,15.2,71,30649,1153
11/20/2021 07:30:00,900,25,3.5,9.9,86.6,30649,1200
11/20/2021 08:00:00,900,26,1.8,10,88.4,32730,1242
11/20/2021 08:30:00,900,27,5.4,10,86.6,32730,1166
11/20/2021 09:00:00,870,27,9.3,10,88.4,33165,162
11/20/2021 09:30:00,1,28,7.5,10,86.6,33165,163
11/20/2021 10:00:00,1,27.9,5.5,15.3,71,32714,162
11/20/2021 10:30:00,1,28,7.6,10,50,32714,161
11/20/2021 11:00:00,1,29,11.2,10,50.6,30349,155
11/20/2021 11:30:00,1,28.9,12.9,10,27.2,30349,149
11/20/2021 12:00:00,1,29,14.7,10,28.7,31777,152
11/20/2021 12:30:00,1,29,16.4,10,27.2,31777,156
11/20/2021 13:00:00,1,28.6,9.9,15.3,60.2,33846,1066
11/20/2021 13:30:00,800,28.9,18,10,27.2,33846,1086
11/20/2021 14:00:00,900,29,18.2,10,28.7,34307,1266
11/20/2021 14:30:00,900,29,18.1,10,25.9,34307,1267
11/20/2021 15:00:00,927.1,29,18.3,10,27.6,34153,1340
11/20/2021 15:30:00,1017,28,16.4,10,25,34153,1343
11/20/2021 16:00:00,1350,27.9,9.7,15.3,59.1,34275,1793
11/20/2021 16:30:00,1425.2,27,14.6,10,25,34275,1792
11/20/2021 17:00:00,1503.5,27,14.7,10,27.6,35335,1796
11/20/2021 17:30:00,1503.5,27,12.8,10,25.9,35335,1800
11/20/2021 18:00:00,1176,26,12.9,10,28,30961,164
11/20/2021 18:30:00,927.1,26,12.8,10,25.9,30961,156
11/20/2021 19:00:00,394,25.4,7.1,15.3,59.1,29394,154
11/20/2021 19:30:00,1,26,12.7,10,25,29394,152
11/20/2021 20:00:00,770,26,7.5,10,27.6,28364,152
