Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Precipitation,Wind Speed,Wind Direction,Visibility,Cloud Cover,Relative Humidity,Conditions
"Hue, Viet Nam",11/27/2020 11:00:00,27.1,27.1,27.1,29.7,0,25.9,70,10,50,78.79,Partially cloudy
"Hue, Viet Nam",11/27/2020 12:00:00,27.1,27.1,27.1,29.3,0,25.9,70,10,50,74.15,Partially cloudy
"Hue, Viet Nam",11/27/2020 13:00:00,26.3,26.3,26.3,0,0,23.5,70,15.2,71,75.96,Partially cloudy
"Hue, Viet Nam",11/27/2020 14:00:00,27,27,27,29.2,0,27.6,70,10,88.4,74.06,Overcast
"Hue, Viet Nam",11/27/2020 15:00:00,27,27,27,29.2,0,25.8,69,10,50,73.99,Partially cloudy
"Hue, Viet Nam",11/27/2020 16:00:00,26.3,26.3,26.3,0,0,18,69,15.3,71,75.89,Partially cloudy
"Hue, Viet Nam",11/27/2020 17:00:00,26,26,26,0,0,14.7,59,10,50,78.64,Partially cloudy
"Hue, Viet Nam",11/27/2020 18:00:00,26,26,26,0,0,22.3,59,9.9,89.1,78.8,Overcast
"Hue, Viet Nam",11/27/2020 19:00:00,25.5,25.5,25.5,0,0,10.5,74,15.2,71,79.93,Partially cloudy
"Hue, Viet Nam",11/27/2020 20:00:00,26,26,26,0,0,9.4,50,9.9,50,78.64,Partially cloudy
"Hue, Viet Nam",11/27/2020 21:00:00,26,26,26,0,0,13,69,9.9,50,78.64,Partially cloudy
"Hue, Viet Nam",11/27/2020 22:00:00,23.8,23.8,23.8,0,0,11.6,78,9.9,93.7,89.14,Overcast
"Hue, Viet Nam",11/27/2020 23:00:00,22.1,22.1,22.1,0,0,7.7,157,7,88.4,93.87,Overcast
"Hue, Viet Nam",11/28/2020 00:00:00,22.1,22.1,22.1,0,0,7.7,262,8,88.4,93.87,Overcast
"Hue, Viet Nam",11/28/2020 01:00:00,22.1,22.1,22.1,0,4,7.6,254,9,93.7,94.78,"Rain, Overcast"
"Hue, Viet Nam",11/28/2020 02:00:00,22,22,22,0,0,3.8,30,6,88.4,93.97,Overcast
"Hue, Viet Nam",11/28/2020 03:00:00,22,22,22,0,0,5.5,331,8,88.4,93.97,Overcast
"Hue, Viet Nam",11/28/2020 04:00:00,23,23,23,0,0,8.1,337,9,93.7,92.3,Overcast
"Hue, Viet Nam",11/28/2020 05:00:00,24,24,24,0,0,18.4,59,6,88.4,88.69,Overcast
"Hue, Viet Nam",11/28/2020 06:00:00,23,23,23,0,0,14.8,20,5,89.1,93.91,Overcast
"Hue, Viet Nam",11/28/2020 07:00:00,22.8,22.8,22.8,0,7,9.1,5,7.5,94.3,94.51,"Rain, Overcast"
"Hue, Viet Nam",11/28/2020 08:00:00,25,25,25,0,0,16.6,50,7,89.1,83.37,Overcast
"Hue, Viet Nam",11/28/2020 09:00:00,25,25,25,0,0,24,50,8,89.1,78.42,Overcast
"Hue, Viet Nam",11/28/2020 10:00:00,25.2,25.2,25.2,0,0,17.9,50,15.2,89.1,76.42,Overcast
"Hue, Viet Nam",11/28/2020 11:00:00,25,25,25,0,0,31.4,59,6.9,89.1,78.66,Overcast
"Hue, Viet Nam",11/28/2020 12:00:00,24,24,24,0,0,24.1,49,7.9,89.1,83.51,Overcast
"Hue, Viet Nam",11/28/2020 13:00:00,23,23,23,0,0.9,17.1,61,7.1,89.3,87.47,"Rain, Overcast"
"Hue, Viet Nam",11/28/2020 14:00:00,22,22,22,0,0,20.5,39,3,89.3,94.06,Overcast
"Hue, Viet Nam",11/28/2020 15:00:00,22,22,22,0,0,16.6,20,3,89.3,94.06,Overcast
"Hue, Viet Nam",11/28/2020 16:00:00,21.7,21.7,21.7,0,0,9.9,352,7.2,94.5,94.87,Overcast
"Hue, Viet Nam",11/28/2020 17:00:00,22,22,22,0,0,11.2,311,4,89.3,93.97,Overcast
"Hue, Viet Nam",11/28/2020 18:00:00,22,22,22,0,0,5.6,351,4.1,89.3,93.97,Overcast
"Hue, Viet Nam",11/28/2020 19:00:00,21.6,21.6,21.6,0,10.1,9.8,316,7.2,94.3,98.2,"Rain, Overcast"
"Hue, Viet Nam",11/28/2020 20:00:00,22,22,22,0,0,13,301,6,89.1,94.06,Overcast
"Hue, Viet Nam",11/28/2020 21:00:00,22,22,22,0,0,9.5,291,4,89.1,94.06,Overcast
"Hue, Viet Nam",11/28/2020 22:00:00,21.7,21.7,21.7,0,0,5.6,307,3.6,94.3,96.51,Overcast
"Hue, Viet Nam",11/28/2020 23:00:00,22,22,22,0,0,11.2,301,4,89.1,99.79,Overcast
"Hue, Viet Nam",11/29/2020 00:00:00,22,22,22,0,0,9.4,341,3,89.1,99.79,Overcast
"Hue, Viet Nam",11/29/2020 01:00:00,21.8,21.8,21.8,0,21,7.2,341,2.5,94.3,98.84,"Rain, Overcast"
"Hue, Viet Nam",11/29/2020 02:00:00,23,23,23,0,0,22.3,30,4,89.1,94.01,Overcast
"Hue, Viet Nam",11/29/2020 03:00:00,23,23,23,0,0,20.5,30,4,89.1,94.01,Overcast
"Hue, Viet Nam",11/29/2020 04:00:00,22.3,22.3,22.3,0,0,9,5,3,94.3,96.02,Overcast
"Hue, Viet Nam",11/29/2020 05:00:00,22,22,22,0,0,11.3,10,4,89.1,93.87,Overcast
"Hue, Viet Nam",11/29/2020 06:00:00,22,22,22,0,0,14.9,1,4,89.1,93.87,Overcast
"Hue, Viet Nam",11/29/2020 07:00:00,21.8,21.8,21.8,0,51,7.3,6,5.7,94.3,95.48,"Rain, Overcast"
"Hue, Viet Nam",11/29/2020 08:00:00,22,22,22,0,0,7.7,49,3,89.1,93.97,Overcast
"Hue, Viet Nam",11/29/2020 09:00:00,22,22,22,0,0,7.8,10,2,89.3,94.06,Overcast
"Hue, Viet Nam",11/29/2020 10:00:00,21.8,21.8,21.8,0,0,11,342,5.2,94.5,95.58,Overcast
"Hue, Viet Nam",11/29/2020 11:00:00,22,22,22,0,0,11.4,360,2,89.3,94.06,Overcast
"Hue, Viet Nam",11/29/2020 12:00:00,21,21,21,0,0,15,350,2,89.3,99.9,Overcast
"Hue, Viet Nam",11/29/2020 13:00:00,21.2,21.2,21.2,0,34,12.9,28,6.2,94.5,94.95,"Rain, Overcast"
"Hue, Viet Nam",11/29/2020 14:00:00,21,21,21,0,0,13.3,350,3,89.3,94.02,Overcast
"Hue, Viet Nam",11/29/2020 15:00:00,21,21,21,0,0,16.7,360,3,89.3,94.02,Overcast
"Hue, Viet Nam",11/29/2020 16:00:00,21,21,21,0,0,9.3,22,6.7,94.5,94.02,Overcast
"Hue, Viet Nam",11/29/2020 17:00:00,21,21,21,0,0,11.4,340,2,89.3,94.02,Overcast
"Hue, Viet Nam",11/29/2020 18:00:00,21,21,21,0,0,11.4,350,3,89.3,94.02,Overcast
"Hue, Viet Nam",11/29/2020 19:00:00,20.8,20.8,20.8,0,5,6.2,292,6.7,94.5,95.55,"Rain, Overcast"
"Hue, Viet Nam",11/29/2020 20:00:00,21,21,21,0,0,5.7,232,4,89.3,99.9,Overcast
"Hue, Viet Nam",11/29/2020 21:00:00,22,22,22,0,0,9.5,281,5,89.3,94.06,Overcast
"Hue, Viet Nam",11/29/2020 22:00:00,21.4,21.4,21.4,0,0,6.5,309,8.1,94.5,96.19,Overcast
"Hue, Viet Nam",11/29/2020 23:00:00,21,21,21,0,0,11.4,360,3,89.3,100,Overcast
"Hue, Viet Nam",11/30/2020 00:00:00,21,21,21,0,0,14.9,350,3,89.3,100,Overcast
"Hue, Viet Nam",11/30/2020 01:00:00,20.9,20.9,20.9,0,7,11.3,351,3.5,94.5,98.4,"Rain, Overcast"
"Hue, Viet Nam",11/30/2020 02:00:00,21,21,21,0,0,16.8,331,4,89.3,100,Overcast
"Hue, Viet Nam",11/30/2020 03:00:00,21,21,21,0,0,13.3,331,3,89.3,99.9,Overcast
"Hue, Viet Nam",11/30/2020 04:00:00,20.8,20.8,20.8,0,0,10.2,331,3.5,94.5,98.93,Overcast
"Hue, Viet Nam",11/30/2020 05:00:00,21,21,21,0,0,5.7,301,4,89.3,99.9,Overcast
"Hue, Viet Nam",11/30/2020 06:00:00,22,22,22,0,0,11.4,341,4,89.3,94.06,Overcast
"Hue, Viet Nam",11/30/2020 07:00:00,21.7,21.7,21.7,0,21,7.7,25,2.5,94.5,96.41,"Rain, Overcast"
"Hue, Viet Nam",11/30/2020 08:00:00,22,22,22,0,0,9.6,360,2,89.3,94.06,Overcast
"Hue, Viet Nam",11/30/2020 09:00:00,22,22,22,0,0,9.6,350,3,89.3,93.97,Overcast
"Hue, Viet Nam",11/30/2020 10:00:00,21.6,21.6,21.6,0,0,8.3,24,5.2,94.5,96.51,Overcast
"Hue, Viet Nam",11/30/2020 11:00:00,21,21,21,0,0,13.2,29,2,89.3,99.9,Overcast
"Hue, Viet Nam",11/30/2020 12:00:00,21,21,21,0,0,13.2,360,2,89.3,99.9,Overcast
"Hue, Viet Nam",11/30/2020 13:00:00,20.9,20.9,20.9,0,25,10.4,354,5.2,94.5,97.66,"Rain, Overcast"
"Hue, Viet Nam",11/30/2020 14:00:00,21,21,21,0,0,13.2,360,2,89.3,99.9,Overcast
"Hue, Viet Nam",11/30/2020 15:00:00,21,21,21,0,0,15,360,2,89.3,99.9,Overcast
"Hue, Viet Nam",11/30/2020 16:00:00,20.8,20.8,20.8,0,0,12.1,345,5.2,94.5,98.29,Overcast
"Hue, Viet Nam",11/30/2020 17:00:00,21,21,21,0,0,13.3,10,1,89.3,99.9,Overcast
"Hue, Viet Nam",11/30/2020 18:00:00,21,21,21,0,0,11.4,340,2,89.3,100,Overcast
"Hue, Viet Nam",11/30/2020 19:00:00,20.7,20.7,20.7,0,23,6.5,335,2,94.5,98.93,"Rain, Overcast"
"Hue, Viet Nam",11/30/2020 20:00:00,21,21,21,0,0,9.6,311,2.1,89.3,99.9,Overcast
"Hue, Viet Nam",11/30/2020 21:00:00,22,22,22,0,0,11.2,331,3,89.3,94.06,Overcast
"Hue, Viet Nam",11/30/2020 22:00:00,22.2,22.2,22.2,0,0,13.4,29,4.9,94.5,93.86,Overcast
"Hue, Viet Nam",11/30/2020 23:00:00,23,23,23,0,0,18.3,40,6,89.3,88.61,Overcast
"Hue, Viet Nam",12/1/2020 0:00,23,23,23,0,0,16.7,40,6,89.3,88.61,Overcast
"Hue, Viet Nam",12/1/2020 1:00,22.4,22.4,22.4,0,21,13.5,29,8.5,94.5,92.36,"Rain, Overcast"
"Hue, Viet Nam",12/1/2020 2:00,23,23,23,0,0,22.3,39,6.9,89.3,88.61,Overcast
"Hue, Viet Nam",12/1/2020 3:00,23,23,23,0,0,20.5,40,6,89.3,88.61,Overcast
"Hue, Viet Nam",12/1/2020 4:00,22,22,22,0,0,11.7,20,7.6,94.5,93.56,Overcast
"Hue, Viet Nam",12/1/2020 5:00,23,23,23,0,0,18.3,39,5,89.3,88.52,Overcast
"Hue, Viet Nam",12/1/2020 6:00,23,23,23,0,0,18.4,39,5,89.3,88.61,Overcast
"Hue, Viet Nam",12/1/2020 7:00,21.8,21.8,21.8,0,10,8,357,2.9,94.5,92.93,"Rain, Overcast"
"Hue, Viet Nam",12/1/2020 8:00,23,23,23,0,0,14.7,40,2,89.3,94.11,Overcast
"Hue, Viet Nam",12/1/2020 9:00,22,22,22,0,0,12.9,1,3,89.3,99.79,Overcast
"Hue, Viet Nam",12/1/2020 10:00,21.3,21.3,21.3,0,0,13.5,344,2.5,94.5,98.2,Overcast
"Hue, Viet Nam",12/1/2020 11:00,22.1,22.1,22.1,0,0,22.2,30,4,89.3,99.69,Overcast
"Hue, Viet Nam",12/1/2020 12:00,22,22,22,0,0,22.2,30,4,89.3,99.79,Overcast
"Hue, Viet Nam",12/1/2020 13:00,21.9,21.9,21.9,0,49,10,6,6.1,94.5,98.31,"Rain, Overcast"
"Hue, Viet Nam",12/1/2020 14:00,22,22,22,0,0,18.3,21,3,89.3,99.79,Overcast
"Hue, Viet Nam",12/1/2020 15:00,22,22,22,0,0,16.6,11,3.1,89.3,99.79,Overcast
"Hue, Viet Nam",12/1/2020 16:00,21.8,21.8,21.8,0,0,12.4,21,5.6,94.5,98.84,Overcast
"Hue, Viet Nam",12/1/2020 17:00,22,22,22,0,0,20.4,30,3.1,89.3,99.79,Overcast
"Hue, Viet Nam",12/1/2020 18:00,22,22,22,0,0,14.8,1,3,89.3,99.79,Overcast
"Hue, Viet Nam",12/1/2020 19:00,21.6,21.6,21.6,0,51,10.7,1,3.5,94.5,98.84,"Rain, Overcast"
"Hue, Viet Nam",12/1/2020 20:00,22.1,22.1,22.1,0,0,20.5,31,4,89.3,99.59,Overcast
"Hue, Viet Nam",12/1/2020 21:00,22.1,22.1,22.1,0,0,20.5,31,4,89.1,99.59,Overcast
"Hue, Viet Nam",12/1/2020 22:00,22.3,22.3,22.3,0,0,13.4,15,4.5,94.3,95.92,Overcast
"Hue, Viet Nam",12/1/2020 23:00,23,23,23,0,0,18.4,40,5,89.1,93.82,Overcast
"Hue, Viet Nam",12/2/2020 0:00,23,23,23,0,0,22.2,40,5,89.1,93.72,Overcast
"Hue, Viet Nam",12/2/2020 1:00,22.4,22.4,22.4,0,30,12.3,60,7.6,94.3,95.31,"Rain, Overcast"
"Hue, Viet Nam",12/2/2020 2:00,22.1,22.1,22.1,0,0,22.1,50,4,89.1,93.58,Overcast
"Hue, Viet Nam",12/2/2020 3:00,23,23,23,0,0,22.1,50,5,89.1,83.05,Overcast
"Hue, Viet Nam",12/2/2020 4:00,22.6,22.6,22.6,0,0,12.2,60,8.1,94.3,84,Overcast
"Hue, Viet Nam",12/2/2020 5:00,23,23,23,0,0,22.1,50,7,89.1,83.05,Overcast
"Hue, Viet Nam",12/2/2020 6:00,23,23,23,0,0,22.1,60,7,89.1,83.22,Overcast
"Hue, Viet Nam",12/2/2020 7:00,23.4,23.4,23.4,0,0,12.4,61,14.3,94.3,80.86,Overcast
"Hue, Viet Nam",12/2/2020 8:00,24,24,24,0,0,18.2,70,8,89.1,78.44,Overcast
"Hue, Viet Nam",12/2/2020 9:00,24,24,24,0,0,20.3,69,9.9,89.1,78.27,Overcast
"Hue, Viet Nam",12/2/2020 10:00,24.4,24.4,24.4,0,0,14.3,74,15.2,94.3,79.7,Overcast
"Hue, Viet Nam",12/2/2020 11:00,25,25,25,0,0,20.4,70,9.9,89.1,78.34,Overcast
"Hue, Viet Nam",12/2/2020 12:00,25,25,25,0,0,20.5,70,9.9,89.1,78.34,Overcast
"Hue, Viet Nam",12/2/2020 13:00,23.6,23.6,23.6,0,0,18.4,60,15.2,89.1,86.87,Overcast
"Hue, Viet Nam",12/2/2020 14:00,25,25,25,0,0,18.4,60,9.9,89.1,78.34,Overcast
"Hue, Viet Nam",12/2/2020 15:00,25,25,25,0,0,14.8,60,9.9,89.1,78.42,Overcast
"Hue, Viet Nam",12/2/2020 16:00,24.1,24.1,24.1,0,0,9.7,65,15.2,93.7,81.58,Overcast
"Hue, Viet Nam",12/2/2020 17:00,24,24,24,0,0,16.5,60,10,88.4,83.17,Overcast
"Hue, Viet Nam",12/2/2020 18:00,24,24,24,0,0,14.7,70,10,89.1,83.34,Overcast
"Hue, Viet Nam",12/2/2020 19:00,22.1,22.1,22.1,0,4,9.8,357,10,94.3,90.08,"Rain, Overcast"
"Hue, Viet Nam",12/2/2020 20:00,21,21,21,0,0,12.8,280,9.9,89.1,93.92,Overcast
"Hue, Viet Nam",12/2/2020 21:00,21,21,21,0,0,12.8,279,9.9,89.1,93.92,Overcast
"Hue, Viet Nam",12/2/2020 22:00,20.6,20.6,20.6,0,0,10.8,283,9.9,94.3,95.54,Overcast
"Hue, Viet Nam",12/2/2020 23:00,21.1,21.1,21.1,0,0,11.1,282,9.9,89.1,93.73,Overcast
"Hue, Viet Nam",12/3/2020 0:00,21.1,21.1,21.1,0,0,7.7,273,9.9,89.1,93.63,Overcast
"Hue, Viet Nam",12/3/2020 1:00,21,21,21,0,5,4.5,283,9.9,89.1,92.5,"Rain, Overcast"
"Hue, Viet Nam",12/3/2020 2:00,23,23,23,0,0,14.8,59,9.9,89.1,83.22,Overcast
"Hue, Viet Nam",12/3/2020 3:00,23,23,23,0,0,11.1,50,9.9,89.1,83.22,Overcast
"Hue, Viet Nam",12/3/2020 4:00,21.3,21.3,21.3,0,0,13,69,9.9,89.1,90.71,Overcast
"Hue, Viet Nam",12/3/2020 5:00,23,23,23,0,0,14.7,70,9.9,89.1,83.05,Overcast
"Hue, Viet Nam",12/3/2020 6:00,24,24,24,0,0,16.5,69,9.9,89.1,78.43,Overcast
"Hue, Viet Nam",12/3/2020 7:00,21.5,21.5,21.5,0,0,12.3,29,9.9,89.1,88.09,Overcast
"Hue, Viet Nam",12/3/2020 8:00,24,24,24,0,0,20.4,70,9.9,89.1,73.63,Overcast
"Hue, Viet Nam",12/3/2020 9:00,24,24,24,0,0,20.4,89,9.9,89.1,73.56,Overcast
"Hue, Viet Nam",12/3/2020 10:00,23.8,23.8,23.8,0,0,15,89,15.2,94.3,74.97,Overcast
"Hue, Viet Nam",12/3/2020 11:00,24,24,24,0,0,20.4,79,9.9,89.1,78.27,Overcast
"Hue, Viet Nam",12/3/2020 12:00,25,25,25,0,0,22.2,80,9.9,89.1,69.28,Overcast
"Hue, Viet Nam",12/3/2020 13:00,23.8,23.8,23.8,0,0,12.5,65,15.2,94.3,74.42,Overcast
"Hue, Viet Nam",12/3/2020 14:00,24,24,24,0,0,16.5,70,9.9,89.1,73.48,Overcast
"Hue, Viet Nam",12/3/2020 15:00,24,24,24,0,0,14.7,79,10,89.1,73.56,Overcast
"Hue, Viet Nam",12/3/2020 16:00,22.5,22.5,22.5,0,0,10.7,27,14.3,93.7,84.15,Overcast
"Hue, Viet Nam",12/3/2020 17:00,23,23,23,0,0,11.1,80,8,89.1,73.39,Overcast
"Hue, Viet Nam",12/3/2020 18:00,22,22,22,0,0,3.6,,7,89.1,87.98,Overcast
"Hue, Viet Nam",12/3/2020 19:00,20.6,20.6,20.6,0,3,10.8,310,13.8,89.1,95.77,"Rain, Overcast"
"Hue, Viet Nam",12/3/2020 20:00,20.1,20.1,20.1,0,0,11,281,7,88.4,93.58,Overcast
"Hue, Viet Nam",12/3/2020 21:00,20,20,20,0,0,9.3,241,7,88.4,93.78,Overcast
"Hue, Viet Nam",12/3/2020 22:00,20.5,20.5,20.5,0,0,6.2,304,9,94.3,92.37,Overcast
"Hue, Viet Nam",12/3/2020 23:00,20,20,20,0,0,11,281,5,88.4,93.78,Overcast
"Hue, Viet Nam",12/4/2020 0:00,20,20,20,0,0,7.6,302,5,89.1,93.58,Overcast
"Hue, Viet Nam",12/4/2020 1:00,19.8,19.8,19.8,0,7,4.5,224,3,94.3,95.42,"Rain, Overcast"
"Hue, Viet Nam",12/4/2020 2:00,20,20,20,0,0,7.6,261,6,89.1,93.88,Overcast
"Hue, Viet Nam",12/4/2020 3:00,20,20,20,0,0,3.7,320,6,89.1,93.97,Overcast
"Hue, Viet Nam",12/4/2020 4:00,19.8,19.8,19.8,0,0,3.7,310,4,94.3,95.52,Overcast
"Hue, Viet Nam",12/4/2020 5:00,20,20,20,0,0,3.6,330,4,89.1,93.97,Overcast
"Hue, Viet Nam",12/4/2020 6:00,21,21,21,0,0,3.6,30,6,88,88.35,Overcast
"Hue, Viet Nam",12/4/2020 7:00,20,20,20,0,17,6.5,107,9,94.3,89.82,"Rain, Overcast"
"Hue, Viet Nam",12/4/2020 8:00,22,22,22,0,0,7.4,0,4.1,88,78.23,Overcast
"Hue, Viet Nam",12/4/2020 9:00,19.1,19.1,19.1,0,0,7.7,177,5,89.1,93.63,Overcast
"Hue, Viet Nam",12/4/2020 10:00,19.4,19.4,19.4,0,0,5.5,188,13.8,93.7,96.17,Overcast
"Hue, Viet Nam",12/4/2020 11:00,20.1,20.1,20.1,0,0,11.3,242,7,88.4,87.81,Overcast
"Hue, Viet Nam",12/4/2020 12:00,21.1,21.1,21.1,0,0,5.7,177,10,88.4,82.65,Overcast
"Hue, Viet Nam",12/4/2020 13:00,20.3,20.3,20.3,0,4,8.4,325,3.9,93.7,88.11,"Rain, Overcast"
"Hue, Viet Nam",12/4/2020 14:00,20.1,20.1,20.1,0,0,9.6,301,7,89.1,82.61,Overcast
"Hue, Viet Nam",12/4/2020 15:00,21,21,21,0,0,13.1,331,7,89.1,77.84,Overcast
"Hue, Viet Nam",12/4/2020 16:00,20.5,20.5,20.5,0,0,6.5,351,13.8,94.3,84.59,Overcast
"Hue, Viet Nam",12/4/2020 17:00,21,21,21,0,0,5.6,252,7,89.1,77.92,Overcast
"Hue, Viet Nam",12/4/2020 18:00,20,20,20,0,0,5.5,222,7,89.1,87.99,Overcast
"Hue, Viet Nam",12/4/2020 19:00,19.1,19.1,19.1,0,0,5.7,196,13.8,89.1,94.78,Overcast
"Hue, Viet Nam",12/4/2020 20:00,20,20,20,0,0,5.6,203,7,89.1,87.99,Overcast
"Hue, Viet Nam",12/4/2020 21:00,19,19,19,0,0,7.5,192,6,89.1,93.53,Overcast
"Hue, Viet Nam",12/4/2020 22:00,18.8,18.8,18.8,0,0,5.5,227,9.1,89.1,94.14,Overcast
"Hue, Viet Nam",12/4/2020 23:00,19,19,19,0,0,9.3,222,10,89.1,93.63,Overcast
"Hue, Viet Nam",12/5/2020 0:00,19,19,19,0,0,5.4,232,10,89.1,88,Overcast
"Hue, Viet Nam",12/5/2020 1:00,18.8,18.8,18.8,0,0.1,7.4,260,10,94.3,90.96,"Rain, Overcast"
"Hue, Viet Nam",12/5/2020 2:00,19,19,19,0,0,7.5,241,10,89.1,88,Overcast
"Hue, Viet Nam",12/5/2020 3:00,19,19,19,0,0,9.2,250,10,89.1,87.91,Overcast
"Hue, Viet Nam",12/5/2020 4:00,18.9,18.9,18.9,0,0,7.3,288,9.9,94.3,89.56,Overcast
"Hue, Viet Nam",12/5/2020 5:00,19,19,19,0,0,11.1,242,7,89.1,93.73,Overcast
"Hue, Viet Nam",12/5/2020 6:00,19,19,19,0,0,12.9,271,6,89.1,93.73,Overcast
"Hue, Viet Nam",12/5/2020 7:00,18.8,18.8,18.8,0,4.9,10.9,290,7.2,94.3,95.18,"Rain, Overcast"
"Hue, Viet Nam",12/5/2020 8:00,19,19,19,0,0,9.3,281,3.1,89.1,99.58,Overcast
"Hue, Viet Nam",12/5/2020 9:00,19.1,19.1,19.1,0,0,12.8,281,3.1,89.1,99.58,Overcast
"Hue, Viet Nam",12/5/2020 10:00,19.3,19.3,19.3,0,0,9,320,6.3,94.3,95.1,Overcast
"Hue, Viet Nam",12/5/2020 11:00,20,20,20,0,0,9.5,311,2.1,89.1,93.68,Overcast
"Hue, Viet Nam",12/5/2020 12:00,19.1,19.1,19.1,0,0,13,311,2.1,89.1,93.53,Overcast
"Hue, Viet Nam",12/5/2020 13:00,19.1,19.1,19.1,0,8,8.3,316,6.3,94.3,98.17,"Rain, Overcast"
"Hue, Viet Nam",12/5/2020 14:00,19,19,19,0,0,9.5,321,2.1,89.1,99.79,Overcast
"Hue, Viet Nam",12/5/2020 15:00,19,19,19,0,0,13,291,2.1,89.1,93.93,Overcast
"Hue, Viet Nam",12/5/2020 16:00,18.9,18.9,18.9,0,0,6.4,302,6.3,94.3,94.66,Overcast
"Hue, Viet Nam",12/5/2020 17:00,19,19,19,0,0,5.5,271,3.1,89.1,93.73,Overcast
"Hue, Viet Nam",12/5/2020 18:00,19,19,19,0,0,9.4,291,3.1,89.1,99.68,Overcast
"Hue, Viet Nam",12/5/2020 19:00,18.7,18.7,18.7,0,10,9,291,7.7,94.3,95.18,"Rain, Overcast"
"Hue, Viet Nam",12/5/2020 20:00,19,19,19,0,0,12.8,271,6,89.1,93.73,Overcast
"Hue, Viet Nam",12/5/2020 21:00,18.1,18.1,18.1,0,0,11,271,7,89.1,99.58,Overcast
"Hue, Viet Nam",12/5/2020 22:00,18,18,18,0,0,10.8,262,8.6,94.3,95.26,Overcast
"Hue, Viet Nam",12/5/2020 23:00,18.1,18.1,18.1,0,0,9.3,281,7,89.1,99.58,Overcast
"Hue, Viet Nam",12/6/2020 0:00,18.1,18.1,18.1,0,0,11,281,7,88.4,99.58,Overcast
"Hue, Viet Nam",12/6/2020 1:00,17.9,17.9,17.9,0,0,10.9,291,8.6,93.7,93.06,Overcast
"Hue, Viet Nam",12/6/2020 2:00,18,18,18,0,0,11,281,6,88.4,93.69,Overcast
"Hue, Viet Nam",12/6/2020 3:00,18,18,18,0,0,11.1,281,6,88.4,93.59,Overcast
"Hue, Viet Nam",12/6/2020 4:00,18,18,18,0,0,7.1,282,8.6,93.7,94,Overcast
"Hue, Viet Nam",12/6/2020 5:00,18.1,18.1,18.1,0,0,7.5,261,7,88.4,93.59,Overcast
"Hue, Viet Nam",12/6/2020 6:00,18,18,18,0,0,9.3,270,4.1,89.1,93.59,Overcast
"Hue, Viet Nam",12/6/2020 7:00,17.9,17.9,17.9,0,0,6.2,297,7.3,94.3,92.03,Overcast
"Hue, Viet Nam",12/6/2020 8:00,18.1,18.1,18.1,0,0,9.3,270,4.1,89.1,93.59,Overcast
"Hue, Viet Nam",12/6/2020 9:00,19.1,19.1,19.1,0,0,9.2,230,6.1,89.1,87.91,Overcast
"Hue, Viet Nam",12/6/2020 10:00,19.1,19.1,19.1,0,0,7.1,256,8.6,94.3,92.31,Overcast
"Hue, Viet Nam",12/6/2020 11:00,19.1,19.1,19.1,0,0,11.1,251,8,89.1,93.44,Overcast
"Hue, Viet Nam",12/6/2020 12:00,20.1,20.1,20.1,0,0,12.9,252,8,89.1,87.9,Overcast
"Hue, Viet Nam",12/6/2020 13:00,19.5,19.5,19.5,0,0.1,8,262,8.6,94.3,90.21,"Rain, Overcast"
"Hue, Viet Nam",12/6/2020 14:00,19.1,19.1,19.1,0,0,14.7,262,4.1,89.1,93.53,Overcast
"Hue, Viet Nam",12/6/2020 15:00,19.1,19.1,19.1,0,0,14.7,262,5.1,89.1,93.53,Overcast
"Hue, Viet Nam",12/6/2020 16:00,18.9,18.9,18.9,0,0,7.2,252,8.6,94.3,94.77,Overcast
"Hue, Viet Nam",12/6/2020 17:00,19.1,19.1,19.1,0,0,9.3,232,4.1,89.1,93.44,Overcast
"Hue, Viet Nam",12/6/2020 18:00,19.1,19.1,19.1,0,0,9.3,232,8,89.1,93.63,Overcast
"Hue, Viet Nam",12/6/2020 19:00,18.8,18.8,18.8,0,0,11,233,14.3,94.3,94.24,Overcast
"Hue, Viet Nam",12/6/2020 20:00,19,19,19,0,0,9.3,232,10,89.1,93.73,Overcast
"Hue, Viet Nam",12/6/2020 21:00,19,19,19,0,0,9.2,242,10,89.1,93.73,Overcast
"Hue, Viet Nam",12/6/2020 22:00,18.8,18.8,18.8,0,0,3.6,266,8.6,94.3,95.28,Overcast
"Hue, Viet Nam",12/6/2020 23:00,19,19,19,0,0,7.5,261,7,89.1,93.73,Overcast
"Hue, Viet Nam",12/7/2020 0:00,19,19,19,0,0,5.3,262,7,89.1,93.73,Overcast
"Hue, Viet Nam",12/7/2020 1:00,18.9,18.9,18.9,0,0.2,5.3,280,8.6,94.3,95.49,"Rain, Overcast"
"Hue, Viet Nam",12/7/2020 2:00,19,19,19,0,0,5.3,281,7,89.1,93.93,Overcast
"Hue, Viet Nam",12/7/2020 3:00,19,19,19,0,0,5.3,261,6,89.1,93.93,Overcast
"Hue, Viet Nam",12/7/2020 4:00,18.8,18.8,18.8,0,0,7.5,281,8.1,94.3,96.12,Overcast
"Hue, Viet Nam",12/7/2020 5:00,19,19,19,0,0,7.5,290,4.1,89.1,93.83,Overcast
"Hue, Viet Nam",12/7/2020 6:00,19,19,19,0,0,5.3,269,3.1,89.1,93.83,Overcast
