Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Precipitation,Wind Speed,Wind Direction,Visibility,Cloud Cover,Relative Humidity,Conditions
"Hue, Viet Nam",9/1/2020 0:00,28,28,28,33.6,0,5.3,222,10,38.1,88.83,Partially cloudy
"Hue, Viet Nam",9/1/2020 1:00,26.2,26.2,26.2,0,0,1.8,230,19.7,88,93.18,Overcast
"Hue, Viet Nam",9/1/2020 2:00,27,27,27,31.2,0,5.3,210,10,38.1,94.09,Partially cloudy
"Hue, Viet Nam",9/1/2020 3:00,27,27,27,30.6,0,5.3,220,10,38.1,88.75,Partially cloudy
"Hue, Viet Nam",9/1/2020 4:00,25.7,25.7,25.7,0,0,5.3,220,15.3,59.1,92.06,Partially cloudy
"Hue, Viet Nam",9/1/2020 5:00,26,26,26,0,0,5.4,200,10,38.1,88.67,Partially cloudy
"Hue, Viet Nam",9/1/2020 6:00,26,26,26,0,0,7.5,220,10,38.1,94.14,Partially cloudy
"Hue, Viet Nam",9/1/2020 7:00,26.5,26.5,26.5,0,0,5.4,245,15.3,59.1,87.04,Partially cloudy
"Hue, Viet Nam",9/1/2020 8:00,29,29,29,34.6,0,11,232,10,38.1,78.82,Partially cloudy
"Hue, Viet Nam",9/1/2020 9:00,33,33,33,40.6,0,11,240,10,38.1,62.87,Partially cloudy
"Hue, Viet Nam",9/1/2020 10:00,33,33,33,40.6,0,8.7,284,15.3,59.1,63.12,Partially cloudy
"Hue, Viet Nam",9/1/2020 11:00,34,34,34,40.6,0,11,340,10,27.6,55.77,Partially cloudy
"Hue, Viet Nam",9/1/2020 12:00,35,35,35,43.3,0,16.6,331,10,27.6,56.28,Partially cloudy
"Hue, Viet Nam",9/1/2020 13:00,33.5,33.5,33.5,41.5,0,13.7,11,15.3,70.6,61.86,Partially cloudy
"Hue, Viet Nam",9/1/2020 14:00,34,34,34,43.5,0,16.8,360,10,49.6,63.14,Partially cloudy
"Hue, Viet Nam",9/1/2020 15:00,33,33,33,42.1,0,16.7,350,10,49.6,66.84,Partially cloudy
"Hue, Viet Nam",9/1/2020 16:00,32.5,32.5,32.5,39.6,0,10.2,346,15.3,59.1,64.14,Partially cloudy
"Hue, Viet Nam",9/1/2020 17:00,32,32,32,39.2,0,9.5,321,10,27.6,66.65,Partially cloudy
"Hue, Viet Nam",9/1/2020 18:00,29,29,29,34.6,0,5.6,193,10,38.1,78.9,Partially cloudy
"Hue, Viet Nam",9/1/2020 19:00,27.9,27.9,27.9,32.5,0,4.5,202,15.3,59.1,83.53,Partially cloudy
"Hue, Viet Nam",9/1/2020 20:00,28,28,28,32.8,0,5.4,192,10,38.1,83.54,Partially cloudy
"Hue, Viet Nam",9/1/2020 21:00,27,27,27,30.7,0,5.4,202,10,59.1,88.57,Partially cloudy
"Hue, Viet Nam",9/1/2020 22:00,27.1,27.1,27.1,30.6,0,5.3,221,15.3,59.1,87.29,Partially cloudy
"Hue, Viet Nam",9/1/2020 23:00,27,27,27,30.6,0,7.4,281,10,49.6,88.66,Partially cloudy
"Hue, Viet Nam",9/2/2020 0:00,,,,,,,,,,,
"Hue, Viet Nam",9/2/2020 1:00,26.7,26.7,26.7,0,0,5.3,249,15.3,59.1,89.19,Partially cloudy
"Hue, Viet Nam",9/2/2020 2:00,26,26,26,0,0,5.3,232,10,38.1,93.95,Partially cloudy
"Hue, Viet Nam",9/2/2020 3:00,26,26,26,0,0,5.4,210,9,38.1,94.04,Partially cloudy
"Hue, Viet Nam",9/2/2020 4:00,26,26,26,0,0,4.4,216,14.3,70.6,87.65,Partially cloudy
"Hue, Viet Nam",9/2/2020 5:00,26,26,26,0,0,5.3,281,9,59.1,88.76,Partially cloudy
"Hue, Viet Nam",9/2/2020 6:00,27,27,27,30.1,0,5.3,239,10,27.6,83.76,Partially cloudy
"Hue, Viet Nam",9/2/2020 7:00,27.7,27.7,27.7,31.5,0,5.3,250,15.3,59.1,82.09,Partially cloudy
"Hue, Viet Nam",9/2/2020 8:00,31,31,31,36.6,0,7.5,230,10,27.6,66.32,Partially cloudy
"Hue, Viet Nam",9/2/2020 9:00,33,33,33,38.1,0,7.5,230,10,27.6,55.81,Partially cloudy
"Hue, Viet Nam",9/2/2020 10:00,33.5,33.5,33.5,40.1,0,7.1,316,15.3,59.1,58.26,Partially cloudy
"Hue, Viet Nam",9/2/2020 11:00,35,35,35,41.9,0,9.5,350,10,27.6,53.12,Partially cloudy
"Hue, Viet Nam",9/2/2020 12:00,35,35,35,41.9,0,13.1,10,10,27.6,53.07,Partially cloudy
"Hue, Viet Nam",9/2/2020 13:00,34.9,34.9,34.9,41.5,0,3.6,50,20,90,52.98,Overcast
"Hue, Viet Nam",9/2/2020 14:00,35,35,35,41.9,0,14.9,29,10,27.6,53.12,Partially cloudy
"Hue, Viet Nam",9/2/2020 15:00,34,34,34,40.6,0,14.9,49,10,27.6,56.16,Partially cloudy
"Hue, Viet Nam",9/2/2020 16:00,34,34,34,39.5,0,10.1,60,15.3,59.1,53.15,Partially cloudy
"Hue, Viet Nam",9/2/2020 17:00,32,32,32,39.1,0,20.5,30,10,25,66.57,Clear
"Hue, Viet Nam",9/2/2020 18:00,31,31,31,37.8,0,7.7,59,10,27.6,70.55,Partially cloudy
"Hue, Viet Nam",9/2/2020 19:00,29.9,29.9,29.9,36.8,0,13,20,19.7,88,78.13,Overcast
"Hue, Viet Nam",9/2/2020 20:00,30,30,30,37.5,0,2,20,10,27.6,79.04,Partially cloudy
"Hue, Viet Nam",9/2/2020 21:00,29,29,29,35.7,0,1.9,20,10,27.6,83.73,Partially cloudy
"Hue, Viet Nam",9/2/2020 22:00,28.3,28.3,28.3,34,0,3.7,10,15.3,59.1,86.39,Partially cloudy
"Hue, Viet Nam",9/2/2020 23:00,28,28,28,32.7,0,3.6,250,10,38.1,83.71,Partially cloudy
"Hue, Viet Nam",9/3/2020 0:00,28,28,28,32.7,0,5.4,220,10,38.1,83.79,Partially cloudy
"Hue, Viet Nam",9/3/2020 1:00,27.1,27.1,27.1,30.7,0,4.4,205,15.3,59.1,86.71,Partially cloudy
"Hue, Viet Nam",9/3/2020 2:00,27,27,27,30.1,0,3.6,0,10,38.1,83.59,Partially cloudy
"Hue, Viet Nam",9/3/2020 3:00,27,27,27,30.1,0,3.6,220,10,27.6,83.68,Partially cloudy
"Hue, Viet Nam",9/3/2020 4:00,25.7,25.7,25.7,0,0,3.5,0,15.3,59.6,92.06,Partially cloudy
"Hue, Viet Nam",9/3/2020 5:00,26,26,26,0,0,3.6,220,10,49.6,88.76,Partially cloudy
"Hue, Viet Nam",9/3/2020 6:00,26,26,26,0,0,3.6,0,8,27.6,88.76,Partially cloudy
"Hue, Viet Nam",9/3/2020 7:00,27.3,27.3,27.3,30.8,0,5.4,252,15.3,59.1,83.97,Partially cloudy
"Hue, Viet Nam",9/3/2020 8:00,31,31,31,36.5,0,5.4,259,10,27.6,66.38,Partially cloudy
"Hue, Viet Nam",9/3/2020 9:00,32,32,32,38,0,5.3,120,10,27.6,62.59,Partially cloudy
"Hue, Viet Nam",9/3/2020 10:00,33.5,33.5,33.5,39,0,5.4,119,15.3,59.1,55.16,Partially cloudy
"Hue, Viet Nam",9/3/2020 11:00,35,35,35,40.7,0,7.6,39,10,27.6,49.96,Partially cloudy
"Hue, Viet Nam",9/3/2020 12:00,35,35,35,43.3,0,9.5,29,10,27.6,56.28,Partially cloudy
"Hue, Viet Nam",9/3/2020 13:00,34.6,34.6,34.6,42,0,12.7,75,15.3,59.1,55.43,Partially cloudy
"Hue, Viet Nam",9/3/2020 14:00,34,34,34,41.9,0,16.6,40,10,27.6,59.33,Partially cloudy
"Hue, Viet Nam",9/3/2020 15:00,34,34,34,39.2,0,24.1,10,10,25,52.75,Clear
"Hue, Viet Nam",9/3/2020 16:00,32.9,32.9,32.9,39.5,0,11.8,44,15.3,59.1,60.58,Partially cloudy
"Hue, Viet Nam",9/3/2020 17:00,32,32,32,39.2,0,14.7,70,10,27.6,66.45,Partially cloudy
"Hue, Viet Nam",9/3/2020 18:00,31,31,31,39.1,0,13,80,10,27.6,74.71,Partially cloudy
"Hue, Viet Nam",9/3/2020 19:00,30.1,30.1,30.1,37.5,0,5.5,119,15.3,59.1,78.8,Partially cloudy
"Hue, Viet Nam",9/3/2020 20:00,31,31,31,37.6,0,5.4,90,10,25,70.47,Clear
"Hue, Viet Nam",9/3/2020 21:00,30,30,30,36.1,0,7.6,120,10,25,74.62,Clear
"Hue, Viet Nam",9/3/2020 22:00,28.2,28.2,28.2,34.3,0,7.5,179,15.3,59.1,89.02,Partially cloudy
"Hue, Viet Nam",9/3/2020 23:00,28,28,28,32.7,0,5.4,191,10,38.1,83.71,Partially cloudy
"Hue, Viet Nam",9/4/2020 0:00,27,27,27,30.7,0,3.6,151,10,38.1,88.66,Partially cloudy
"Hue, Viet Nam",9/4/2020 1:00,26.4,26.4,26.4,0,0,0,0,19.7,88,95.54,Overcast
"Hue, Viet Nam",9/4/2020 2:00,27,27,27,30.7,0,7.5,210,10,38.1,88.75,Partially cloudy
"Hue, Viet Nam",9/4/2020 3:00,27,27,27,30.6,0,7.5,210,10,38.1,88.84,Partially cloudy
"Hue, Viet Nam",9/4/2020 4:00,25.5,25.5,25.5,0,0,5.4,221,15.3,59.1,95.51,Partially cloudy
"Hue, Viet Nam",9/4/2020 5:00,26,26,26,0,0,5.4,210,10,38.1,88.58,Partially cloudy
"Hue, Viet Nam",9/4/2020 6:00,26,26,26,0,0,5.3,200,10,38.1,88.76,Partially cloudy
"Hue, Viet Nam",9/4/2020 7:00,27.2,27.2,27.2,31,0,3.7,297,15.3,59.1,86.63,Partially cloudy
"Hue, Viet Nam",9/4/2020 8:00,31,31,31,36.5,0,5.4,220,10,27.6,66.45,Partially cloudy
"Hue, Viet Nam",9/4/2020 9:00,32,32,32,36.8,0,5.4,288,10,27.6,59.11,Partially cloudy
"Hue, Viet Nam",9/4/2020 10:00,33,33,33,37.9,0,7.3,120,15.3,59.1,55.1,Partially cloudy
"Hue, Viet Nam",9/4/2020 11:00,35,35,35,39.6,0,14.6,360,10,27.6,47.02,Partially cloudy
"Hue, Viet Nam",9/4/2020 12:00,35,35,35,41.9,0,12.9,32,10,27.6,53.01,Partially cloudy
"Hue, Viet Nam",9/4/2020 13:00,34.4,34.4,34.4,41,0,12.6,26,15.3,59.1,54.41,Partially cloudy
"Hue, Viet Nam",9/4/2020 14:00,34,34,34,40.6,0,13.1,31,10,27.6,56.1,Partially cloudy
"Hue, Viet Nam",9/4/2020 15:00,34,34,34,42,0,13,61,10,27.6,59.56,Partially cloudy
"Hue, Viet Nam",9/4/2020 16:00,32.8,32.8,32.8,39,0,10.8,70,15.3,59.1,60.1,Partially cloudy
"Hue, Viet Nam",9/4/2020 17:00,32,32,32,39.2,0,13,61,10,27.6,66.65,Partially cloudy
"Hue, Viet Nam",9/4/2020 18:00,31,31,31,37.7,0,12.9,80,10,59.1,70.48,Partially cloudy
"Hue, Viet Nam",9/4/2020 19:00,30.8,30.8,30.8,38,0,9.3,81,15.2,59.1,73.21,Partially cloudy
"Hue, Viet Nam",9/4/2020 20:00,30,30,30,37.3,0,5.4,92,10,27.6,79.27,Partially cloudy
"Hue, Viet Nam",9/4/2020 21:00,30,30,30,37.3,0,5.4,249,10,27.6,79.27,Partially cloudy
"Hue, Viet Nam",9/4/2020 22:00,28.5,28.5,28.5,33.8,0,9.2,249,15.3,59.1,82.1,Partially cloudy
"Hue, Viet Nam",9/4/2020 23:00,29,29,29,34.5,0,5.5,239,10,27.6,79.21,Partially cloudy
"Hue, Viet Nam",9/5/2020 0:00,29,29,29,34.4,0,3.6,239,10,27.6,79.21,Partially cloudy
"Hue, Viet Nam",9/5/2020 1:00,27.7,27.7,27.7,32.2,0,7.5,258,15.3,59.1,85.17,Partially cloudy
"Hue, Viet Nam",9/5/2020 2:00,28,28,28,32.7,0,5.4,288,10,59.1,83.87,Partially cloudy
"Hue, Viet Nam",9/5/2020 3:00,28,28,28,32.7,0,5.4,259,10,59.1,83.87,Partially cloudy
"Hue, Viet Nam",9/5/2020 4:00,27.5,27.5,27.5,31.7,0,4.4,247,15.3,59.1,86.3,Partially cloudy
"Hue, Viet Nam",9/5/2020 5:00,27,27,27,30.6,0,3.6,279,10,59.1,88.84,Partially cloudy
"Hue, Viet Nam",9/5/2020 6:00,27,27,27,30.6,0,3.6,300,10,38.1,88.93,Partially cloudy
"Hue, Viet Nam",9/5/2020 7:00,28.2,28.2,28.2,33.6,0,5.3,200,15.3,59.1,85.93,Partially cloudy
"Hue, Viet Nam",9/5/2020 8:00,32,32,32,39.2,0,7.5,260,10,27.6,66.71,Partially cloudy
"Hue, Viet Nam",9/5/2020 9:00,34,34,34,40.6,0,5.4,290,10,27.6,56.16,Partially cloudy
"Hue, Viet Nam",9/5/2020 10:00,33.8,33.8,33.8,40.2,0,6.2,251,15.3,59.1,56.35,Partially cloudy
"Hue, Viet Nam",9/5/2020 11:00,35,35,35,41.9,0,9.3,60,10,27.6,53.12,Partially cloudy
"Hue, Viet Nam",9/5/2020 12:00,36,36,36,43.2,0,5.5,119,10,27.6,50.22,Partially cloudy
"Hue, Viet Nam",9/5/2020 13:00,36.3,36.3,36.3,44.1,0,10.7,34,15.3,59.1,50.15,Partially cloudy
"Hue, Viet Nam",9/5/2020 14:00,36,36,36,43.2,0,16.5,50,10,27.6,50.17,Partially cloudy
"Hue, Viet Nam",9/5/2020 15:00,35,35,35,41.9,0,18.3,90,10,27.6,52.96,Partially cloudy
"Hue, Viet Nam",9/5/2020 16:00,34.3,34.3,34.3,41.7,0,11.6,64,15.3,59.1,56.89,Partially cloudy
"Hue, Viet Nam",9/5/2020 17:00,33,33,33,40.6,0,16.5,81,9.8,27.6,63.05,Partially cloudy
"Hue, Viet Nam",9/5/2020 18:00,31.9,31.9,31.9,39,0,11.2,112,10,49.6,66.57,Partially cloudy
"Hue, Viet Nam",9/5/2020 19:00,29.2,29.2,29.2,34.2,0,3.7,249,15.2,70.6,74.43,Partially cloudy
"Hue, Viet Nam",9/5/2020 20:00,29,29,29,34.4,0,3.7,190,10,38.1,78.97,Partially cloudy
"Hue, Viet Nam",9/5/2020 21:00,30,30,30,36.1,0,5.4,220,10,38.1,74.62,Partially cloudy
"Hue, Viet Nam",9/5/2020 22:00,28,28,28,32.4,0,5.5,229,15.3,59.1,82.73,Partially cloudy
"Hue, Viet Nam",9/5/2020 23:00,30,30,30,35,0,7.5,220,10,38.1,70.43,Partially cloudy
"Hue, Viet Nam",9/6/2020 0:00,29,29,29,33.5,0,5.4,210,10,38.1,74.54,Partially cloudy
"Hue, Viet Nam",9/6/2020 1:00,27.4,27.4,27.4,31.1,0,7.6,287,15.3,59.1,84.5,Partially cloudy
"Hue, Viet Nam",9/6/2020 2:00,28,28,28,31.9,0,11.1,279,10,38.1,79,Partially cloudy
"Hue, Viet Nam",9/6/2020 3:00,28,28,28,31.9,0,5.4,279,10,38.1,79,Partially cloudy
"Hue, Viet Nam",9/6/2020 4:00,26,26,26,0,0,5.4,190,19.7,88,94.06,Overcast
"Hue, Viet Nam",9/6/2020 5:00,27,27,27,30.1,0,5.4,259,10,38.1,83.76,Partially cloudy
"Hue, Viet Nam",9/6/2020 6:00,26,26,26,0,0,1.8,160,10,27.6,88.67,Partially cloudy
"Hue, Viet Nam",9/6/2020 7:00,28,28,28,32.7,0,3.5,0,15.3,59.1,83.69,Partially cloudy
"Hue, Viet Nam",9/6/2020 8:00,32,32,32,37.9,0,3.6,0,10,27.6,62.71,Partially cloudy
"Hue, Viet Nam",9/6/2020 9:00,35,35,35,41.9,0,9.3,200,10,27.6,52.96,Partially cloudy
"Hue, Viet Nam",9/6/2020 10:00,35,35,35,42.3,0,8.7,264,15.3,59.1,53.91,Partially cloudy
"Hue, Viet Nam",9/6/2020 11:00,36,36,36,41.8,0,7.6,282,10,25,47.02,Clear
"Hue, Viet Nam",9/6/2020 12:00,36,36,36,43.2,0,14.7,21,10,27.6,50.12,Partially cloudy
"Hue, Viet Nam",9/6/2020 13:00,37.3,37.3,37.3,44.3,0,13.4,17,15.3,59.1,45.37,Partially cloudy
"Hue, Viet Nam",9/6/2020 14:00,36,36,36,44.6,0,13,41,10,38.1,53.21,Partially cloudy
"Hue, Viet Nam",9/6/2020 15:00,35,35,35,44.9,0,20.3,60,10,38.1,59.61,Partially cloudy
"Hue, Viet Nam",9/6/2020 16:00,35,35,35,43.7,0,13.5,120,15.3,59.1,57.41,Partially cloudy
"Hue, Viet Nam",9/6/2020 17:00,33,33,33,42,0,16.4,83,10,38.1,66.71,Partially cloudy
"Hue, Viet Nam",9/6/2020 18:00,32,32,32,40.5,0,14.6,92,10,38.1,70.51,Partially cloudy
"Hue, Viet Nam",9/6/2020 19:00,31.1,31.1,31.1,38.5,0,8.7,208,15.3,70.6,71.76,Partially cloudy
"Hue, Viet Nam",9/6/2020 20:00,31.1,31.1,31.1,35.6,0,11.2,250,10,50,62.51,Partially cloudy
"Hue, Viet Nam",9/6/2020 21:00,30.1,30.1,30.1,34.3,0,7.6,240,10,50,66.19,Partially cloudy
"Hue, Viet Nam",9/6/2020 22:00,28.9,28.9,28.9,33.8,0,0,0,20,90,77.63,Overcast
"Hue, Viet Nam",9/6/2020 23:00,30.1,30.1,30.1,35.2,0,9.4,220,10,50,70.3,Partially cloudy
"Hue, Viet Nam",9/7/2020 0:00,29.1,29.1,29.1,33.7,0,5.4,230,10,50,74.47,Partially cloudy
"Hue, Viet Nam",9/7/2020 1:00,27.4,27.4,27.4,32.1,0,3.6,180,20,90,92.63,Overcast
"Hue, Viet Nam",9/7/2020 2:00,29.1,29.1,29.1,34.7,0,5.4,210,10,50,79.07,Partially cloudy
"Hue, Viet Nam",9/7/2020 3:00,28.1,28.1,28.1,32.1,0,3.6,140,10,50,78.93,Partially cloudy
"Hue, Viet Nam",9/7/2020 4:00,26.9,26.9,26.9,30.6,0,3.6,160,20,90,92.61,Overcast
"Hue, Viet Nam",9/7/2020 5:00,27.1,27.1,27.1,30.2,0,5.4,140,10,50,83.68,Partially cloudy
"Hue, Viet Nam",9/7/2020 6:00,28.1,28.1,28.1,32.1,0,3.6,230,10,50,78.93,Partially cloudy
"Hue, Viet Nam",9/7/2020 7:00,28.6,28.6,28.6,34.1,0,6.2,171,15.3,59.1,82.63,Partially cloudy
"Hue, Viet Nam",9/7/2020 8:00,33,33,33,39.3,0,7.5,229,10,38.1,59.27,Partially cloudy
"Hue, Viet Nam",9/7/2020 9:00,34,34,34,38.3,0,9.3,180,10,38.1,49.66,Partially cloudy
"Hue, Viet Nam",9/7/2020 10:00,35.3,35.3,35.3,40.2,0,8.2,234,15.3,59.1,47.19,Partially cloudy
"Hue, Viet Nam",9/7/2020 11:00,38,38,38,44.5,0,11.2,210,10,38.1,42.38,Partially cloudy
"Hue, Viet Nam",9/7/2020 12:00,36,36,36,44.7,0,14.6,9,10,38.1,53.05,Partially cloudy
"Hue, Viet Nam",9/7/2020 13:00,36.1,36.1,36.1,44.3,0,12.6,67,15.3,59.1,52.13,Partially cloudy
"Hue, Viet Nam",9/7/2020 14:00,35,35,35,44.9,0,18.2,51,10,38.1,59.61,Partially cloudy
"Hue, Viet Nam",9/7/2020 15:00,35,35,35,44.9,0,18.3,51,10,27.6,59.55,Partially cloudy
"Hue, Viet Nam",9/7/2020 16:00,34.3,34.3,34.3,44,0,12.5,66,15.3,59.1,62.24,Partially cloudy
"Hue, Viet Nam",9/7/2020 17:00,33,33,33,40.6,0,18.3,61,10,27.6,62.87,Partially cloudy
"Hue, Viet Nam",9/7/2020 18:00,32,32,32,40.7,0,11.3,101,10,27.6,70.66,Partially cloudy
"Hue, Viet Nam",9/7/2020 19:00,29.9,29.9,29.9,34.3,0,23.8,191,15.2,59.1,68.08,Partially cloudy
"Hue, Viet Nam",9/7/2020 20:00,27,27,27,29.7,0,5.4,72,10,38.1,78.7,Partially cloudy
"Hue, Viet Nam",9/7/2020 21:00,26,26,26,0,0,9.3,210,10,38.1,78.64,Partially cloudy
"Hue, Viet Nam",9/7/2020 22:00,26,26,26,0,0,7.3,184,10,59.1,83.36,Partially cloudy
"Hue, Viet Nam",9/7/2020 23:00,27,27,27,29.2,0,7.6,201,10,38.1,74.14,Partially cloudy
"Hue, Viet Nam",9/8/2020 0:00,27,27,27,29.2,0,7.6,200,10,27.6,74.29,Partially cloudy
"Hue, Viet Nam",9/8/2020 1:00,26.1,26.1,26.1,0,0.3,5.5,200,10,59.1,86.53,"Rain, Partially cloudy"
"Hue, Viet Nam",9/8/2020 2:00,26,26,26,0,0,3.6,200,10,27.6,83.57,Partially cloudy
"Hue, Viet Nam",9/8/2020 3:00,26,26,26,0,0,3.7,200,10,27.6,83.65,Partially cloudy
"Hue, Viet Nam",9/8/2020 4:00,25.5,25.5,25.5,0,0,3.6,219,10,59.1,89.08,Partially cloudy
"Hue, Viet Nam",9/8/2020 5:00,26,26,26,0,0,3.6,239,10,27.6,88.76,Partially cloudy
"Hue, Viet Nam",9/8/2020 6:00,26,26,26,0,0,5.4,249,10,27.6,88.76,Partially cloudy
"Hue, Viet Nam",9/8/2020 7:00,28.1,28.1,28.1,32.9,0,3.7,200,15.3,59.1,83.52,Partially cloudy
"Hue, Viet Nam",9/8/2020 8:00,31,31,31,36.5,0,3.7,180,10,27.6,66.38,Partially cloudy
"Hue, Viet Nam",9/8/2020 9:00,32,32,32,37.9,0,3.7,180,10,27.6,62.65,Partially cloudy
"Hue, Viet Nam",9/8/2020 10:00,33.1,33.1,33.1,40.6,0,5.4,320,15.3,59.1,62.42,Partially cloudy
"Hue, Viet Nam",9/8/2020 11:00,35,35,35,43.3,0,7.7,41,10,27.6,56.39,Partially cloudy
"Hue, Viet Nam",9/8/2020 12:00,36,36,36,43.2,0,9.4,11,10,27.6,50.26,Partially cloudy
"Hue, Viet Nam",9/8/2020 13:00,34.9,34.9,34.9,44,0,13.5,24,15.3,59.1,58.36,Partially cloudy
"Hue, Viet Nam",9/8/2020 14:00,34,34,34,43.5,0,14.8,50,10,27.6,63.02,Partially cloudy
"Hue, Viet Nam",9/8/2020 15:00,35,35,35,44.9,0,14.7,81,10,27.6,59.9,Partially cloudy
"Hue, Viet Nam",9/8/2020 16:00,33.8,33.8,33.8,43.3,0,13.6,75,15.3,59.1,64.09,Partially cloudy
"Hue, Viet Nam",9/8/2020 17:00,32,32,32,40.7,0,11.2,101,10,38.1,70.73,Partially cloudy
"Hue, Viet Nam",9/8/2020 18:00,27.1,27.1,27.1,29.8,0,16.4,220,8,59.6,78.55,Partially cloudy
"Hue, Viet Nam",9/8/2020 19:00,24.9,24.9,24.9,0,14.7,5.4,214,9.1,59.1,87.71,"Rain, Partially cloudy"
"Hue, Viet Nam",9/8/2020 20:00,27,27,27,29.2,0,7.5,240,10,38.1,74.06,Partially cloudy
"Hue, Viet Nam",9/8/2020 21:00,26,26,26,0,0,9.3,269,10,27.6,83.4,Partially cloudy
"Hue, Viet Nam",9/8/2020 22:00,24.4,24.4,24.4,0,0,3.6,210,10,88,94.74,Overcast
"Hue, Viet Nam",9/8/2020 23:00,25,25,25,0,0,5.4,229,10,27.6,88.5,Partially cloudy
"Hue, Viet Nam",9/9/2020 0:00,25,25,25,0,0,7.6,259,10,27.6,88.5,Partially cloudy
"Hue, Viet Nam",9/9/2020 1:00,24.5,24.5,24.5,0,0,5.4,249,10,59.1,92.78,Partially cloudy
"Hue, Viet Nam",9/9/2020 2:00,25,25,25,0,0,5.4,210,10,27.6,88.59,Partially cloudy
"Hue, Viet Nam",9/9/2020 3:00,25,25,25,0,0,5.4,210,10,27.6,83.54,Partially cloudy
"Hue, Viet Nam",9/9/2020 4:00,24.4,24.4,24.4,0,0,5.4,248,10,59.1,92.38,Partially cloudy
"Hue, Viet Nam",9/9/2020 5:00,25,25,25,0,0,5.4,219,10,27.6,88.68,Partially cloudy
"Hue, Viet Nam",9/9/2020 6:00,24,24,24,0,0,7.5,200,10,27.6,94.05,Partially cloudy
"Hue, Viet Nam",9/9/2020 7:00,25.8,25.8,25.8,0,0,4.4,70,15.3,59.1,87.35,Partially cloudy
"Hue, Viet Nam",9/9/2020 8:00,30,30,30,34.2,0,5.3,210,10,27.6,66.12,Partially cloudy
"Hue, Viet Nam",9/9/2020 9:00,32,32,32,37.9,0,5.4,150,10,27.6,62.65,Partially cloudy
"Hue, Viet Nam",9/9/2020 10:00,33,33,33,38.9,0,5.3,140,15.3,59.1,58.28,Partially cloudy
"Hue, Viet Nam",9/9/2020 11:00,35,35,35,41.9,0,5.4,40,10,27.6,53.01,Partially cloudy
"Hue, Viet Nam",9/9/2020 12:00,,,,,,,,,,,
"Hue, Viet Nam",9/9/2020 13:00,34.5,34.5,34.5,42,0,13.1,61,15.3,59.1,56.51,Partially cloudy
"Hue, Viet Nam",9/9/2020 14:00,35,35,35,41.9,0,22.2,41,10,38.1,53.12,Partially cloudy
"Hue, Viet Nam",9/9/2020 15:00,34,34,34,40.6,0,20.4,60,10,38.1,56.21,Partially cloudy
"Hue, Viet Nam",9/9/2020 16:00,33.5,33.5,33.5,40.8,0,10,57,15.3,59.1,59.89,Partially cloudy
"Hue, Viet Nam",9/9/2020 17:00,32,32,32,40.5,0,13,110,10,25,70.65,Clear
"Hue, Viet Nam",9/9/2020 18:00,32,32,32,37.9,0,5.5,101,10,38.1,62.9,Partially cloudy
"Hue, Viet Nam",9/9/2020 19:00,29.3,29.3,29.3,35.2,0,5.5,237,15.3,59.1,78.59,Partially cloudy
"Hue, Viet Nam",9/9/2020 20:00,29,29,29,33.7,0,7.6,219,10,38.1,74.4,Partially cloudy
"Hue, Viet Nam",9/9/2020 21:00,29,29,29,34.6,0,5.5,298,10,38.1,79.06,Partially cloudy
"Hue, Viet Nam",9/9/2020 22:00,27.3,27.3,27.3,31.3,0,3.6,180,15.3,59.1,88.3,Partially cloudy
"Hue, Viet Nam",9/9/2020 23:00,27,27,27,30.7,0,3.6,298,10,38.1,88.84,Partially cloudy
"Hue, Viet Nam",9/10/2020 0:00,27,27,27,30.1,0,3.6,308,10,38.1,83.76,Partially cloudy
"Hue, Viet Nam",9/10/2020 1:00,26.3,26.3,26.3,0,0,3.6,278,15.3,59.1,89.61,Partially cloudy
"Hue, Viet Nam",9/10/2020 2:00,27,27,27,30.1,0,3.6,278,10,38.1,83.76,Partially cloudy
"Hue, Viet Nam",9/10/2020 3:00,26,26,26,0,0,3.7,279,10,38.1,88.76,Partially cloudy
"Hue, Viet Nam",9/10/2020 4:00,24.9,24.9,24.9,0,0,3.6,248,15.3,59.1,93.5,Partially cloudy
"Hue, Viet Nam",9/10/2020 5:00,26,26,26,0,0,3.6,239,10,38.1,88.85,Partially cloudy
"Hue, Viet Nam",9/10/2020 6:00,26,26,26,0,0,5.4,210,10,38.1,88.85,Partially cloudy
"Hue, Viet Nam",9/10/2020 7:00,27.7,27.7,27.7,31.5,0,5.5,229,15.3,59.1,80.21,Partially cloudy
"Hue, Viet Nam",9/10/2020 8:00,31,31,31,37.7,0,3.7,190,10,38.1,70.41,Partially cloudy
"Hue, Viet Nam",9/10/2020 9:00,32,32,32,39.2,0,5.4,7,10,38.1,66.45,Partially cloudy
"Hue, Viet Nam",9/10/2020 10:00,33.2,33.2,33.2,39.1,0,4.5,228,15.3,59.1,57.23,Partially cloudy
"Hue, Viet Nam",9/10/2020 11:00,34,34,34,42,0,9.3,62,10,27.6,59.33,Partially cloudy
"Hue, Viet Nam",9/10/2020 12:00,34,34,34,42,0,13,31,10,27.6,59.39,Partially cloudy
"Hue, Viet Nam",9/10/2020 13:00,34.6,34.6,34.6,42.5,0,10.8,57,15.3,59.1,56.72,Partially cloudy
