,phuTai,giaBien,DateTime
211,32736,167,01/05/2020 09:30:00
212,32687,166,01/05/2020 10:00:00
213,32687,165,01/05/2020 10:30:00
214,30514,158,01/05/2020 11:00:00
215,30514,151,01/05/2020 11:30:00
216,31990,154,01/05/2020 12:00:00
217,31990,158,01/05/2020 12:30:00
218,33155,1194,01/05/2020 13:00:00
219,33155,1142,01/05/2020 13:30:00
220,33770,1241,01/05/2020 14:00:00
221,33770,1206,01/05/2020 14:30:00
222,34496,1246,01/05/2020 15:00:00
223,34496,1274,01/05/2020 15:30:00
224,35130,1802,01/05/2020 16:00:00
225,35130,1704,01/05/2020 16:30:00
226,37169,1806,01/05/2020 17:00:00
227,37169,1811,01/05/2020 17:30:00
228,32969,174,01/05/2020 18:00:00
229,32969,165,01/05/2020 18:30:00
230,31240,163,01/05/2020 19:00:00
231,31240,1164,01/05/2020 19:30:00
232,30277,1260,01/05/2020 20:00:00
233,30277,1158,01/05/2020 20:30:00
234,28822,1235,01/05/2020 21:00:00
235,28822,1100,01/05/2020 21:30:00
236,27139,1113,01/05/2020 22:00:00
237,27139,1244,01/05/2020 22:30:00
238,25616,1241,01/05/2020 23:00:00
239,25616,1237,01/05/2020 23:30:00
240,24168,130,01/06/2020 00:00:00
241,24168,128,01/06/2020 00:30:00
242,23934,127,01/06/2020 01:00:00
243,23934,126,01/06/2020 01:30:00
244,23853,126,01/06/2020 02:00:00
245,23853,125,01/06/2020 02:30:00
246,24069,126,01/06/2020 03:00:00
247,24069,126,01/06/2020 03:30:00
248,24414,127,01/06/2020 04:00:00
249,24414,128,01/06/2020 04:30:00
250,26056,132,01/06/2020 05:00:00
251,26056,135,01/06/2020 05:30:00
252,28290,139,01/06/2020 06:00:00
253,28290,142,01/06/2020 06:30:00
254,31356,151,01/06/2020 07:00:00
255,31356,994,01/06/2020 07:30:00
256,32261,163,01/06/2020 08:00:00
257,32261,166,01/06/2020 08:30:00
258,32736,165,01/06/2020 09:00:00
259,32736,167,01/06/2020 09:30:00
260,32687,166,01/06/2020 10:00:00
261,32687,165,01/06/2020 10:30:00
262,30514,158,01/06/2020 11:00:00
263,30514,151,01/06/2020 11:30:00
264,31990,154,01/06/2020 12:00:00
265,31990,158,01/06/2020 12:30:00
266,33155,1194,01/06/2020 13:00:00
267,33155,1142,01/06/2020 13:30:00
268,33770,1241,01/06/2020 14:00:00
269,33770,1206,01/06/2020 14:30:00
270,34496,1246,01/06/2020 15:00:00
271,34496,1274,01/06/2020 15:30:00
272,35130,1802,01/06/2020 16:00:00
273,35130,1704,01/06/2020 16:30:00
274,37169,1806,01/06/2020 17:00:00
275,37169,1811,01/06/2020 17:30:00
276,32969,174,01/06/2020 18:00:00
277,32969,165,01/06/2020 18:30:00
278,31240,163,01/06/2020 19:00:00
279,31240,1164,01/06/2020 19:30:00
280,30277,1260,01/06/2020 20:00:00
281,30277,1158,01/06/2020 20:30:00
282,28822,1235,01/06/2020 21:00:00
283,28822,1100,01/06/2020 21:30:00
284,27139,1113,01/06/2020 22:00:00
285,27139,1244,01/06/2020 22:30:00
286,25616,1241,01/06/2020 23:00:00
287,25616,1237,01/06/2020 23:30:00
288,24168,130,01/07/2020 00:00:00
289,24168,128,01/07/2020 00:30:00
290,23934,127,01/07/2020 01:00:00
291,23934,126,01/07/2020 01:30:00
292,23853,126,01/07/2020 02:00:00
293,23853,125,01/07/2020 02:30:00
294,24069,126,01/07/2020 03:00:00
295,24069,126,01/07/2020 03:30:00
296,24414,127,01/07/2020 04:00:00
297,24414,128,01/07/2020 04:30:00
298,26056,132,01/07/2020 05:00:00
299,26056,135,01/07/2020 05:30:00
300,28290,139,01/07/2020 06:00:00
301,28290,142,01/07/2020 06:30:00
302,31356,151,01/07/2020 07:00:00
303,31356,994,01/07/2020 07:30:00
304,32261,163,01/07/2020 08:00:00
305,32261,166,01/07/2020 08:30:00
306,32736,165,01/07/2020 09:00:00
307,32736,167,01/07/2020 09:30:00
308,32687,166,01/07/2020 10:00:00
309,32687,165,01/07/2020 10:30:00
310,30514,158,01/07/2020 11:00:00
311,30514,151,01/07/2020 11:30:00
312,31990,154,01/07/2020 12:00:00
313,31990,158,01/07/2020 12:30:00
314,33155,1194,01/07/2020 13:00:00
315,33155,1142,01/07/2020 13:30:00
316,33770,1241,01/07/2020 14:00:00
317,33770,1206,01/07/2020 14:30:00
318,34496,1246,01/07/2020 15:00:00
319,34496,1274,01/07/2020 15:30:00
320,35130,1802,01/07/2020 16:00:00
321,35130,1704,01/07/2020 16:30:00
322,37169,1806,01/07/2020 17:00:00
323,37169,1811,01/07/2020 17:30:00
324,32969,174,01/07/2020 18:00:00
325,32969,165,01/07/2020 18:30:00
326,31240,163,01/07/2020 19:00:00
327,31240,1164,01/07/2020 19:30:00
328,30277,1260,01/07/2020 20:00:00
329,30277,1158,01/07/2020 20:30:00
330,28822,1235,01/07/2020 21:00:00
331,28822,1100,01/07/2020 21:30:00
332,27139,1113,01/07/2020 22:00:00
333,27139,1244,01/07/2020 22:30:00
334,25616,1241,01/07/2020 23:00:00
335,25616,1237,01/07/2020 23:30:00
336,24168,130,01/08/2020 00:00:00
337,24168,128,01/08/2020 00:30:00
338,23934,127,01/08/2020 01:00:00
339,23934,126,01/08/2020 01:30:00
340,23853,126,01/08/2020 02:00:00
341,23853,125,01/08/2020 02:30:00
342,24069,126,01/08/2020 03:00:00
343,24069,126,01/08/2020 03:30:00
344,24414,127,01/08/2020 04:00:00
345,24414,128,01/08/2020 04:30:00
346,26056,132,01/08/2020 05:00:00
347,26056,135,01/08/2020 05:30:00
348,28290,139,01/08/2020 06:00:00
349,28290,142,01/08/2020 06:30:00
350,31356,151,01/08/2020 07:00:00
351,31356,994,01/08/2020 07:30:00
352,32261,163,01/08/2020 08:00:00
353,32261,166,01/08/2020 08:30:00
354,32736,165,01/08/2020 09:00:00
355,32736,167,01/08/2020 09:30:00
356,32687,166,01/08/2020 10:00:00
357,32687,165,01/08/2020 10:30:00
358,30514,158,01/08/2020 11:00:00
359,30514,151,01/08/2020 11:30:00
360,31990,154,01/08/2020 12:00:00
361,31990,158,01/08/2020 12:30:00
362,33155,1194,01/08/2020 13:00:00
363,33155,1142,01/08/2020 13:30:00
364,33770,1241,01/08/2020 14:00:00
365,33770,1206,01/08/2020 14:30:00
366,34496,1246,01/08/2020 15:00:00
367,34496,1274,01/08/2020 15:30:00
368,35130,1802,01/08/2020 16:00:00
369,35130,1704,01/08/2020 16:30:00
370,37169,1806,01/08/2020 17:00:00
371,37169,1811,01/08/2020 17:30:00
372,32969,174,01/08/2020 18:00:00
373,32969,165,01/08/2020 18:30:00
374,31240,163,01/08/2020 19:00:00
375,31240,1164,01/08/2020 19:30:00
376,30277,1260,01/08/2020 20:00:00
377,30277,1158,01/08/2020 20:30:00
378,28822,1235,01/08/2020 21:00:00
379,28822,1100,01/08/2020 21:30:00
380,27139,1113,01/08/2020 22:00:00
381,27139,1244,01/08/2020 22:30:00
382,25616,1241,01/08/2020 23:00:00
383,25616,1237,01/08/2020 23:30:00
384,24168,130,01/09/2020 00:00:00
385,24168,128,01/09/2020 00:30:00
386,23934,127,01/09/2020 01:00:00
387,23934,126,01/09/2020 01:30:00
388,23853,126,01/09/2020 02:00:00
389,23853,125,01/09/2020 02:30:00
390,24069,126,01/09/2020 03:00:00
391,24069,126,01/09/2020 03:30:00
392,24414,127,01/09/2020 04:00:00
393,24414,128,01/09/2020 04:30:00
394,26056,132,01/09/2020 05:00:00
395,26056,135,01/09/2020 05:30:00
396,28290,139,01/09/2020 06:00:00
397,28290,142,01/09/2020 06:30:00
398,31356,151,01/09/2020 07:00:00
399,31356,994,01/09/2020 07:30:00
400,32261,163,01/09/2020 08:00:00
401,32261,166,01/09/2020 08:30:00
402,32736,165,01/09/2020 09:00:00
403,32736,167,01/09/2020 09:30:00
404,32687,166,01/09/2020 10:00:00
405,32687,165,01/09/2020 10:30:00
406,30514,158,01/09/2020 11:00:00
407,30514,151,01/09/2020 11:30:00
408,31990,154,01/09/2020 12:00:00
409,31990,158,01/09/2020 12:30:00
410,33155,1194,01/09/2020 13:00:00
411,33155,1142,01/09/2020 13:30:00
412,33770,1241,01/09/2020 14:00:00
413,33770,1206,01/09/2020 14:30:00
414,34496,1246,01/09/2020 15:00:00
415,34496,1274,01/09/2020 15:30:00
416,35130,1802,01/09/2020 16:00:00
417,35130,1704,01/09/2020 16:30:00
418,37169,1806,01/09/2020 17:00:00
419,37169,1811,01/09/2020 17:30:00
420,32969,174,01/09/2020 18:00:00
421,32969,165,01/09/2020 18:30:00
422,31240,163,01/09/2020 19:00:00
423,31240,1164,01/09/2020 19:30:00
424,30277,1260,01/09/2020 20:00:00
425,30277,1158,01/09/2020 20:30:00
426,28822,1235,01/09/2020 21:00:00
427,28822,1100,01/09/2020 21:30:00
428,27139,1113,01/09/2020 22:00:00
429,27139,1244,01/09/2020 22:30:00
430,25616,1241,01/09/2020 23:00:00
431,25616,1237,01/09/2020 23:30:00
432,24168,130,01/10/2020 00:00:00
433,24168,128,01/10/2020 00:30:00
434,23934,127,01/10/2020 01:00:00
435,23934,126,01/10/2020 01:30:00
436,23853,126,01/10/2020 02:00:00
437,23853,125,01/10/2020 02:30:00
438,24069,126,01/10/2020 03:00:00
439,24069,126,01/10/2020 03:30:00
440,24414,127,01/10/2020 04:00:00
441,24414,128,01/10/2020 04:30:00
442,26056,132,01/10/2020 05:00:00
443,26056,135,01/10/2020 05:30:00
444,28290,139,01/10/2020 06:00:00
445,28290,142,01/10/2020 06:30:00
446,31356,151,01/10/2020 07:00:00
447,31356,994,01/10/2020 07:30:00
448,32261,163,01/10/2020 08:00:00
449,32261,166,01/10/2020 08:30:00
450,32736,165,01/10/2020 09:00:00
451,32736,167,01/10/2020 09:30:00
452,32687,166,01/10/2020 10:00:00
453,32687,165,01/10/2020 10:30:00
454,30514,158,01/10/2020 11:00:00
455,30514,151,01/10/2020 11:30:00
456,31990,154,01/10/2020 12:00:00
457,31990,158,01/10/2020 12:30:00
458,33155,1194,01/10/2020 13:00:00
459,33155,1142,01/10/2020 13:30:00
460,33770,1241,01/10/2020 14:00:00
461,33770,1206,01/10/2020 14:30:00
462,34496,1246,01/10/2020 15:00:00
463,34496,1274,01/10/2020 15:30:00
464,35130,1802,01/10/2020 16:00:00
465,35130,1704,01/10/2020 16:30:00
466,37169,1806,01/10/2020 17:00:00
467,37169,1811,01/10/2020 17:30:00
468,32969,174,01/10/2020 18:00:00
469,32969,165,01/10/2020 18:30:00
470,31240,163,01/10/2020 19:00:00
471,31240,1164,01/10/2020 19:30:00
472,30277,1260,01/10/2020 20:00:00
473,30277,1158,01/10/2020 20:30:00
474,28822,1235,01/10/2020 21:00:00
475,28822,1100,01/10/2020 21:30:00
476,27139,1113,01/10/2020 22:00:00
477,27139,1244,01/10/2020 22:30:00
478,25616,1241,01/10/2020 23:00:00
479,25616,1237,01/10/2020 23:30:00
480,24168,130,01/11/2020 00:00:00
481,24168,128,01/11/2020 00:30:00
482,23934,127,01/11/2020 01:00:00
483,23934,126,01/11/2020 01:30:00
484,23853,126,01/11/2020 02:00:00
485,23853,125,01/11/2020 02:30:00
486,24069,126,01/11/2020 03:00:00
487,24069,126,01/11/2020 03:30:00
488,24414,127,01/11/2020 04:00:00
489,24414,128,01/11/2020 04:30:00
490,26056,132,01/11/2020 05:00:00
491,26056,135,01/11/2020 05:30:00
492,28290,139,01/11/2020 06:00:00
493,28290,142,01/11/2020 06:30:00
494,31356,151,01/11/2020 07:00:00
495,31356,994,01/11/2020 07:30:00
496,32261,163,01/11/2020 08:00:00
497,32261,166,01/11/2020 08:30:00
498,32736,165,01/11/2020 09:00:00
499,32736,167,01/11/2020 09:30:00
500,32687,166,01/11/2020 10:00:00
501,32687,165,01/11/2020 10:30:00
502,30514,158,01/11/2020 11:00:00
503,30514,151,01/11/2020 11:30:00
504,31990,154,01/11/2020 12:00:00
505,31990,158,01/11/2020 12:30:00
506,33155,1194,01/11/2020 13:00:00
507,33155,1142,01/11/2020 13:30:00
508,33770,1241,01/11/2020 14:00:00
509,33770,1206,01/11/2020 14:30:00
510,34496,1246,01/11/2020 15:00:00
511,34496,1274,01/11/2020 15:30:00
512,35130,1802,01/11/2020 16:00:00
513,35130,1704,01/11/2020 16:30:00
514,37169,1806,01/11/2020 17:00:00
515,37169,1811,01/11/2020 17:30:00
516,32969,174,01/11/2020 18:00:00
517,32969,165,01/11/2020 18:30:00
518,31240,163,01/11/2020 19:00:00
519,31240,1164,01/11/2020 19:30:00
520,30277,1260,01/11/2020 20:00:00
521,30277,1158,01/11/2020 20:30:00
522,28822,1235,01/11/2020 21:00:00
523,28822,1100,01/11/2020 21:30:00
524,27139,1113,01/11/2020 22:00:00
525,27139,1244,01/11/2020 22:30:00
526,25616,1241,01/11/2020 23:00:00
527,25616,1237,01/11/2020 23:30:00
528,24168,130,01/12/2020 00:00:00
529,24168,128,01/12/2020 00:30:00
530,23934,127,01/12/2020 01:00:00
531,23934,126,01/12/2020 01:30:00
532,23853,126,01/12/2020 02:00:00
533,23853,125,01/12/2020 02:30:00
534,24069,126,01/12/2020 03:00:00
535,24069,126,01/12/2020 03:30:00
536,24414,127,01/12/2020 04:00:00
537,24414,128,01/12/2020 04:30:00
538,26056,132,01/12/2020 05:00:00
539,26056,135,01/12/2020 05:30:00
540,28290,139,01/12/2020 06:00:00
541,28290,142,01/12/2020 06:30:00
542,31356,151,01/12/2020 07:00:00
543,31356,994,01/12/2020 07:30:00
544,32261,163,01/12/2020 08:00:00
545,32261,166,01/12/2020 08:30:00
546,32736,165,01/12/2020 09:00:00
547,32736,167,01/12/2020 09:30:00
548,32687,166,01/12/2020 10:00:00
549,32687,165,01/12/2020 10:30:00
550,30514,158,01/12/2020 11:00:00
551,30514,151,01/12/2020 11:30:00
552,31990,154,01/12/2020 12:00:00
553,31990,158,01/12/2020 12:30:00
554,33155,1194,01/12/2020 13:00:00
555,33155,1142,01/12/2020 13:30:00
556,33770,1241,01/12/2020 14:00:00
557,33770,1206,01/12/2020 14:30:00
558,34496,1246,01/12/2020 15:00:00
559,34496,1274,01/12/2020 15:30:00
560,35130,1802,01/12/2020 16:00:00
561,35130,1704,01/12/2020 16:30:00
562,37169,1806,01/12/2020 17:00:00
563,37169,1811,01/12/2020 17:30:00
564,32969,174,01/12/2020 18:00:00
565,32969,165,01/12/2020 18:30:00
566,31240,163,01/12/2020 19:00:00
567,31240,1164,01/12/2020 19:30:00
568,30277,1260,01/12/2020 20:00:00
569,30277,1158,01/12/2020 20:30:00
570,28822,1235,01/12/2020 21:00:00
571,28822,1100,01/12/2020 21:30:00
572,27139,1113,01/12/2020 22:00:00
573,27139,1244,01/12/2020 22:30:00
574,25616,1241,01/12/2020 23:00:00
575,25616,1237,01/12/2020 23:30:00
576,24168,130,01/13/2020 00:00:00
577,24168,128,01/13/2020 00:30:00
578,23934,127,01/13/2020 01:00:00
579,23934,126,01/13/2020 01:30:00
580,23853,126,01/13/2020 02:00:00
581,23853,125,01/13/2020 02:30:00
582,24069,126,01/13/2020 03:00:00
583,24069,126,01/13/2020 03:30:00
584,24414,127,01/13/2020 04:00:00
585,24414,128,01/13/2020 04:30:00
586,26056,132,01/13/2020 05:00:00
587,26056,135,01/13/2020 05:30:00
588,28290,139,01/13/2020 06:00:00
589,28290,142,01/13/2020 06:30:00
590,31356,151,01/13/2020 07:00:00
591,31356,994,01/13/2020 07:30:00
592,32261,163,01/13/2020 08:00:00
593,32261,166,01/13/2020 08:30:00
594,32736,165,01/13/2020 09:00:00
595,32736,167,01/13/2020 09:30:00
596,32687,166,01/13/2020 10:00:00
597,32687,165,01/13/2020 10:30:00
598,30514,158,01/13/2020 11:00:00
599,30514,151,01/13/2020 11:30:00
600,31990,154,01/13/2020 12:00:00
601,31990,158,01/13/2020 12:30:00
602,33155,1194,01/13/2020 13:00:00
603,33155,1142,01/13/2020 13:30:00
604,33770,1241,01/13/2020 14:00:00
605,33770,1206,01/13/2020 14:30:00
606,34496,1246,01/13/2020 15:00:00
607,34496,1274,01/13/2020 15:30:00
608,35130,1802,01/13/2020 16:00:00
609,35130,1704,01/13/2020 16:30:00
610,37169,1806,01/13/2020 17:00:00
611,37169,1811,01/13/2020 17:30:00
612,32969,174,01/13/2020 18:00:00
613,32969,165,01/13/2020 18:30:00
614,31240,163,01/13/2020 19:00:00
615,31240,1164,01/13/2020 19:30:00
616,30277,1260,01/13/2020 20:00:00
617,30277,1158,01/13/2020 20:30:00
618,28822,1235,01/13/2020 21:00:00
619,28822,1100,01/13/2020 21:30:00
620,27139,1113,01/13/2020 22:00:00
621,27139,1244,01/13/2020 22:30:00
622,25616,1241,01/13/2020 23:00:00
623,25616,1237,01/13/2020 23:30:00
624,24168,130,01/14/2020 00:00:00
625,24168,128,01/14/2020 00:30:00
626,23934,127,01/14/2020 01:00:00
627,23934,126,01/14/2020 01:30:00
628,23853,126,01/14/2020 02:00:00
629,23853,125,01/14/2020 02:30:00
630,24069,126,01/14/2020 03:00:00
631,24069,126,01/14/2020 03:30:00
632,24414,127,01/14/2020 04:00:00
633,24414,128,01/14/2020 04:30:00
634,26056,132,01/14/2020 05:00:00
635,26056,135,01/14/2020 05:30:00
636,28290,139,01/14/2020 06:00:00
637,28290,142,01/14/2020 06:30:00
638,31356,151,01/14/2020 07:00:00
639,31356,994,01/14/2020 07:30:00
640,32261,163,01/14/2020 08:00:00
641,32261,166,01/14/2020 08:30:00
642,32736,165,01/14/2020 09:00:00
643,32736,167,01/14/2020 09:30:00
644,32687,166,01/14/2020 10:00:00
645,32687,165,01/14/2020 10:30:00
646,30514,158,01/14/2020 11:00:00
647,30514,151,01/14/2020 11:30:00
648,31990,154,01/14/2020 12:00:00
649,31990,158,01/14/2020 12:30:00
650,33155,1194,01/14/2020 13:00:00
651,33155,1142,01/14/2020 13:30:00
652,33770,1241,01/14/2020 14:00:00
653,33770,1206,01/14/2020 14:30:00
654,34496,1246,01/14/2020 15:00:00
655,34496,1274,01/14/2020 15:30:00
656,35130,1802,01/14/2020 16:00:00
657,35130,1704,01/14/2020 16:30:00
658,37169,1806,01/14/2020 17:00:00
659,37169,1811,01/14/2020 17:30:00
660,32969,174,01/14/2020 18:00:00
661,32969,165,01/14/2020 18:30:00
662,31240,163,01/14/2020 19:00:00
663,31240,1164,01/14/2020 19:30:00
664,30277,1260,01/14/2020 20:00:00
665,30277,1158,01/14/2020 20:30:00
666,28822,1235,01/14/2020 21:00:00
667,28822,1100,01/14/2020 21:30:00
668,27139,1113,01/14/2020 22:00:00
669,27139,1244,01/14/2020 22:30:00
670,25616,1241,01/14/2020 23:00:00
671,25616,1237,01/14/2020 23:30:00
672,24168,130,01/15/2020 00:00:00
673,24168,128,01/15/2020 00:30:00
674,23934,127,01/15/2020 01:00:00
675,23934,126,01/15/2020 01:30:00
676,23853,126,01/15/2020 02:00:00
677,23853,125,01/15/2020 02:30:00
678,24069,126,01/15/2020 03:00:00
679,24069,126,01/15/2020 03:30:00
680,24414,127,01/15/2020 04:00:00
681,24414,128,01/15/2020 04:30:00
682,26056,132,01/15/2020 05:00:00
683,26056,135,01/15/2020 05:30:00
684,28290,139,01/15/2020 06:00:00
