Date,SMP,Temperature,Wind Speed,Visibility,Cloud Cover,PhuTai,GiaBien
1/1/2018 0:00,550,20,3.6,4,71,23872,130
1/1/2018 0:30,550,20,3.6,3.1,50,23872,129
1/1/2018 1:00,1,19.6,1.9,6.7,71,23568,127
1/1/2018 1:30,1,20,1.8,3.1,50,23568,126
1/1/2018 2:00,1,20,3.6,3,71,23165,126
1/1/2018 2:30,1,20,1.9,3.1,50,23165,126
1/1/2018 3:00,1,19,3.5,3,71,23430,125
1/1/2018 3:30,1,19,5.3,3.1,50,23430,125
1/1/2018 4:00,1,19,4.4,6.7,71,23579,125
1/1/2018 4:30,1,19,5.3,3.1,50,23579,125
1/1/2018 5:00,1,19,5.3,3,71,23774,125
1/1/2018 5:30,1,19,7.5,3.1,50,23774,124
1/1/2018 6:00,1,19,5.4,3,70.6,24270,959
1/1/2018 6:30,1,19.1,5.3,3.1,49.1,24270,960
1/1/2018 7:00,1,18.8,5.4,6.3,94.3,25719,1093
1/1/2018 7:30,1,19.1,7.6,2.1,86.6,25719,965
1/1/2018 8:00,1,19.1,7.6,3.1,88.4,26970,999
1/1/2018 8:30,1,20.1,9.4,3.1,86.6,26970,1055
1/1/2018 9:00,1,20.1,7.6,3.1,88.4,28928,1004
1/1/2018 9:30,1,20.1,9.5,4.1,88,28928,1183
1/1/2018 10:00,1,20.4,5.6,12.9,94.3,29243,1206
1/1/2018 10:30,1,21.1,5.7,4.1,86.6,29243,1142
1/1/2018 11:00,1,21.1,5.6,3.1,88.4,27080,1177
1/1/2018 11:30,1,21.1,5.7,3.1,86.6,27080,1120
1/1/2018 12:00,1,21.1,5.5,3.1,88.4,27363,129
1/1/2018 12:30,1,21.1,7.7,5.1,86.6,27363,130
1/1/2018 13:00,1,21.1,3.8,12.9,93.7,28408,965
1/1/2018 13:30,1,21.1,5.7,5.1,86.6,28408,1054
1/1/2018 14:00,1,21.1,5.6,5.1,88.4,29516,1100
1/1/2018 14:30,1,21.1,4.1,5.1,86.6,29516,1142
1/1/2018 15:00,1,21.1,7.7,5.1,88.4,29791,140
1/1/2018 15:30,1,21.1,9.6,4.1,85.8,29791,142
1/1/2018 16:00,500,20.2,3.9,6.8,93.2,31482,1154
1/1/2018 16:30,500,20.1,3.9,3.2,85.8,31482,1780
1/1/2018 17:00,596,21,5.4,3.1,88,33600,1785
1/1/2018 17:30,596,20.1,5.5,3.2,85.8,33600,1789
1/1/2018 18:00,500,20.1,7.5,3.1,88.4,29917,1680
1/1/2018 18:30,500,20.1,7.5,3.1,86.6,29917,1776
1/1/2018 19:00,1,19.8,7.5,12,93.7,28256,1247
1/1/2018 19:30,1,20.1,3.7,3.1,86.6,28256,143
1/1/2018 20:00,1,20.1,7.5,3.1,88.4,27761,141
1/1/2018 20:30,1,20,3.6,3.1,86.6,27761,140
1/1/2018 21:00,563,20.1,7.5,3.1,88.4,26268,137
1/1/2018 21:30,563,20,5.3,2.1,88,26268,134
1/1/2018 22:00,1,19.8,5.4,6.3,94.3,24461,1239
1/1/2018 22:30,1,20,1.9,3.1,88,24461,1229
