,date,time,value,date time
3675,2018-06-03,4,650,2018-06-03 4
3676,2018-06-03,5,650,2018-06-03 5
3677,2018-06-03,6,650,2018-06-03 6
3678,2018-06-03,7,582,2018-06-03 7
3679,2018-06-03,8,1,2018-06-03 8
3680,2018-06-03,9,590,2018-06-03 9
3681,2018-06-03,10,     894.4,2018-06-03 10
3682,2018-06-03,11,     906.3,2018-06-03 11
3683,2018-06-03,12,906,2018-06-03 12
3684,2018-06-03,13,906,2018-06-03 13
3685,2018-06-03,14,     906.3,2018-06-03 14
3686,2018-06-03,15,     905.6,2018-06-03 15
3687,2018-06-03,16,     894.5,2018-06-03 16
3688,2018-06-03,17,600,2018-06-03 17
3689,2018-06-03,18,700,2018-06-03 18
3690,2018-06-03,19,     905.6,2018-06-03 19
3691,2018-06-03,20,    1 050,2018-06-03 20
3692,2018-06-03,21,    1 279,2018-06-03 21
3693,2018-06-03,22,    1 103,2018-06-03 22
3694,2018-06-03,23,    1 103,2018-06-03 23
3695,2018-06-03,24,     906.3,2018-06-03 24
3696,2018-06-04,1,906,2018-06-04 1
3697,2018-06-04,2,825,2018-06-04 2
3698,2018-06-04,3,600,2018-06-04 3
3699,2018-06-04,4,596,2018-06-04 4
3700,2018-06-04,5,562,2018-06-04 5
3701,2018-06-04,6,600,2018-06-04 6
3702,2018-06-04,7,825,2018-06-04 7
3703,2018-06-04,8,     944.7,2018-06-04 8
3704,2018-06-04,9,    1 279,2018-06-04 9
3705,2018-06-04,10,    1 279,2018-06-04 10
3706,2018-06-04,11,    1 103,2018-06-04 11
3707,2018-06-04,12,     905.6,2018-06-04 12
3708,2018-06-04,13,906,2018-06-04 13
3709,2018-06-04,14,    1 265,2018-06-04 14
3710,2018-06-04,15,    1 265,2018-06-04 15
3711,2018-06-04,16,    1 279,2018-06-04 16
3712,2018-06-04,17,    1 150,2018-06-04 17
3713,2018-06-04,18,     894.4,2018-06-04 18
3714,2018-06-04,19,     894.5,2018-06-04 19
3715,2018-06-04,20,800,2018-06-04 20
3716,2018-06-04,21,906,2018-06-04 21
3717,2018-06-04,22,     905.6,2018-06-04 22
3718,2018-06-04,23,     894.5,2018-06-04 23
3719,2018-06-04,24,672,2018-06-04 24
3720,2018-06-05,1,672,2018-06-05 1
3721,2018-06-05,2,600,2018-06-05 2
3722,2018-06-05,3,600,2018-06-05 3
3723,2018-06-05,4,450,2018-06-05 4
3724,2018-06-05,5,500,2018-06-05 5
3725,2018-06-05,6,500,2018-06-05 6
3726,2018-06-05,7,330,2018-06-05 7
3727,2018-06-05,8,750,2018-06-05 8
3728,2018-06-05,9,     946.8,2018-06-05 9
3729,2018-06-05,10,     946.8,2018-06-05 10
3730,2018-06-05,11,     946.7,2018-06-05 11
3731,2018-06-05,12,750,2018-06-05 12
3732,2018-06-05,13,800,2018-06-05 13
3733,2018-06-05,14,     946.7,2018-06-05 14
3734,2018-06-05,15,     946.8,2018-06-05 15
3735,2018-06-05,16,     946.8,2018-06-05 16
3736,2018-06-05,17,     946.7,2018-06-05 17
3737,2018-06-05,18,661,2018-06-05 18
3738,2018-06-05,19,650,2018-06-05 19
3739,2018-06-05,20,661,2018-06-05 20
3740,2018-06-05,21,906,2018-06-05 21
3741,2018-06-05,22,     944.7,2018-06-05 22
3742,2018-06-05,23,    1 120,2018-06-05 23
3743,2018-06-05,24,     944.7,2018-06-05 24
3744,2018-06-06,1,     944.7,2018-06-06 1
3745,2018-06-06,2,906,2018-06-06 2
3746,2018-06-06,3,672,2018-06-06 3
3747,2018-06-06,4,672,2018-06-06 4
3748,2018-06-06,5,906,2018-06-06 5
3749,2018-06-06,6,     769.5,2018-06-06 6
3750,2018-06-06,7,800,2018-06-06 7
3751,2018-06-06,8,906,2018-06-06 8
3752,2018-06-06,9,950,2018-06-06 9
3753,2018-06-06,10,    1 103,2018-06-06 10
3754,2018-06-06,11,    1 260,2018-06-06 11
3755,2018-06-06,12,     946.7,2018-06-06 12
3756,2018-06-06,13,     946.7,2018-06-06 13
3757,2018-06-06,14,    1 280,2018-06-06 14
3758,2018-06-06,15,    1 280,2018-06-06 15
3759,2018-06-06,16,    1 280,2018-06-06 16
3760,2018-06-06,17,    1 268,2018-06-06 17
3761,2018-06-06,18,     944.7,2018-06-06 18
3762,2018-06-06,19,     906.3,2018-06-06 19
3763,2018-06-06,20,     946.7,2018-06-06 20
3764,2018-06-06,21,    1 280,2018-06-06 21
3765,2018-06-06,22,    1 278,2018-06-06 22
3766,2018-06-06,23,    1 103,2018-06-06 23
3767,2018-06-06,24,    1 103,2018-06-06 24
3768,2018-06-07,1,    1 103,2018-06-07 1
3769,2018-06-07,2,    1 103,2018-06-07 2
3770,2018-06-07,3,    1 000,2018-06-07 3
3771,2018-06-07,4,     946.8,2018-06-07 4
3772,2018-06-07,5,     946.8,2018-06-07 5
3773,2018-06-07,6,     946.8,2018-06-07 6
3774,2018-06-07,7,     946.8,2018-06-07 7
3775,2018-06-07,8,    1 035,2018-06-07 8
3776,2018-06-07,9,    1 279,2018-06-07 9
3777,2018-06-07,10,    1 150,2018-06-07 10
3778,2018-06-07,11,    1 280,2018-06-07 11
3779,2018-06-07,12,     946.8,2018-06-07 12
3780,2018-06-07,13,    1 265,2018-06-07 13
3781,2018-06-07,14,    1 280,2018-06-07 14
3782,2018-06-07,15,    1 280,2018-06-07 15
3783,2018-06-07,16,    1 280,2018-06-07 16
3784,2018-06-07,17,     946.8,2018-06-07 17
3785,2018-06-07,18,     944.7,2018-06-07 18
3786,2018-06-07,19,906,2018-06-07 19
3787,2018-06-07,20,     944.7,2018-06-07 20
3788,2018-06-07,21,    1 249,2018-06-07 21
3789,2018-06-07,22,    1 278,2018-06-07 22
3790,2018-06-07,23,    1 276,2018-06-07 23
3791,2018-06-07,24,    1 103,2018-06-07 24
3792,2018-06-08,1,     946.8,2018-06-08 1
3793,2018-06-08,2,906,2018-06-08 2
3794,2018-06-08,3,800,2018-06-08 3
3795,2018-06-08,4,750,2018-06-08 4
3796,2018-06-08,5,750,2018-06-08 5
3797,2018-06-08,6,750,2018-06-08 6
3798,2018-06-08,7,600,2018-06-08 7
3799,2018-06-08,8,906,2018-06-08 8
3800,2018-06-08,9,    1 260,2018-06-08 9
3801,2018-06-08,10,    1 049,2018-06-08 10
3802,2018-06-08,11,     946.8,2018-06-08 11
3803,2018-06-08,12,906,2018-06-08 12
3804,2018-06-08,13,     946.8,2018-06-08 13
3805,2018-06-08,14,    1 279,2018-06-08 14
3806,2018-06-08,15,    1 280,2018-06-08 15
3807,2018-06-08,16,    1 260,2018-06-08 16
3808,2018-06-08,17,     946.8,2018-06-08 17
3809,2018-06-08,18,559,2018-06-08 18
3810,2018-06-08,19,650,2018-06-08 19
3811,2018-06-08,20,748,2018-06-08 20
3812,2018-06-08,21,    1 100,2018-06-08 21
3813,2018-06-08,22,    1 274.9,2018-06-08 22
3814,2018-06-08,23,    1 274.9,2018-06-08 23
3815,2018-06-08,24,    1 150,2018-06-08 24
3816,2018-06-09,1,    1 103,2018-06-09 1
3817,2018-06-09,2,    1 103,2018-06-09 2
3818,2018-06-09,3,    1 100,2018-06-09 3
3819,2018-06-09,4,    1 050,2018-06-09 4
3820,2018-06-09,5,     946.8,2018-06-09 5
3821,2018-06-09,6,     946.8,2018-06-09 6
3822,2018-06-09,7,     946.7,2018-06-09 7
3823,2018-06-09,8,906,2018-06-09 8
3824,2018-06-09,9,     944.7,2018-06-09 9
3825,2018-06-09,10,906,2018-06-09 10
3826,2018-06-09,11,     944.7,2018-06-09 11
3827,2018-06-09,12,781,2018-06-09 12
3828,2018-06-09,13,899,2018-06-09 13
3829,2018-06-09,14,     946.8,2018-06-09 14
3830,2018-06-09,15,     946.8,2018-06-09 15
3831,2018-06-09,16,906,2018-06-09 16
3832,2018-06-09,17,720,2018-06-09 17
3833,2018-06-09,18,214,2018-06-09 18
3834,2018-06-09,19,214,2018-06-09 19
3835,2018-06-09,20,1,2018-06-09 20
3836,2018-06-09,21,700,2018-06-09 21
3837,2018-06-09,22,672,2018-06-09 22
3838,2018-06-09,23,825,2018-06-09 23
3839,2018-06-09,24,650,2018-06-09 24
3840,2018-06-10,1,850,2018-06-10 1
3841,2018-06-10,2,600,2018-06-10 2
3842,2018-06-10,3,214,2018-06-10 3
3843,2018-06-10,4,600,2018-06-10 4
3844,2018-06-10,5,600,2018-06-10 5
3845,2018-06-10,6,600,2018-06-10 6
3846,2018-06-10,7,1,2018-06-10 7
3847,2018-06-10,8,1,2018-06-10 8
3848,2018-06-10,9,1,2018-06-10 9
3849,2018-06-10,10,1,2018-06-10 10
3850,2018-06-10,11,1,2018-06-10 11
3851,2018-06-10,12,1,2018-06-10 12
3852,2018-06-10,13,1,2018-06-10 13
3853,2018-06-10,14,1,2018-06-10 14
3854,2018-06-10,15,1,2018-06-10 15
3855,2018-06-10,16,1,2018-06-10 16
3856,2018-06-10,17,1,2018-06-10 17
3857,2018-06-10,18,1,2018-06-10 18
3858,2018-06-10,19,1,2018-06-10 19
3859,2018-06-10,20,501,2018-06-10 20
3860,2018-06-10,21,661,2018-06-10 21
3861,2018-06-10,22,672,2018-06-10 22
3862,2018-06-10,23,650,2018-06-10 23
3863,2018-06-10,24,1,2018-06-10 24
3864,2018-06-11,1,1,2018-06-11 1
3865,2018-06-11,2,1,2018-06-11 2
3866,2018-06-11,3,1,2018-06-11 3
3867,2018-06-11,4,1,2018-06-11 4
3868,2018-06-11,5,1,2018-06-11 5
3869,2018-06-11,6,1,2018-06-11 6
3870,2018-06-11,7,1,2018-06-11 7
3871,2018-06-11,8,672,2018-06-11 8
3872,2018-06-11,9,906,2018-06-11 9
3873,2018-06-11,10,     946.7,2018-06-11 10
3874,2018-06-11,11,999,2018-06-11 11
3875,2018-06-11,12,800,2018-06-11 12
3876,2018-06-11,13,720,2018-06-11 13
3877,2018-06-11,14,     906.3,2018-06-11 14
3878,2018-06-11,15,     944.7,2018-06-11 15
3879,2018-06-11,16,     946.7,2018-06-11 16
3880,2018-06-11,17,906,2018-06-11 17
3881,2018-06-11,18,500,2018-06-11 18
3882,2018-06-11,19,672,2018-06-11 19
3883,2018-06-11,20,720,2018-06-11 20
3884,2018-06-11,21,     894.3,2018-06-11 21
3885,2018-06-11,22,850,2018-06-11 22
3886,2018-06-11,23,672,2018-06-11 23
3887,2018-06-11,24,350,2018-06-11 24
3888,2018-06-12,1,1,2018-06-12 1
3889,2018-06-12,2,1,2018-06-12 2
3890,2018-06-12,3,     1.1,2018-06-12 3
3891,2018-06-12,4,1,2018-06-12 4
3892,2018-06-12,5,1,2018-06-12 5
3893,2018-06-12,6,250,2018-06-12 6
3894,2018-06-12,7,500,2018-06-12 7
3895,2018-06-12,8,620,2018-06-12 8
3896,2018-06-12,9,     894.3,2018-06-12 9
3897,2018-06-12,10,     894.3,2018-06-12 10
3898,2018-06-12,11,     894.3,2018-06-12 11
3899,2018-06-12,12,720,2018-06-12 12
3900,2018-06-12,13,720,2018-06-12 13
3901,2018-06-12,14,     906.3,2018-06-12 14
3902,2018-06-12,15,     906.3,2018-06-12 15
3903,2018-06-12,16,899,2018-06-12 16
3904,2018-06-12,17,     894.3,2018-06-12 17
3905,2018-06-12,18,394,2018-06-12 18
3906,2018-06-12,19,250,2018-06-12 19
3907,2018-06-12,20,1,2018-06-12 20
3908,2018-06-12,21,720,2018-06-12 21
3909,2018-06-12,22,790,2018-06-12 22
3910,2018-06-12,23,     894.3,2018-06-12 23
3911,2018-06-12,24,750,2018-06-12 24
3912,2018-06-13,1,789,2018-06-13 1
3913,2018-06-13,2,700,2018-06-13 2
3914,2018-06-13,3,661,2018-06-13 3
3915,2018-06-13,4,562,2018-06-13 4
3916,2018-06-13,5,562,2018-06-13 5
3917,2018-06-13,6,580,2018-06-13 6
3918,2018-06-13,7,450,2018-06-13 7
3919,2018-06-13,8,536,2018-06-13 8
3920,2018-06-13,9,     894.3,2018-06-13 9
3921,2018-06-13,10,800,2018-06-13 10
3922,2018-06-13,11,700,2018-06-13 11
3923,2018-06-13,12,525,2018-06-13 12
3924,2018-06-13,13,750,2018-06-13 13
3925,2018-06-13,14,     903.8,2018-06-13 14
3926,2018-06-13,15,     906.3,2018-06-13 15
3927,2018-06-13,16,899,2018-06-13 16
3928,2018-06-13,17,812,2018-06-13 17
3929,2018-06-13,18,250,2018-06-13 18
3930,2018-06-13,19,450,2018-06-13 19
3931,2018-06-13,20,579,2018-06-13 20
3932,2018-06-13,21,890,2018-06-13 21
3933,2018-06-13,22,     894.3,2018-06-13 22
3934,2018-06-13,23,900,2018-06-13 23
3935,2018-06-13,24,899,2018-06-13 24
3936,2018-06-14,1,899,2018-06-14 1
3937,2018-06-14,2,     894.3,2018-06-14 2
3938,2018-06-14,3,899,2018-06-14 3
3939,2018-06-14,4,899,2018-06-14 4
3940,2018-06-14,5,899,2018-06-14 5
3941,2018-06-14,6,     894.3,2018-06-14 6
3942,2018-06-14,7,845,2018-06-14 7
3943,2018-06-14,8,845,2018-06-14 8
3944,2018-06-14,9,899,2018-06-14 9
3945,2018-06-14,10,     894.3,2018-06-14 10
3946,2018-06-14,11,     894.3,2018-06-14 11
3947,2018-06-14,12,845,2018-06-14 12
3948,2018-06-14,13,     894.3,2018-06-14 13
3949,2018-06-14,14,    1 147,2018-06-14 14
3950,2018-06-14,15,    1 100,2018-06-14 15
3951,2018-06-14,16,     906.3,2018-06-14 16
3952,2018-06-14,17,     894.3,2018-06-14 17
3953,2018-06-14,18,507,2018-06-14 18
3954,2018-06-14,19,579,2018-06-14 19
3955,2018-06-14,20,690,2018-06-14 20
3956,2018-06-14,21,     894.3,2018-06-14 21
3957,2018-06-14,22,     894.3,2018-06-14 22
3958,2018-06-14,23,845,2018-06-14 23
3959,2018-06-14,24,789,2018-06-14 24
3960,2018-06-15,1,661,2018-06-15 1
3961,2018-06-15,2,650,2018-06-15 2
3962,2018-06-15,3,650,2018-06-15 3
3963,2018-06-15,4,600,2018-06-15 4
3964,2018-06-15,5,600,2018-06-15 5
3965,2018-06-15,6,500,2018-06-15 6
3966,2018-06-15,7,500,2018-06-15 7
3967,2018-06-15,8,499,2018-06-15 8
3968,2018-06-15,9,780,2018-06-15 9
3969,2018-06-15,10,843,2018-06-15 10
3970,2018-06-15,11,     844.9,2018-06-15 11
3971,2018-06-15,12,790,2018-06-15 12
3972,2018-06-15,13,     844.8,2018-06-15 13
3973,2018-06-15,14,     894.1,2018-06-15 14
3974,2018-06-15,15,899,2018-06-15 15
3975,2018-06-15,16,     894.3,2018-06-15 16
3976,2018-06-15,17,     894.3,2018-06-15 17
3977,2018-06-15,18,680,2018-06-15 18
3978,2018-06-15,19,750,2018-06-15 19
3979,2018-06-15,20,770,2018-06-15 20
3980,2018-06-15,21,     844.8,2018-06-15 21
3981,2018-06-15,22,843,2018-06-15 22
3982,2018-06-15,23,780,2018-06-15 23
3983,2018-06-15,24,750,2018-06-15 24
3984,2018-06-16,1,789,2018-06-16 1
3985,2018-06-16,2,775,2018-06-16 2
3986,2018-06-16,3,760,2018-06-16 3
3987,2018-06-16,4,750,2018-06-16 4
3988,2018-06-16,5,760,2018-06-16 5
3989,2018-06-16,6,700,2018-06-16 6
3990,2018-06-16,7,550,2018-06-16 7
3991,2018-06-16,8,748,2018-06-16 8
3992,2018-06-16,9,     844.9,2018-06-16 9
3993,2018-06-16,10,     844.9,2018-06-16 10
3994,2018-06-16,11,     844.8,2018-06-16 11
3995,2018-06-16,12,710,2018-06-16 12
3996,2018-06-16,13,760,2018-06-16 13
3997,2018-06-16,14,845,2018-06-16 14
3998,2018-06-16,15,     894.3,2018-06-16 15
3999,2018-06-16,16,     894.3,2018-06-16 16
4000,2018-06-16,17,845,2018-06-16 17
4001,2018-06-16,18,589,2018-06-16 18
4002,2018-06-16,19,     591.6,2018-06-16 19
4003,2018-06-16,20,760,2018-06-16 20
4004,2018-06-16,21,     894.3,2018-06-16 21
4005,2018-06-16,22,899,2018-06-16 22
4006,2018-06-16,23,     894.3,2018-06-16 23
4007,2018-06-16,24,     894.3,2018-06-16 24
4008,2018-06-17,1,845,2018-06-17 1
4009,2018-06-17,2,     844.8,2018-06-17 2
4010,2018-06-17,3,790,2018-06-17 3
4011,2018-06-17,4,750,2018-06-17 4
4012,2018-06-17,5,712,2018-06-17 5
4013,2018-06-17,6,680,2018-06-17 6
4014,2018-06-17,7,499,2018-06-17 7
4015,2018-06-17,8,1,2018-06-17 8
4016,2018-06-17,9,200,2018-06-17 9
4017,2018-06-17,10,350,2018-06-17 10
4018,2018-06-17,11,661,2018-06-17 11
4019,2018-06-17,12,540,2018-06-17 12
4020,2018-06-17,13,250,2018-06-17 13
4021,2018-06-17,14,250,2018-06-17 14
4022,2018-06-17,15,350,2018-06-17 15
4023,2018-06-17,16,250,2018-06-17 16
4024,2018-06-17,17,250,2018-06-17 17
4025,2018-06-17,18,214,2018-06-17 18
4026,2018-06-17,19,500,2018-06-17 19
4027,2018-06-17,20,661,2018-06-17 20
4028,2018-06-17,21,698,2018-06-17 21
4029,2018-06-17,22,602,2018-06-17 22
4030,2018-06-17,23,575,2018-06-17 23
4031,2018-06-17,24,575,2018-06-17 24
4032,2018-06-18,1,350,2018-06-18 1
4033,2018-06-18,2,1,2018-06-18 2
4034,2018-06-18,3,1,2018-06-18 3
4035,2018-06-18,4,1,2018-06-18 4
4036,2018-06-18,5,1,2018-06-18 5
4037,2018-06-18,6,1,2018-06-18 6
4038,2018-06-18,7,1,2018-06-18 7
4039,2018-06-18,8,460,2018-06-18 8
4040,2018-06-18,9,661,2018-06-18 9
4041,2018-06-18,10,589,2018-06-18 10
4042,2018-06-18,11,500,2018-06-18 11
4043,2018-06-18,12,440,2018-06-18 12
4044,2018-06-18,13,440,2018-06-18 13
4045,2018-06-18,14,575,2018-06-18 14
4046,2018-06-18,15,600,2018-06-18 15
4047,2018-06-18,16,575,2018-06-18 16
4048,2018-06-18,17,450,2018-06-18 17
4049,2018-06-18,18,1,2018-06-18 18
4050,2018-06-18,19,1,2018-06-18 19
4051,2018-06-18,20,214,2018-06-18 20
4052,2018-06-18,21,575,2018-06-18 21
4053,2018-06-18,22,499,2018-06-18 22
4054,2018-06-18,23,440,2018-06-18 23
4055,2018-06-18,24,350,2018-06-18 24
4056,2018-06-19,1,600,2018-06-19 1
4057,2018-06-19,2,535,2018-06-19 2
4058,2018-06-19,3,535,2018-06-19 3
4059,2018-06-19,4,532,2018-06-19 4
4060,2018-06-19,5,545,2018-06-19 5
4061,2018-06-19,6,535,2018-06-19 6
4062,2018-06-19,7,350,2018-06-19 7
4063,2018-06-19,8,400,2018-06-19 8
4064,2018-06-19,9,700,2018-06-19 9
4065,2018-06-19,10,750,2018-06-19 10
4066,2018-06-19,11,620,2018-06-19 11
4067,2018-06-19,12,440,2018-06-19 12
4068,2018-06-19,13,     572.9,2018-06-19 13
4069,2018-06-19,14,     844.8,2018-06-19 14
4070,2018-06-19,15,     844.9,2018-06-19 15
4071,2018-06-19,16,     844.8,2018-06-19 16
4072,2018-06-19,17,790,2018-06-19 17
4073,2018-06-19,18,500,2018-06-19 18
4074,2018-06-19,19,550,2018-06-19 19
4075,2018-06-19,20,680,2018-06-19 20
4076,2018-06-19,21,780,2018-06-19 21
4077,2018-06-19,22,790,2018-06-19 22
4078,2018-06-19,23,790,2018-06-19 23
4079,2018-06-19,24,758,2018-06-19 24
4080,2018-06-20,1,710,2018-06-20 1
4081,2018-06-20,2,698,2018-06-20 2
4082,2018-06-20,3,600,2018-06-20 3
4083,2018-06-20,4,499,2018-06-20 4
4084,2018-06-20,5,528,2018-06-20 5
4085,2018-06-20,6,550,2018-06-20 6
4086,2018-06-20,7,395,2018-06-20 7
4087,2018-06-20,8,513,2018-06-20 8
4088,2018-06-20,9,845,2018-06-20 9
4089,2018-06-20,10,845,2018-06-20 10
4090,2018-06-20,11,845,2018-06-20 11
4091,2018-06-20,12,789,2018-06-20 12
4092,2018-06-20,13,847,2018-06-20 13
4093,2018-06-20,14,899,2018-06-20 14
4094,2018-06-20,15,899,2018-06-20 15
4095,2018-06-20,16,     894.3,2018-06-20 16
4096,2018-06-20,17,847,2018-06-20 17
4097,2018-06-20,18,600,2018-06-20 18
4098,2018-06-20,19,698,2018-06-20 19
4099,2018-06-20,20,720,2018-06-20 20
4100,2018-06-20,21,790,2018-06-20 21
4101,2018-06-20,22,810,2018-06-20 22
4102,2018-06-20,23,847,2018-06-20 23
4103,2018-06-20,24,847,2018-06-20 24
4104,2018-06-21,1,788,2018-06-21 1
4105,2018-06-21,2,700,2018-06-21 2
4106,2018-06-21,3,650,2018-06-21 3
4107,2018-06-21,4,502,2018-06-21 4
4108,2018-06-21,5,484,2018-06-21 5
4109,2018-06-21,6,484,2018-06-21 6
4110,2018-06-21,7,484,2018-06-21 7
4111,2018-06-21,8,661,2018-06-21 8
4112,2018-06-21,9,845,2018-06-21 9
4113,2018-06-21,10,845,2018-06-21 10
4114,2018-06-21,11,790,2018-06-21 11
4115,2018-06-21,12,696,2018-06-21 12
4116,2018-06-21,13,845,2018-06-21 13
4117,2018-06-21,14,     946.9,2018-06-21 14
4118,2018-06-21,15,     946.9,2018-06-21 15
4119,2018-06-21,16,     946.9,2018-06-21 16
4120,2018-06-21,17,     894.3,2018-06-21 17
4121,2018-06-21,18,600,2018-06-21 18
4122,2018-06-21,19,696,2018-06-21 19
4123,2018-06-21,20,700,2018-06-21 20
4124,2018-06-21,21,847,2018-06-21 21
4125,2018-06-21,22,     903.8,2018-06-21 22
4126,2018-06-21,23,     946.9,2018-06-21 23
4127,2018-06-21,24,     903.8,2018-06-21 24
4128,2018-06-22,1,899,2018-06-22 1
4129,2018-06-22,2,847,2018-06-22 2
4130,2018-06-22,3,845,2018-06-22 3
4131,2018-06-22,4,790,2018-06-22 4
4132,2018-06-22,5,788,2018-06-22 5
4133,2018-06-22,6,788,2018-06-22 6
4134,2018-06-22,7,696,2018-06-22 7
4135,2018-06-22,8,750,2018-06-22 8
4136,2018-06-22,9,     894.3,2018-06-22 9
4137,2018-06-22,10,847,2018-06-22 10
4138,2018-06-22,11,845,2018-06-22 11
4139,2018-06-22,12,800,2018-06-22 12
4140,2018-06-22,13,     894.3,2018-06-22 13
4141,2018-06-22,14,    1 280,2018-06-22 14
4142,2018-06-22,15,    1 280,2018-06-22 15
4143,2018-06-22,16,    1 103,2018-06-22 16
4144,2018-06-22,17,     946.9,2018-06-22 17
4145,2018-06-22,18,847,2018-06-22 18
4146,2018-06-22,19,847,2018-06-22 19
4147,2018-06-22,20,     894.3,2018-06-22 20
4148,2018-06-22,21,     946.9,2018-06-22 21
4149,2018-06-22,22,    1 150,2018-06-22 22
4150,2018-06-22,23,    1 103,2018-06-22 23
4151,2018-06-22,24,     946.9,2018-06-22 24
4152,2018-06-23,1,903.8,2018-06-23 1
4153,2018-06-23,2,899,2018-06-23 2
4154,2018-06-23,3,847,2018-06-23 3
4155,2018-06-23,4,847,2018-06-23 4
4156,2018-06-23,5,760,2018-06-23 5
4157,2018-06-23,6,750,2018-06-23 6
4158,2018-06-23,7,733,2018-06-23 7
4159,2018-06-23,8,800,2018-06-23 8
4160,2018-06-23,9,894.3,2018-06-23 9
4161,2018-06-23,10,894.3,2018-06-23 10
4162,2018-06-23,11,894.3,2018-06-23 11
4163,2018-06-23,12,849,2018-06-23 12
4164,2018-06-23,13,900,2018-06-23 13
4165,2018-06-23,14,    1 280,2018-06-23 14
4166,2018-06-23,15,    1 280,2018-06-23 15
4167,2018-06-23,16,    1 150,2018-06-23 16
4168,2018-06-23,17,894.3,2018-06-23 17
4169,2018-06-23,18,700,2018-06-23 18
4170,2018-06-23,19,700,2018-06-23 19
4171,2018-06-23,20,760,2018-06-23 20
4172,2018-06-23,21,903.8,2018-06-23 21
4173,2018-06-23,22,946.9,2018-06-23 22
4174,2018-06-23,23,946.9,2018-06-23 23
4175,2018-06-23,24,    1 280,2018-06-23 24
4176,2018-06-24,1,    1 100,2018-06-24 1
4177,2018-06-24,2,946.9,2018-06-24 2
4178,2018-06-24,3,936.4,2018-06-24 3
4179,2018-06-24,4,903.8,2018-06-24 4
4180,2018-06-24,5,899,2018-06-24 5
4181,2018-06-24,6,894.3,2018-06-24 6
4182,2018-06-24,7,700,2018-06-24 7
4183,2018-06-24,8,600,2018-06-24 8
4184,2018-06-24,9,650,2018-06-24 9
4185,2018-06-24,10,600,2018-06-24 10
4186,2018-06-24,11,686,2018-06-24 11
4187,2018-06-24,12,582,2018-06-24 12
4188,2018-06-24,13,1,2018-06-24 13
4189,2018-06-24,14,394,2018-06-24 14
4190,2018-06-24,15,1,2018-06-24 15
4191,2018-06-24,16,1,2018-06-24 16
4192,2018-06-24,17,513,2018-06-24 17
4193,2018-06-24,18,1,2018-06-24 18
4194,2018-06-24,19,394,2018-06-24 19
4195,2018-06-24,20,590,2018-06-24 20
4196,2018-06-24,21,630,2018-06-24 21
4197,2018-06-24,22,696,2018-06-24 22
4198,2018-06-24,23,705,2018-06-24 23
4199,2018-06-24,24,733,2018-06-24 24
4200,2018-06-25,1,467,2018-06-25 1
4201,2018-06-25,2,400,2018-06-25 2
4202,2018-06-25,3,1.1,2018-06-25 3
4203,2018-06-25,4,1.1,2018-06-25 4
4204,2018-06-25,5,1,2018-06-25 5
4205,2018-06-25,6,1,2018-06-25 6
4206,2018-06-25,7,1,2018-06-25 7
4207,2018-06-25,8,1.1,2018-06-25 8
4208,2018-06-25,9,600,2018-06-25 9
4209,2018-06-25,10,700,2018-06-25 10
4210,2018-06-25,11,700,2018-06-25 11
4211,2018-06-25,12,686,2018-06-25 12
4212,2018-06-25,13,751,2018-06-25 13
4213,2018-06-25,14,894.3,2018-06-25 14
4214,2018-06-25,15,894.3,2018-06-25 15
4215,2018-06-25,16,894.3,2018-06-25 16
4216,2018-06-25,17,780,2018-06-25 17
4217,2018-06-25,18,686,2018-06-25 18
4218,2018-06-25,19,700,2018-06-25 19
4219,2018-06-25,20,800,2018-06-25 20
4220,2018-06-25,21,894.3,2018-06-25 21
4221,2018-06-25,22,899,2018-06-25 22
4222,2018-06-25,23,894.3,2018-06-25 23
4223,2018-06-25,24,847,2018-06-25 24
4224,2018-06-26,1,700,2018-06-26 1
4225,2018-06-26,2,733,2018-06-26 2
4226,2018-06-26,3,600,2018-06-26 3
4227,2018-06-26,4,600,2018-06-26 4
4228,2018-06-26,5,569,2018-06-26 5
4229,2018-06-26,6,565,2018-06-26 6
4230,2018-06-26,7,450,2018-06-26 7
4231,2018-06-26,8,400,2018-06-26 8
4232,2018-06-26,9,760,2018-06-26 9
4233,2018-06-26,10,790,2018-06-26 10
4234,2018-06-26,11,790,2018-06-26 11
4235,2018-06-26,12,760,2018-06-26 12
4236,2018-06-26,13,745,2018-06-26 13
4237,2018-06-26,14,864.5,2018-06-26 14
4238,2018-06-26,15,815,2018-06-26 15
4239,2018-06-26,16,780,2018-06-26 16
4240,2018-06-26,17,769.5,2018-06-26 17
4241,2018-06-26,18,400,2018-06-26 18
4242,2018-06-26,19,396,2018-06-26 19
4243,2018-06-26,20,400,2018-06-26 20
4244,2018-06-26,21,760,2018-06-26 21
4245,2018-06-26,22,760,2018-06-26 22
4246,2018-06-26,23,700,2018-06-26 23
4247,2018-06-26,24,600,2018-06-26 24
4248,2018-06-27,1,400,2018-06-27 1
4249,2018-06-27,2,1,2018-06-27 2
4250,2018-06-27,3,1,2018-06-27 3
4251,2018-06-27,4,1,2018-06-27 4
4252,2018-06-27,5,1,2018-06-27 5
4253,2018-06-27,6,1,2018-06-27 6
4254,2018-06-27,7,1,2018-06-27 7
4255,2018-06-27,8,1,2018-06-27 8
4256,2018-06-27,9,650,2018-06-27 9
4257,2018-06-27,10,650.6,2018-06-27 10
