,date,time,value,date time
1686,2018-03-12,7,    1 000,2018-03-12 7
1687,2018-03-12,8,    1 280,2018-03-12 8
1688,2018-03-12,9,    1 280,2018-03-12 9
1689,2018-03-12,10,    1 280,2018-03-12 10
1690,2018-03-12,11,    1 280,2018-03-12 11
1691,2018-03-12,12,    1 280,2018-03-12 12
1692,2018-03-12,13,    1 280,2018-03-12 13
1693,2018-03-12,14,    1 280,2018-03-12 14
1694,2018-03-12,15,    1 280,2018-03-12 15
1695,2018-03-12,16,    1 280,2018-03-12 16
1696,2018-03-12,17,    1 280,2018-03-12 17
1697,2018-03-12,18,    1 125,2018-03-12 18
1698,2018-03-12,19,    1 280,2018-03-12 19
1699,2018-03-12,20,    1 280,2018-03-12 20
1700,2018-03-12,21,    1 280,2018-03-12 21
1701,2018-03-12,22,    1 280,2018-03-12 22
1702,2018-03-12,23,    1 280,2018-03-12 23
1703,2018-03-12,24,    1 280,2018-03-12 24
1704,2018-03-13,1,905.4,2018-03-13 1
1705,2018-03-13,2,894.8,2018-03-13 2
1706,2018-03-13,3,894.8,2018-03-13 3
1707,2018-03-13,4,894.8,2018-03-13 4
1708,2018-03-13,5,894.8,2018-03-13 5
1709,2018-03-13,6,894.8,2018-03-13 6
1710,2018-03-13,7,    1 050,2018-03-13 7
1711,2018-03-13,8,    1 280,2018-03-13 8
1712,2018-03-13,9,    1 280,2018-03-13 9
1713,2018-03-13,10,    1 280,2018-03-13 10
1714,2018-03-13,11,    1 280,2018-03-13 11
1715,2018-03-13,12,    1 280,2018-03-13 12
1716,2018-03-13,13,    1 280,2018-03-13 13
1717,2018-03-13,14,    1 280,2018-03-13 14
1718,2018-03-13,15,    1 280,2018-03-13 15
1719,2018-03-13,16,    1 280,2018-03-13 16
1720,2018-03-13,17,    1 280,2018-03-13 17
1721,2018-03-13,18,    1 250,2018-03-13 18
1722,2018-03-13,19,    1 250,2018-03-13 19
1723,2018-03-13,20,    1 250,2018-03-13 20
1724,2018-03-13,21,    1 280,2018-03-13 21
1725,2018-03-13,22,    1 280,2018-03-13 22
1726,2018-03-13,23,    1 280,2018-03-13 23
1727,2018-03-13,24,    1 280,2018-03-13 24
1728,2018-03-14,1,    1 280,2018-03-14 1
1729,2018-03-14,2,    1 280,2018-03-14 2
1730,2018-03-14,3,915.1,2018-03-14 3
1731,2018-03-14,4,914.5,2018-03-14 4
1732,2018-03-14,5,914.5,2018-03-14 5
1733,2018-03-14,6,    1 100,2018-03-14 6
1734,2018-03-14,7,    1 009,2018-03-14 7
1735,2018-03-14,8,    1 280,2018-03-14 8
1736,2018-03-14,9,    1 280,2018-03-14 9
1737,2018-03-14,10,    1 280,2018-03-14 10
1738,2018-03-14,11,    1 280,2018-03-14 11
1739,2018-03-14,12,    1 250,2018-03-14 12
1740,2018-03-14,13,    1 251,2018-03-14 13
1741,2018-03-14,14,    1 280,2018-03-14 14
1742,2018-03-14,15,    1 280,2018-03-14 15
1743,2018-03-14,16,    1 280,2018-03-14 16
1744,2018-03-14,17,    1 280,2018-03-14 17
1745,2018-03-14,18,    1 141,2018-03-14 18
1746,2018-03-14,19,    1 280,2018-03-14 19
1747,2018-03-14,20,    1 280,2018-03-14 20
1748,2018-03-14,21,    1 280,2018-03-14 21
1749,2018-03-14,22,    1 280,2018-03-14 22
1750,2018-03-14,23,    1 280,2018-03-14 23
1751,2018-03-14,24,    1 280,2018-03-14 24
1752,2018-03-15,1,    1 280,2018-03-15 1
1753,2018-03-15,2,    1 280,2018-03-15 2
1754,2018-03-15,3,    1 280,2018-03-15 3
1755,2018-03-15,4,    1 280,2018-03-15 4
1756,2018-03-15,5,    1 280,2018-03-15 5
1757,2018-03-15,6,    1 280,2018-03-15 6
1758,2018-03-15,7,    1 280,2018-03-15 7
1759,2018-03-15,8,    1 280,2018-03-15 8
1760,2018-03-15,9,    1 280,2018-03-15 9
1761,2018-03-15,10,    1 280,2018-03-15 10
1762,2018-03-15,11,    1 280,2018-03-15 11
1763,2018-03-15,12,    1 270,2018-03-15 12
1764,2018-03-15,13,    1 200,2018-03-15 13
1765,2018-03-15,14,    1 280,2018-03-15 14
1766,2018-03-15,15,    1 280,2018-03-15 15
1767,2018-03-15,16,    1 280,2018-03-15 16
1768,2018-03-15,17,    1 280,2018-03-15 17
1769,2018-03-15,18,    1 280,2018-03-15 18
1770,2018-03-15,19,    1 280,2018-03-15 19
1771,2018-03-15,20,    1 280,2018-03-15 20
1772,2018-03-15,21,    1 280,2018-03-15 21
1773,2018-03-15,22,    1 280,2018-03-15 22
1774,2018-03-15,23,    1 280,2018-03-15 23
1775,2018-03-15,24,    1 280,2018-03-15 24
1776,2018-03-16,1,    1 280,2018-03-16 1
1777,2018-03-16,2,905.4,2018-03-16 2
1778,2018-03-16,3,905.4,2018-03-16 3
1779,2018-03-16,4,    1 280,2018-03-16 4
1780,2018-03-16,5,    1 280,2018-03-16 5
1781,2018-03-16,6,    1 280,2018-03-16 6
1782,2018-03-16,7,    1 280,2018-03-16 7
1783,2018-03-16,8,    1 280,2018-03-16 8
1784,2018-03-16,9,    1 280,2018-03-16 9
1785,2018-03-16,10,    1 280,2018-03-16 10
1786,2018-03-16,11,    1 280,2018-03-16 11
1787,2018-03-16,12,    1 280,2018-03-16 12
1788,2018-03-16,13,    1 280,2018-03-16 13
1789,2018-03-16,14,    1 280,2018-03-16 14
1790,2018-03-16,15,    1 280,2018-03-16 15
1791,2018-03-16,16,    1 280,2018-03-16 16
1792,2018-03-16,17,    1 280,2018-03-16 17
1793,2018-03-16,18,    1 250,2018-03-16 18
1794,2018-03-16,19,    1 280,2018-03-16 19
1795,2018-03-16,20,    1 275,2018-03-16 20
1796,2018-03-16,21,    1 280,2018-03-16 21
1797,2018-03-16,22,    1 280,2018-03-16 22
1798,2018-03-16,23,    1 280,2018-03-16 23
1799,2018-03-16,24,    1 280,2018-03-16 24
1800,2018-03-17,1,    1 280,2018-03-17 1
1801,2018-03-17,2,894.8,2018-03-17 2
1802,2018-03-17,3,894.8,2018-03-17 3
1803,2018-03-17,4,894.8,2018-03-17 4
1804,2018-03-17,5,905.4,2018-03-17 5
1805,2018-03-17,6,    1 280,2018-03-17 6
1806,2018-03-17,7,894.8,2018-03-17 7
1807,2018-03-17,8,    1 000,2018-03-17 8
1808,2018-03-17,9,    1 280,2018-03-17 9
1809,2018-03-17,10,    1 280,2018-03-17 10
1810,2018-03-17,11,    1 280,2018-03-17 11
1811,2018-03-17,12,894.8,2018-03-17 12
1812,2018-03-17,13,894.8,2018-03-17 13
1813,2018-03-17,14,    1 280,2018-03-17 14
1814,2018-03-17,15,    1 280,2018-03-17 15
1815,2018-03-17,16,    1 280,2018-03-17 16
1816,2018-03-17,17,    1 280,2018-03-17 17
1817,2018-03-17,18,900,2018-03-17 18
1818,2018-03-17,19,    1 009,2018-03-17 19
1819,2018-03-17,20,905.4,2018-03-17 20
1820,2018-03-17,21,    1 280,2018-03-17 21
1821,2018-03-17,22,    1 280,2018-03-17 22
1822,2018-03-17,23,    1 280,2018-03-17 23
1823,2018-03-17,24,    1 280,2018-03-17 24
1824,2018-03-18,1,    1 280,2018-03-18 1
1825,2018-03-18,2,    1 000,2018-03-18 2
1826,2018-03-18,3,905.4,2018-03-18 3
1827,2018-03-18,4,750,2018-03-18 4
1828,2018-03-18,5,750,2018-03-18 5
1829,2018-03-18,6,750,2018-03-18 6
1830,2018-03-18,7,1,2018-03-18 7
1831,2018-03-18,8,1,2018-03-18 8
1832,2018-03-18,9,1,2018-03-18 9
1833,2018-03-18,10,750,2018-03-18 10
1834,2018-03-18,11,822,2018-03-18 11
1835,2018-03-18,12,750,2018-03-18 12
1836,2018-03-18,13,620,2018-03-18 13
1837,2018-03-18,14,645,2018-03-18 14
1838,2018-03-18,15,750,2018-03-18 15
1839,2018-03-18,16,750,2018-03-18 16
1840,2018-03-18,17,750,2018-03-18 17
1841,2018-03-18,18,750,2018-03-18 18
1842,2018-03-18,19,894.8,2018-03-18 19
1843,2018-03-18,20,894.8,2018-03-18 20
1844,2018-03-18,21,905.4,2018-03-18 21
1845,2018-03-18,22,894.8,2018-03-18 22
1846,2018-03-18,23,750,2018-03-18 23
1847,2018-03-18,24,550,2018-03-18 24
1848,2018-03-19,1,550,2018-03-19 1
1849,2018-03-19,2,522,2018-03-19 2
1850,2018-03-19,3,1,2018-03-19 3
1851,2018-03-19,4,1,2018-03-19 4
1852,2018-03-19,5,400,2018-03-19 5
1853,2018-03-19,6,750,2018-03-19 6
1854,2018-03-19,7,750,2018-03-19 7
1855,2018-03-19,8,950,2018-03-19 8
1856,2018-03-19,9,    1 280,2018-03-19 9
1857,2018-03-19,10,    1 280,2018-03-19 10
1858,2018-03-19,11,    1 280,2018-03-19 11
1859,2018-03-19,12,    1 279.1,2018-03-19 12
1860,2018-03-19,13,    1 280,2018-03-19 13
1861,2018-03-19,14,    1 280,2018-03-19 14
1862,2018-03-19,15,    1 280,2018-03-19 15
1863,2018-03-19,16,    1 280,2018-03-19 16
1864,2018-03-19,17,    1 280,2018-03-19 17
1865,2018-03-19,18,800,2018-03-19 18
1866,2018-03-19,19,    1 200,2018-03-19 19
1867,2018-03-19,20,900,2018-03-19 20
1868,2018-03-19,21,    1 280,2018-03-19 21
1869,2018-03-19,22,    1 280,2018-03-19 22
1870,2018-03-19,23,    1 280,2018-03-19 23
1871,2018-03-19,24,    1 280,2018-03-19 24
1872,2018-03-20,1,    1 280,2018-03-20 1
1873,2018-03-20,2,    1 280,2018-03-20 2
1874,2018-03-20,3,    1 280,2018-03-20 3
1875,2018-03-20,4,    1 280,2018-03-20 4
1876,2018-03-20,5,    1 280,2018-03-20 5
1877,2018-03-20,6,    1 280,2018-03-20 6
1878,2018-03-20,7,    1 280,2018-03-20 7
1879,2018-03-20,8,    1 280,2018-03-20 8
1880,2018-03-20,9,    1 280,2018-03-20 9
1881,2018-03-20,10,    1 280,2018-03-20 10
1882,2018-03-20,11,    1 280,2018-03-20 11
1883,2018-03-20,12,    1 280,2018-03-20 12
1884,2018-03-20,13,    1 280,2018-03-20 13
1885,2018-03-20,14,    1 280,2018-03-20 14
1886,2018-03-20,15,    1 280,2018-03-20 15
1887,2018-03-20,16,    1 280,2018-03-20 16
1888,2018-03-20,17,    1 280,2018-03-20 17
1889,2018-03-20,18,894.8,2018-03-20 18
1890,2018-03-20,19,    1 280,2018-03-20 19
1891,2018-03-20,20,    1 280,2018-03-20 20
1892,2018-03-20,21,    1 280,2018-03-20 21
1893,2018-03-20,22,    1 280,2018-03-20 22
1894,2018-03-20,23,    1 280,2018-03-20 23
1895,2018-03-20,24,    1 280,2018-03-20 24
1896,2018-03-21,1,    1 000,2018-03-21 1
1897,2018-03-21,2,894.8,2018-03-21 2
1898,2018-03-21,3,894.8,2018-03-21 3
1899,2018-03-21,4,894.8,2018-03-21 4
1900,2018-03-21,5,894.8,2018-03-21 5
1901,2018-03-21,6,894.8,2018-03-21 6
1902,2018-03-21,7,894.8,2018-03-21 7
1903,2018-03-21,8,    1 280,2018-03-21 8
1904,2018-03-21,9,    1 280,2018-03-21 9
1905,2018-03-21,10,    1 280,2018-03-21 10
1906,2018-03-21,11,    1 280,2018-03-21 11
1907,2018-03-21,12,    1 280,2018-03-21 12
1908,2018-03-21,13,    1 280,2018-03-21 13
1909,2018-03-21,14,    1 280,2018-03-21 14
1910,2018-03-21,15,    1 280,2018-03-21 15
1911,2018-03-21,16,    1 280,2018-03-21 16
1912,2018-03-21,17,    1 280,2018-03-21 17
1913,2018-03-21,18,    1 280,2018-03-21 18
1914,2018-03-21,19,    1 280,2018-03-21 19
1915,2018-03-21,20,    1 280,2018-03-21 20
1916,2018-03-21,21,    1 280,2018-03-21 21
1917,2018-03-21,22,    1 280,2018-03-21 22
1918,2018-03-21,23,    1 280,2018-03-21 23
1919,2018-03-21,24,    1 280,2018-03-21 24
1920,2018-03-22,1,    1 280,2018-03-22 1
1921,2018-03-22,2,    1 000,2018-03-22 2
1922,2018-03-22,3,894.8,2018-03-22 3
1923,2018-03-22,4,905.4,2018-03-22 4
1924,2018-03-22,5,    1 000,2018-03-22 5
1925,2018-03-22,6,905.4,2018-03-22 6
1926,2018-03-22,7,894.8,2018-03-22 7
1927,2018-03-22,8,    1 050,2018-03-22 8
1928,2018-03-22,9,    1 280,2018-03-22 9
1929,2018-03-22,10,    1 280,2018-03-22 10
1930,2018-03-22,11,    1 280,2018-03-22 11
1931,2018-03-22,12,    1 279,2018-03-22 12
1932,2018-03-22,13,    1 050,2018-03-22 13
1933,2018-03-22,14,    1 280,2018-03-22 14
1934,2018-03-22,15,    1 280,2018-03-22 15
1935,2018-03-22,16,    1 280,2018-03-22 16
1936,2018-03-22,17,    1 280,2018-03-22 17
1937,2018-03-22,18,950,2018-03-22 18
1938,2018-03-22,19,    1 280,2018-03-22 19
1939,2018-03-22,20,905.4,2018-03-22 20
1940,2018-03-22,21,    1 280,2018-03-22 21
1941,2018-03-22,22,    1 280,2018-03-22 22
1942,2018-03-22,23,    1 280,2018-03-22 23
1943,2018-03-22,24,    1 280,2018-03-22 24
1944,2018-03-23,1,    1 280,2018-03-23 1
1945,2018-03-23,2,905.4,2018-03-23 2
1946,2018-03-23,3,894.8,2018-03-23 3
1947,2018-03-23,4,894.8,2018-03-23 4
1948,2018-03-23,5,894.8,2018-03-23 5
1949,2018-03-23,6,914.5,2018-03-23 6
1950,2018-03-23,7,905.4,2018-03-23 7
1951,2018-03-23,8,    1 279,2018-03-23 8
1952,2018-03-23,9,    1 280,2018-03-23 9
1953,2018-03-23,10,    1 280,2018-03-23 10
1954,2018-03-23,11,    1 280,2018-03-23 11
1955,2018-03-23,12,    1 050,2018-03-23 12
1956,2018-03-23,13,    1 275,2018-03-23 13
1957,2018-03-23,14,    1 280,2018-03-23 14
1958,2018-03-23,15,    1 280,2018-03-23 15
1959,2018-03-23,16,    1 280,2018-03-23 16
1960,2018-03-23,17,    1 280,2018-03-23 17
1961,2018-03-23,18,    1 280,2018-03-23 18
1962,2018-03-23,19,    1 280,2018-03-23 19
1963,2018-03-23,20,    1 280,2018-03-23 20
1964,2018-03-23,21,    1 280,2018-03-23 21
1965,2018-03-23,22,    1 280,2018-03-23 22
1966,2018-03-23,23,    1 280,2018-03-23 23
1967,2018-03-23,24,    1 280,2018-03-23 24
1968,2018-03-24,1,    1 280,2018-03-24 1
1969,2018-03-24,2,    1 280,2018-03-24 2
1970,2018-03-24,3,    1 280,2018-03-24 3
1971,2018-03-24,4,    1 280,2018-03-24 4
1972,2018-03-24,5,    1 280,2018-03-24 5
1973,2018-03-24,6,    1 280,2018-03-24 6
1974,2018-03-24,7,    1 280,2018-03-24 7
1975,2018-03-24,8,    1 280,2018-03-24 8
1976,2018-03-24,9,    1 280,2018-03-24 9
1977,2018-03-24,10,    1 280,2018-03-24 10
1978,2018-03-24,11,    1 280,2018-03-24 11
1979,2018-03-24,12,    1 000,2018-03-24 12
1980,2018-03-24,13,    1 000,2018-03-24 13
1981,2018-03-24,14,    1 280,2018-03-24 14
1982,2018-03-24,15,    1 280,2018-03-24 15
1983,2018-03-24,16,    1 280,2018-03-24 16
1984,2018-03-24,17,    1 200,2018-03-24 17
1985,2018-03-24,18,894.8,2018-03-24 18
1986,2018-03-24,19,905.4,2018-03-24 19
1987,2018-03-24,20,    1 100,2018-03-24 20
1988,2018-03-24,21,    1 250,2018-03-24 21
1989,2018-03-24,22,    1 280,2018-03-24 22
1990,2018-03-24,23,    1 280,2018-03-24 23
1991,2018-03-24,24,    1 280,2018-03-24 24
1992,2018-03-25,1,    1 280,2018-03-25 1
1993,2018-03-25,2,894.8,2018-03-25 2
1994,2018-03-25,3,894.8,2018-03-25 3
1995,2018-03-25,4,894.8,2018-03-25 4
1996,2018-03-25,5,894.8,2018-03-25 5
1997,2018-03-25,6,894.8,2018-03-25 6
1998,2018-03-25,7,894.5,2018-03-25 7
1999,2018-03-25,8,894.5,2018-03-25 8
2000,2018-03-25,9,894.5,2018-03-25 9
2001,2018-03-25,10,894.8,2018-03-25 10
2002,2018-03-25,11,905.4,2018-03-25 11
2003,2018-03-25,12,894.5,2018-03-25 12
2004,2018-03-25,13,798,2018-03-25 13
2005,2018-03-25,14,822.5,2018-03-25 14
2006,2018-03-25,15,877.5,2018-03-25 15
2007,2018-03-25,16,894.5,2018-03-25 16
2008,2018-03-25,17,894.8,2018-03-25 17
2009,2018-03-25,18,894.8,2018-03-25 18
2010,2018-03-25,19,950,2018-03-25 19
2011,2018-03-25,20,    1 280,2018-03-25 20
2012,2018-03-25,21,    1 275,2018-03-25 21
2013,2018-03-25,22,914.5,2018-03-25 22
2014,2018-03-25,23,894.8,2018-03-25 23
2015,2018-03-25,24,894.8,2018-03-25 24
2016,2018-03-26,1,894.8,2018-03-26 1
2017,2018-03-26,2,894.8,2018-03-26 2
2018,2018-03-26,3,894.8,2018-03-26 3
2019,2018-03-26,4,894.8,2018-03-26 4
2020,2018-03-26,5,894.8,2018-03-26 5
2021,2018-03-26,6,894.8,2018-03-26 6
2022,2018-03-26,7,894.8,2018-03-26 7
2023,2018-03-26,8,894.8,2018-03-26 8
2024,2018-03-26,9,    1 280,2018-03-26 9
2025,2018-03-26,10,    1 203,2018-03-26 10
2026,2018-03-26,11,905.4,2018-03-26 11
2027,2018-03-26,12,894.8,2018-03-26 12
2028,2018-03-26,13,894.8,2018-03-26 13
2029,2018-03-26,14,950,2018-03-26 14
2030,2018-03-26,15,    1 279,2018-03-26 15
2031,2018-03-26,16,    1 275,2018-03-26 16
2032,2018-03-26,17,905.9,2018-03-26 17
2033,2018-03-26,18,894.8,2018-03-26 18
2034,2018-03-26,19,894.8,2018-03-26 19
2035,2018-03-26,20,894.8,2018-03-26 20
2036,2018-03-26,21,894.8,2018-03-26 21
2037,2018-03-26,22,894.8,2018-03-26 22
2038,2018-03-26,23,894.8,2018-03-26 23
2039,2018-03-26,24,894.8,2018-03-26 24
2040,2018-03-27,1,894.4,2018-03-27 1
2041,2018-03-27,2,894.4,2018-03-27 2
2042,2018-03-27,3,894.4,2018-03-27 3
2043,2018-03-27,4,894.4,2018-03-27 4
2044,2018-03-27,5,894.4,2018-03-27 5
2045,2018-03-27,6,894.4,2018-03-27 6
2046,2018-03-27,7,894.4,2018-03-27 7
2047,2018-03-27,8,894.4,2018-03-27 8
2048,2018-03-27,9,900,2018-03-27 9
2049,2018-03-27,10,894.7,2018-03-27 10
2050,2018-03-27,11,900,2018-03-27 11
2051,2018-03-27,12,894.7,2018-03-27 12
2052,2018-03-27,13,988.9,2018-03-27 13
2053,2018-03-27,14,    1 280,2018-03-27 14
2054,2018-03-27,15,    1 280,2018-03-27 15
2055,2018-03-27,16,    1 280,2018-03-27 16
2056,2018-03-27,17,    1 275,2018-03-27 17
2057,2018-03-27,18,894.7,2018-03-27 18
2058,2018-03-27,19,900,2018-03-27 19
2059,2018-03-27,20,894.7,2018-03-27 20
2060,2018-03-27,21,905.4,2018-03-27 21
2061,2018-03-27,22,894.4,2018-03-27 22
2062,2018-03-27,23,905.4,2018-03-27 23
2063,2018-03-27,24,    1 280,2018-03-27 24
2064,2018-03-28,1,894.6,2018-03-28 1
2065,2018-03-28,2,894.6,2018-03-28 2
2066,2018-03-28,3,894.4,2018-03-28 3
2067,2018-03-28,4,894.4,2018-03-28 4
2068,2018-03-28,5,894,2018-03-28 5
2069,2018-03-28,6,890,2018-03-28 6
2070,2018-03-28,7,848.9,2018-03-28 7
2071,2018-03-28,8,894.4,2018-03-28 8
2072,2018-03-28,9,950,2018-03-28 9
2073,2018-03-28,10,905.4,2018-03-28 10
2074,2018-03-28,11,894.4,2018-03-28 11
2075,2018-03-28,12,890,2018-03-28 12
2076,2018-03-28,13,890,2018-03-28 13
2077,2018-03-28,14,    1 279,2018-03-28 14
2078,2018-03-28,15,    1 280,2018-03-28 15
2079,2018-03-28,16,    1 280,2018-03-28 16
2080,2018-03-28,17,    1 280,2018-03-28 17
2081,2018-03-28,18,894.4,2018-03-28 18
2082,2018-03-28,19,894.4,2018-03-28 19
2083,2018-03-28,20,905.4,2018-03-28 20
2084,2018-03-28,21,    1 280,2018-03-28 21
2085,2018-03-28,22,    1 280,2018-03-28 22
2086,2018-03-28,23,    1 280,2018-03-28 23
2087,2018-03-28,24,    1 280,2018-03-28 24
2088,2018-03-29,1,    1 280,2018-03-29 1
2089,2018-03-29,2,914.5,2018-03-29 2
2090,2018-03-29,3,905.4,2018-03-29 3
2091,2018-03-29,4,905.4,2018-03-29 4
2092,2018-03-29,5,    1 280,2018-03-29 5
2093,2018-03-29,6,    1 280,2018-03-29 6
2094,2018-03-29,7,    1 160.1,2018-03-29 7
2095,2018-03-29,8,    1 280,2018-03-29 8
2096,2018-03-29,9,    1 280,2018-03-29 9
2097,2018-03-29,10,    1 280,2018-03-29 10
2098,2018-03-29,11,    1 280,2018-03-29 11
2099,2018-03-29,12,894.8,2018-03-29 12
2100,2018-03-29,13,905.4,2018-03-29 13
2101,2018-03-29,14,991,2018-03-29 14
2102,2018-03-29,15,    1 220,2018-03-29 15
2103,2018-03-29,16,    1 280,2018-03-29 16
2104,2018-03-29,17,    1 279.5,2018-03-29 17
2105,2018-03-29,18,905.4,2018-03-29 18
2106,2018-03-29,19,    1 270,2018-03-29 19
2107,2018-03-29,20,914.5,2018-03-29 20
2108,2018-03-29,21,    1 280,2018-03-29 21
2109,2018-03-29,22,    1 280,2018-03-29 22
2110,2018-03-29,23,    1 280,2018-03-29 23
2111,2018-03-29,24,    1 280,2018-03-29 24
2112,2018-03-30,1,    1 280,2018-03-30 1
2113,2018-03-30,2,    1 280,2018-03-30 2
2114,2018-03-30,3,    1 280,2018-03-30 3
2115,2018-03-30,4,    1 280,2018-03-30 4
2116,2018-03-30,5,    1 280,2018-03-30 5
2117,2018-03-30,6,    1 280,2018-03-30 6
2118,2018-03-30,7,907.4,2018-03-30 7
2119,2018-03-30,8,    1 280,2018-03-30 8
2120,2018-03-30,9,    1 280,2018-03-30 9
2121,2018-03-30,10,    1 280,2018-03-30 10
2122,2018-03-30,11,    1 280,2018-03-30 11
2123,2018-03-30,12,923.5,2018-03-30 12
2124,2018-03-30,13,    1 100,2018-03-30 13
2125,2018-03-30,14,    1 280,2018-03-30 14
2126,2018-03-30,15,    1 280,2018-03-30 15
2127,2018-03-30,16,    1 280,2018-03-30 16
2128,2018-03-30,17,    1 280,2018-03-30 17
2129,2018-03-30,18,    1 220,2018-03-30 18
2130,2018-03-30,19,    1 280,2018-03-30 19
2131,2018-03-30,20,    1 280,2018-03-30 20
2132,2018-03-30,21,    1 280,2018-03-30 21
2133,2018-03-30,22,    1 280,2018-03-30 22
2134,2018-03-30,23,    1 280,2018-03-30 23
2135,2018-03-30,24,    1 280,2018-03-30 24
2136,2018-03-31,1,    1 280,2018-03-31 1
2137,2018-03-31,2,    1 280,2018-03-31 2
2138,2018-03-31,3,    1 279,2018-03-31 3
2139,2018-03-31,4,939.9,2018-03-31 4
2140,2018-03-31,5,905.4,2018-03-31 5
2141,2018-03-31,6,905.4,2018-03-31 6
2142,2018-03-31,7,890,2018-03-31 7
2143,2018-03-31,8,    1 220,2018-03-31 8
2144,2018-03-31,9,    1 280,2018-03-31 9
2145,2018-03-31,10,939.9,2018-03-31 10
2146,2018-03-31,11,923.5,2018-03-31 11
2147,2018-03-31,12,894.8,2018-03-31 12
2148,2018-03-31,13,904.5,2018-03-31 13
2149,2018-03-31,14,    1 200,2018-03-31 14
2150,2018-03-31,15,    1 275,2018-03-31 15
2151,2018-03-31,16,    1 200,2018-03-31 16
2152,2018-03-31,17,904.5,2018-03-31 17
2153,2018-03-31,18,890,2018-03-31 18
2154,2018-03-31,19,905.4,2018-03-31 19
2155,2018-03-31,20,    1 280,2018-03-31 20
2156,2018-03-31,21,    1 280,2018-03-31 21
2157,2018-03-31,22,    1 280,2018-03-31 22
2158,2018-03-31,23,    1 280,2018-03-31 23
2159,2018-03-31,24,    1 280,2018-03-31 24
2160,2018-04-01,1,    1 280,2018-04-01 1
2161,2018-04-01,2,897.3,2018-04-01 2
2162,2018-04-01,3,889.8,2018-04-01 3
2163,2018-04-01,4,894.5,2018-04-01 4
2164,2018-04-01,5,894.5,2018-04-01 5
2165,2018-04-01,6,894.5,2018-04-01 6
2166,2018-04-01,7,860,2018-04-01 7
2167,2018-04-01,8,860,2018-04-01 8
2168,2018-04-01,9,886,2018-04-01 9
2169,2018-04-01,10,889.8,2018-04-01 10
2170,2018-04-01,11,    1 200,2018-04-01 11
2171,2018-04-01,12,    1 100,2018-04-01 12
2172,2018-04-01,13,894.5,2018-04-01 13
2173,2018-04-01,14,894.5,2018-04-01 14
2174,2018-04-01,15,886,2018-04-01 15
2175,2018-04-01,16,860,2018-04-01 16
2176,2018-04-01,17,886,2018-04-01 17
2177,2018-04-01,18,894.5,2018-04-01 18
2178,2018-04-01,19,    1 279,2018-04-01 19
2179,2018-04-01,20,    1 219,2018-04-01 20
2180,2018-04-01,21,    1 279,2018-04-01 21
2181,2018-04-01,22,897.3,2018-04-01 22
2182,2018-04-01,23,894.5,2018-04-01 23
2183,2018-04-01,24,886,2018-04-01 24
2184,2018-04-02,1,886,2018-04-02 1
2185,2018-04-02,2,858.9,2018-04-02 2
2186,2018-04-02,3,886,2018-04-02 3
2187,2018-04-02,4,886,2018-04-02 4
2188,2018-04-02,5,886,2018-04-02 5
2189,2018-04-02,6,886,2018-04-02 6
2190,2018-04-02,7,849.8,2018-04-02 7
2191,2018-04-02,8,897.3,2018-04-02 8
2192,2018-04-02,9,    1 280,2018-04-02 9
2193,2018-04-02,10,    1 280,2018-04-02 10
2194,2018-04-02,11,    1 280,2018-04-02 11
2195,2018-04-02,12,    1 000,2018-04-02 12
2196,2018-04-02,13,    1 100,2018-04-02 13
2197,2018-04-02,14,    1 280,2018-04-02 14
2198,2018-04-02,15,    1 280,2018-04-02 15
2199,2018-04-02,16,    1 280,2018-04-02 16
2200,2018-04-02,17,    1 280,2018-04-02 17
2201,2018-04-02,18,    1 169,2018-04-02 18
2202,2018-04-02,19,    1 280,2018-04-02 19
2203,2018-04-02,20,    1 280,2018-04-02 20
2204,2018-04-02,21,    1 280,2018-04-02 21
2205,2018-04-02,22,    1 280,2018-04-02 22
2206,2018-04-02,23,    1 280,2018-04-02 23
2207,2018-04-02,24,    1 280,2018-04-02 24
2208,2018-04-03,1,    1 280,2018-04-03 1
2209,2018-04-03,2,    1 280,2018-04-03 2
2210,2018-04-03,3,    1 280,2018-04-03 3
2211,2018-04-03,4,    1 280,2018-04-03 4
2212,2018-04-03,5,    1 280,2018-04-03 5
2213,2018-04-03,6,    1 280,2018-04-03 6
2214,2018-04-03,7,904.5,2018-04-03 7
2215,2018-04-03,8,    1 279,2018-04-03 8
2216,2018-04-03,9,    1 280,2018-04-03 9
2217,2018-04-03,10,    1 280,2018-04-03 10
2218,2018-04-03,11,    1 200,2018-04-03 11
2219,2018-04-03,12,949.8,2018-04-03 12
2220,2018-04-03,13,950,2018-04-03 13
2221,2018-04-03,14,    1 280,2018-04-03 14
2222,2018-04-03,15,    1 280,2018-04-03 15
2223,2018-04-03,16,    1 280,2018-04-03 16
2224,2018-04-03,17,    1 280,2018-04-03 17
2225,2018-04-03,18,    1 280,2018-04-03 18
2226,2018-04-03,19,    1 280,2018-04-03 19
2227,2018-04-03,20,    1 280,2018-04-03 20
2228,2018-04-03,21,    1 280,2018-04-03 21
2229,2018-04-03,22,    1 280,2018-04-03 22
2230,2018-04-03,23,    1 280,2018-04-03 23
2231,2018-04-03,24,    1 280,2018-04-03 24
2232,2018-04-04,1,    1 280,2018-04-04 1
2233,2018-04-04,2,    1 280,2018-04-04 2
2234,2018-04-04,3,    1 279,2018-04-04 3
