Date,SMP,Temperature,Wind Speed,Visibility,Cloud Cover,PhuTai,GiaBien
1/1/2020 0:00,970.5,24,12.9,9.9,71,23872,130
1/1/2020 0:30,970.5,23,20.1,7,50,23872,129
1/1/2020 1:00,961.5,22.9,15.3,8.6,76.3,23568,127
1/1/2020 1:30,961.5,24,16.3,7,50,23568,126
1/1/2020 2:00,1085.5,24,16.4,5,71,23165,126
1/1/2020 2:30,1085.5,23,12.8,6,50,23165,126
1/1/2020 3:00,1085.5,23,5.4,8,71,23430,125
1/1/2020 3:30,1085.5,23,11,7.9,50,23430,125
1/1/2020 4:00,1311,22.7,9.7,4.9,76.3,23579,125
1/1/2020 4:30,1311,23,18.2,4.1,50,23579,125
1/1/2020 5:00,1013.9,23,14.7,6,71,23774,125
1/1/2020 5:30,1013.9,23,20.2,7.9,50,23774,124
1/1/2020 6:00,1250,24,18.2,8.9,70.6,24270,959
1/1/2020 6:30,1250,24,16.3,9.9,50,24270,960
1/1/2020 7:00,1339,23.6,12.6,9.9,76.3,25719,1093
1/1/2020 7:30,1339,24,20.3,9.9,49.1,25719,965
1/1/2020 8:00,1085.5,25,11.2,9.9,70.6,26970,999
1/1/2020 8:30,1085.5,25,18.2,9.9,49.1,26970,1055
1/1/2020 9:00,1311,24,18.3,3.1,59.6,28928,1004
1/1/2020 9:30,1311,24,14.8,5.1,25.9,28928,1183
1/1/2020 10:00,1342.3,25,12.4,13.8,71,29243,1206
1/1/2020 10:30,1342.3,27,27.4,9.9,50,29243,1142
1/1/2020 11:00,1342.3,27,29.3,10,50,27080,1177
1/1/2020 11:30,1342.3,26.9,27.4,9.9,50,27080,1120
1/1/2020 12:00,1060.5,27,25.7,5.1,50,27363,129
1/1/2020 12:30,1060.5,27,27.3,8,50,27363,130
1/1/2020 13:00,1311,25.9,19.7,9.1,71,28408,965
1/1/2020 13:30,1311,27,25.5,9.9,50,28408,1054
1/1/2020 14:00,1311,27,24.1,10,71,29516,1100
1/1/2020 14:30,1311,26.9,23.9,9.9,50,29516,1142
1/1/2020 15:00,1311,26,27.6,10,71,29791,140
1/1/2020 15:30,1311,25,27.4,9.9,50,29791,142
