,date time,SMP
0,01-01-2021 0:00,998
1,01-01-2021 0:30,994.8
2,01-01-2021 1:00,967
3,01-01-2021 1:30,967
4,01-01-2021 2:00,967
5,01-01-2021 2:30,967
6,01-01-2021 3:00,967
7,01-01-2021 3:30,967
8,01-01-2021 4:00,967
9,01-01-2021 4:30,967
10,01-01-2021 5:00,967
11,01-01-2021 5:30,967
12,01-01-2021 6:00,967
13,01-01-2021 6:30,937
14,01-01-2021 7:00,959.3
15,01-01-2021 7:30,905
16,01-01-2021 8:00,509.9
17,01-01-2021 8:30,500
18,01-01-2021 9:00,1
19,01-01-2021 9:30,1
20,01-01-2021 10:00,1
21,01-01-2021 10:30,1
22,01-01-2021 11:00,1
23,01-01-2021 11:30,1
24,01-01-2021 12:00,1
25,01-01-2021 12:30,1
26,01-01-2021 13:00,1
27,01-01-2021 13:30,1
28,01-01-2021 14:00,1
29,01-01-2021 14:30,473
30,01-01-2021 15:00,509.9
31,01-01-2021 15:30,750
32,01-01-2021 16:00,928
33,01-01-2021 16:30,960
34,01-01-2021 17:00,967
35,01-01-2021 17:30,1044.5
36,01-01-2021 18:00,1100
37,01-01-2021 18:30,1044.5
38,01-01-2021 19:00,998
39,01-01-2021 19:30,967
40,01-01-2021 20:00,967
41,01-01-2021 20:30,967
42,01-01-2021 21:00,994.8
43,01-01-2021 21:30,960
44,01-01-2021 22:00,935.4
45,01-01-2021 22:30,905
46,01-01-2021 23:00,910
47,01-01-2021 23:30,881.9
48,02-01-2021 0:00,930
49,02-01-2021 0:30,881.9
50,02-01-2021 1:00,865
51,02-01-2021 1:30,856
52,02-01-2021 2:00,859
53,02-01-2021 2:30,865
54,02-01-2021 3:00,900
55,02-01-2021 3:30,870
56,02-01-2021 4:00,856
57,02-01-2021 4:30,865
58,02-01-2021 5:00,877
59,02-01-2021 5:30,881.9
60,02-01-2021 6:00,920
61,02-01-2021 6:30,967
62,02-01-2021 7:00,967
63,02-01-2021 7:30,967
64,02-01-2021 8:00,1000
65,02-01-2021 8:30,967
66,02-01-2021 9:00,920.8
67,02-01-2021 9:30,848
68,02-01-2021 10:00,500
69,02-01-2021 10:30,426.7
70,02-01-2021 11:00,1
71,02-01-2021 11:30,1
72,02-01-2021 12:00,426.7
73,02-01-2021 12:30,500
74,02-01-2021 13:00,881.9
75,02-01-2021 13:30,967
76,02-01-2021 14:00,967
77,02-01-2021 14:30,967
78,02-01-2021 15:00,1044.5
79,02-01-2021 15:30,1112.7
80,02-01-2021 16:00,1230.2
81,02-01-2021 16:30,1270.6
82,02-01-2021 17:00,1270.6
83,02-01-2021 17:30,1503.5
84,02-01-2021 18:00,1342.3
85,02-01-2021 18:30,1258.5
86,02-01-2021 19:00,1230.2
87,02-01-2021 19:30,1200
88,02-01-2021 20:00,1230.2
89,02-01-2021 20:30,1258.5
90,02-01-2021 21:00,1247.6
91,02-01-2021 21:30,1222.8
92,02-01-2021 22:00,1222.8
93,02-01-2021 22:30,1113.7
94,02-01-2021 23:00,1200
95,02-01-2021 23:30,1100
96,03-01-2021 0:00,967
97,03-01-2021 0:30,967
98,03-01-2021 1:00,967
99,03-01-2021 1:30,967
100,03-01-2021 2:00,967
101,03-01-2021 2:30,967
102,03-01-2021 3:00,967
103,03-01-2021 3:30,967
104,03-01-2021 4:00,967
105,03-01-2021 4:30,967
106,03-01-2021 5:00,1000
107,03-01-2021 5:30,1044.5
108,03-01-2021 6:00,1046.1
109,03-01-2021 6:30,1212.2
110,03-01-2021 7:00,1212.2
111,03-01-2021 7:30,1046.1
112,03-01-2021 8:00,967
113,03-01-2021 8:30,870
114,03-01-2021 9:00,860
115,03-01-2021 9:30,800
116,03-01-2021 10:00,797
117,03-01-2021 10:30,797
118,03-01-2021 11:00,796
119,03-01-2021 11:30,500
120,03-01-2021 12:00,426.7
121,03-01-2021 12:30,426.7
122,03-01-2021 13:00,1
123,03-01-2021 13:30,395
124,03-01-2021 14:00,500
125,03-01-2021 14:30,653
126,03-01-2021 15:00,856
127,03-01-2021 15:30,967
128,03-01-2021 16:00,1190
129,03-01-2021 16:30,1245.4
130,03-01-2021 17:00,1503.5
131,03-01-2021 17:30,1503.5
132,03-01-2021 18:00,1503.5
133,03-01-2021 18:30,1402
134,03-01-2021 19:00,1503.5
135,03-01-2021 19:30,1401
136,03-01-2021 20:00,1401
137,03-01-2021 20:30,1503.5
138,03-01-2021 21:00,1503
139,03-01-2021 21:30,1401
140,03-01-2021 22:00,1402
141,03-01-2021 22:30,1245.5
142,03-01-2021 23:00,1222.8
143,03-01-2021 23:30,1200
144,04-01-2021 0:00,1044.5
145,04-01-2021 0:30,1044
146,04-01-2021 1:00,1044
147,04-01-2021 1:30,1000
148,04-01-2021 2:00,1000
149,04-01-2021 2:30,1000
150,04-01-2021 3:00,1000
151,04-01-2021 3:30,1000
152,04-01-2021 4:00,1044
153,04-01-2021 4:30,1044.5
154,04-01-2021 5:00,1099
155,04-01-2021 5:30,1258.5
156,04-01-2021 6:00,1401
157,04-01-2021 6:30,1502
158,04-01-2021 7:00,1258.5
159,04-01-2021 7:30,1450
160,04-01-2021 8:00,1401
161,04-01-2021 8:30,1258.5
162,04-01-2021 9:00,1100
163,04-01-2021 9:30,892
164,04-01-2021 10:00,869
165,04-01-2021 10:30,859
166,04-01-2021 11:00,785
167,04-01-2021 11:30,652.9
168,04-01-2021 12:00,652.9
