Date,SMP,Temperature,Wind Speed,Visibility,Cloud Cover,PhuTai,GiaBien
1/1/2019 0:00,1,16.1,7.5,5,89.1,23872,130
1/1/2019 0:30,1,17,7.4,5,88,23872,129
1/1/2019 1:00,1,16.5,4.5,7.2,94.3,23568,127
1/1/2019 1:30,1,17,7.5,3.1,88,23568,126
1/1/2019 2:00,1,16.1,7.6,2.1,89.1,23165,126
1/1/2019 2:30,1,16.1,9.3,4.1,88,23165,126
1/1/2019 3:00,1,16.1,11.1,6,89.1,23430,125
1/1/2019 3:30,1,16.1,11.2,7,88,23430,125
1/1/2019 4:00,1,16.1,8,8.6,94.3,23579,125
1/1/2019 4:30,1,16.1,13,7,88,23579,125
1/1/2019 5:00,1,17.1,9.5,8,89.1,23774,125
1/1/2019 5:30,1,16.1,13.1,8.9,88,23774,124
1/1/2019 6:00,1,16.1,13,8.9,89.1,24270,959
1/1/2019 6:30,1,16.1,14.8,9,88,24270,960
1/1/2019 7:00,1,16.2,10.8,15.2,94.3,25719,1093
1/1/2019 7:30,1,17.1,13,10,88,25719,965
1/1/2019 8:00,1,17.1,14.8,10,71,26970,999
1/1/2019 8:30,1,17.1,16.6,9.9,50,26970,1055
1/1/2019 9:00,1,18.1,16.7,10,71,28928,1004
1/1/2019 9:30,1,18.1,11.4,9.9,50,28928,1183
1/1/2019 10:00,1,17.7,9.1,15.2,76.3,29243,1206
1/1/2019 10:30,1,18.1,11.2,6.1,50,29243,1142
1/1/2019 11:00,1,18.1,14.8,6,71,27080,1177
1/1/2019 11:30,1,18.1,14.8,6.1,50,27080,1120
1/1/2019 12:00,1,18.1,14.8,6,71,27363,129
1/1/2019 12:30,1,18.1,14.8,6.1,50,27363,130
1/1/2019 13:00,1,17.1,10.5,7.2,76.3,28408,965
1/1/2019 13:30,1,17.1,18.1,7,50,28408,1054
1/1/2019 14:00,1,17.1,18.3,7,71,29516,1100
1/1/2019 14:30,1,17.1,14.8,6.1,50,29516,1142
1/1/2019 15:00,1,17.1,16.4,3.1,71,29791,140
1/1/2019 15:30,1,17.1,14.7,3.2,50,29791,142
1/1/2019 16:00,1,17,11.5,6.8,76.3,31482,1154
1/1/2019 16:30,1,17.1,17.8,3.2,50,31482,1780
1/1/2019 17:00,1,17.1,18.1,2.1,71,33600,1785
1/1/2019 17:30,1,16.1,16.1,2.2,50,33600,1789
1/1/2019 18:00,314,16.1,16.4,4.1,71,29917,1680
1/1/2019 18:30,314,16.1,17.8,3.1,50,29917,1776
1/1/2019 19:00,1,16.2,12.5,6.7,76.3,28256,1247
1/1/2019 19:30,1,16.1,12.8,3.1,50,28256,143
1/1/2019 20:00,1,16.1,14.6,2.1,71,27761,141
1/1/2019 20:30,1,16,16.2,3.1,50,27761,140
1/1/2019 21:00,1,16,16.4,3.1,71,26268,137
1/1/2019 21:30,1,16,16.2,3.1,50,26268,134
1/1/2019 22:00,1,16.1,13.4,6.7,76.3,24461,1239
1/1/2019 22:30,1,16,17.9,3.1,50,24461,1229
1/1/2019 23:00,1,16,16.3,3.1,71,23469,1226
1/1/2019 23:30,1,16,16.2,4.1,50,23469,1175
1/2/2019 0:00,1,16,16.4,4.1,71,23872,130
1/2/2019 0:30,1,16,16.3,4.1,50,23872,129
1/2/2019 1:00,1,16.2,12.3,6.7,76.3,23568,127
1/2/2019 1:30,1,16,17.9,3.1,50,23568,126
1/2/2019 2:00,1,16,16.3,3.1,71,23165,126
1/2/2019 2:30,1,16,16.1,3.1,50,23165,126
1/2/2019 3:00,1,16,16.4,3.1,71,23430,125
1/2/2019 3:30,1,16,16.2,3.1,50,23430,125
1/2/2019 4:00,1,16.4,12.2,6.7,76.3,23579,125
1/2/2019 4:30,1,16,17.8,3.1,50,23579,125
1/2/2019 5:00,1,16,18.1,3.1,71,23774,125
1/2/2019 5:30,1,16,17.8,3.1,50,23774,124
1/2/2019 6:00,876,16,16.3,3.1,71,24270,959
1/2/2019 6:30,876,16,17.8,2.1,50,24270,960
1/2/2019 7:00,1032.5,16.3,12.2,6.2,76.3,25719,1093
1/2/2019 7:30,1032.5,16.1,16.1,2.1,50,25719,965
1/2/2019 8:00,1319,16.1,16.3,2.1,71,26970,999
1/2/2019 8:30,1319,16.1,17.8,2.1,50,26970,1055
1/2/2019 9:00,1285.2,16.1,18.1,2.1,71,28928,1004
1/2/2019 9:30,1285.2,17,17.9,2.1,50,28928,1183
1/2/2019 10:00,1007.9,16.8,12.2,6.3,76.3,29243,1206
1/2/2019 10:30,1007.9,17.1,19.9,4,50,29243,1142
1/2/2019 11:00,958.2,17.1,20.2,4,71,27080,1177
1/2/2019 11:30,958.2,17.1,19.9,2.1,50,27080,1120
1/2/2019 12:00,876,18,18.1,2.1,71,27363,129
1/2/2019 12:30,876,18,19.9,3.1,50,27363,130
1/2/2019 13:00,1007.9,18,18.1,4,71,28408,965
1/2/2019 13:30,1007.9,18,19.9,4,50,28408,1054
1/2/2019 14:00,1285.2,18,16.3,2.1,70.6,29516,1100
1/2/2019 14:30,1285.2,18,17.7,2.1,49.1,29516,1142
1/2/2019 15:00,1285.2,18,18.1,2,70.6,29791,140
1/2/2019 15:30,1285.2,18,17.8,2.1,49.1,29791,142
1/2/2019 16:00,1029,18,18.1,2,70.6,31482,1154
1/2/2019 16:30,1029,17.1,17.8,2.1,49.1,31482,1780
1/2/2019 17:00,1285.2,17.1,18,2,70.6,33600,1785
1/2/2019 17:30,1285.2,17.1,16.1,2.1,49.1,33600,1789
1/2/2019 18:00,1311.9,17.1,16.3,4,70.6,29917,1680
1/2/2019 18:30,1311.9,17.1,16,3.1,49.1,29917,1776
1/2/2019 19:00,1032.5,16.1,16.3,3,70.6,28256,1247
1/2/2019 19:30,1032.5,17,16,3.1,49.1,28256,143
1/2/2019 20:00,1032.5,17,16.3,3,70.6,27761,141
1/2/2019 20:30,1032.5,17,16,3.1,49.1,27761,140
1/2/2019 21:00,1007.9,16.1,18,2.1,70.6,26268,137
1/2/2019 21:30,1007.9,16.1,17.8,3.1,49.1,26268,134
1/2/2019 22:00,958.2,16.1,16.4,3.1,70.6,24461,1239
1/2/2019 22:30,958.2,17,14.5,4.1,49.1,24461,1229
1/2/2019 23:00,600,16.1,14.6,3.1,70.6,23469,1226
1/2/2019 23:30,600,16.1,12.6,3.1,50,23469,1175
1/3/2019 0:00,1.1,16.1,12.8,3.1,71,23872,130
1/3/2019 0:30,1.1,17,10.9,3.1,50,23872,129
1/3/2019 1:00,1,16.1,11,3.1,71,23568,127
1/3/2019 1:30,1,16.1,10.9,3.1,50,23568,126
1/3/2019 2:00,1.1,16.1,11,2.1,71,23165,126
1/3/2019 2:30,1.1,16.1,10.8,2.1,50,23165,126
