,Time,day,SMP,month,year,Date
1248,1,27,929.1,9,2021,2021-09-27
1249,2,27,929.1,9,2021,2021-09-27
1250,3,27,900.0,9,2021,2021-09-27
1251,4,27,900.0,9,2021,2021-09-27
1252,5,27,900.0,9,2021,2021-09-27
1253,6,27,900.0,9,2021,2021-09-27
1254,7,27,900.0,9,2021,2021-09-27
1255,8,27,890.0,9,2021,2021-09-27
1256,9,27,890.0,9,2021,2021-09-27
1257,10,27,890.0,9,2021,2021-09-27
1258,11,27,899.1,9,2021,2021-09-27
1259,12,27,890.0,9,2021,2021-09-27
1260,13,27,929.1,9,2021,2021-09-27
1261,14,27,929.1,9,2021,2021-09-27
1262,15,27,900.0,9,2021,2021-09-27
1263,16,27,917.0,9,2021,2021-09-27
1264,17,27,900.0,9,2021,2021-09-27
1265,18,27,900.0,9,2021,2021-09-27
1266,19,27,899.1,9,2021,2021-09-27
1267,20,27,900.0,9,2021,2021-09-27
1268,21,27,900.0,9,2021,2021-09-27
1269,22,27,917.0,9,2021,2021-09-27
1270,23,27,917.0,9,2021,2021-09-27
1271,24,27,900.0,9,2021,2021-09-27
1272,25,27,900.0,9,2021,2021-09-27
1273,26,27,890.2,9,2021,2021-09-27
1274,27,27,890.0,9,2021,2021-09-27
1275,28,27,890.0,9,2021,2021-09-27
1276,29,27,900.0,9,2021,2021-09-27
1277,30,27,917.0,9,2021,2021-09-27
1278,31,27,929.1,9,2021,2021-09-27
1279,32,27,958.0,9,2021,2021-09-27
1280,33,27,962.0,9,2021,2021-09-27
1281,34,27,958.0,9,2021,2021-09-27
1282,35,27,962.0,9,2021,2021-09-27
1283,36,27,999.0,9,2021,2021-09-27
1284,37,27,1170.0,9,2021,2021-09-27
1285,38,27,1365.4,9,2021,2021-09-27
1286,39,27,962.0,9,2021,2021-09-27
1287,40,27,999.0,9,2021,2021-09-27
1288,41,27,1170.0,9,2021,2021-09-27
1289,42,27,1357.8,9,2021,2021-09-27
1290,43,27,1357.8,9,2021,2021-09-27
1291,44,27,1170.0,9,2021,2021-09-27
1292,45,27,999.0,9,2021,2021-09-27
1293,46,27,962.0,9,2021,2021-09-27
1294,47,27,955.0,9,2021,2021-09-27
1295,48,27,929.1,9,2021,2021-09-27
1296,1,28,955.0,9,2021,2021-09-28
1297,2,28,950.0,9,2021,2021-09-28
1298,3,28,955.0,9,2021,2021-09-28
1299,4,28,929.1,9,2021,2021-09-28
1300,5,28,929.1,9,2021,2021-09-28
1301,6,28,929.1,9,2021,2021-09-28
1302,7,28,929.1,9,2021,2021-09-28
1303,8,28,929.1,9,2021,2021-09-28
1304,9,28,929.1,9,2021,2021-09-28
1305,10,28,929.1,9,2021,2021-09-28
1306,11,28,929.1,9,2021,2021-09-28
1307,12,28,955.0,9,2021,2021-09-28
1308,13,28,955.0,9,2021,2021-09-28
1309,14,28,940.1,9,2021,2021-09-28
1310,15,28,929.1,9,2021,2021-09-28
1311,16,28,917.0,9,2021,2021-09-28
1312,17,28,890.0,9,2021,2021-09-28
1313,18,28,890.0,9,2021,2021-09-28
1314,19,28,884.3,9,2021,2021-09-28
1315,20,28,890.0,9,2021,2021-09-28
1316,21,28,917.0,9,2021,2021-09-28
1317,22,28,917.0,9,2021,2021-09-28
1318,23,28,917.0,9,2021,2021-09-28
1319,24,28,917.0,9,2021,2021-09-28
1320,25,28,917.0,9,2021,2021-09-28
1321,26,28,917.0,9,2021,2021-09-28
1322,27,28,917.0,9,2021,2021-09-28
1323,28,28,917.0,9,2021,2021-09-28
1324,29,28,917.0,9,2021,2021-09-28
1325,30,28,929.1,9,2021,2021-09-28
1326,31,28,955.0,9,2021,2021-09-28
1327,32,28,958.0,9,2021,2021-09-28
1328,33,28,999.0,9,2021,2021-09-28
1329,34,28,1000.0,9,2021,2021-09-28
1330,35,28,1365.4,9,2021,2021-09-28
1331,36,28,1503.5,9,2021,2021-09-28
1332,37,28,1503.5,9,2021,2021-09-28
1333,38,28,1503.5,9,2021,2021-09-28
1334,39,28,1503.5,9,2021,2021-09-28
1335,40,28,1365.4,9,2021,2021-09-28
1336,41,28,1503.5,9,2021,2021-09-28
1337,42,28,1503.5,9,2021,2021-09-28
1338,43,28,1365.4,9,2021,2021-09-28
1339,44,28,1357.8,9,2021,2021-09-28
1340,45,28,1199.0,9,2021,2021-09-28
1341,46,28,1170.0,9,2021,2021-09-28
1342,47,28,1024.2,9,2021,2021-09-28
1343,48,28,1000.0,9,2021,2021-09-28
1344,1,29,1024.2,9,2021,2021-09-29
1345,2,29,1000.0,9,2021,2021-09-29
1346,3,29,1000.0,9,2021,2021-09-29
1347,4,29,986.5,9,2021,2021-09-29
1348,5,29,962.0,9,2021,2021-09-29
1349,6,29,962.0,9,2021,2021-09-29
1350,7,29,962.0,9,2021,2021-09-29
1351,8,29,962.0,9,2021,2021-09-29
1352,9,29,962.0,9,2021,2021-09-29
1353,10,29,962.0,9,2021,2021-09-29
1354,11,29,962.0,9,2021,2021-09-29
1355,12,29,986.5,9,2021,2021-09-29
1356,13,29,986.5,9,2021,2021-09-29
1357,14,29,962.0,9,2021,2021-09-29
1358,15,29,959.0,9,2021,2021-09-29
1359,16,29,950.0,9,2021,2021-09-29
1360,17,29,929.1,9,2021,2021-09-29
1361,18,29,929.1,9,2021,2021-09-29
1362,19,29,950.0,9,2021,2021-09-29
1363,20,29,940.1,9,2021,2021-09-29
1364,21,29,950.0,9,2021,2021-09-29
1365,22,29,950.0,9,2021,2021-09-29
1366,23,29,929.1,9,2021,2021-09-29
1367,24,29,929.1,9,2021,2021-09-29
1368,25,29,917.0,9,2021,2021-09-29
1369,26,29,917.0,9,2021,2021-09-29
1370,27,29,950.0,9,2021,2021-09-29
1371,28,29,950.0,9,2021,2021-09-29
1372,29,29,950.0,9,2021,2021-09-29
1373,30,29,958.0,9,2021,2021-09-29
1374,31,29,962.0,9,2021,2021-09-29
1375,32,29,959.0,9,2021,2021-09-29
1376,33,29,986.5,9,2021,2021-09-29
1377,34,29,986.5,9,2021,2021-09-29
1378,35,29,1170.0,9,2021,2021-09-29
1379,36,29,1266.0,9,2021,2021-09-29
1380,37,29,1357.8,9,2021,2021-09-29
1381,38,29,1365.4,9,2021,2021-09-29
1382,39,29,1365.4,9,2021,2021-09-29
1383,40,29,1365.4,9,2021,2021-09-29
1384,41,29,1365.4,9,2021,2021-09-29
1385,42,29,1365.4,9,2021,2021-09-29
1386,43,29,1365.4,9,2021,2021-09-29
1387,44,29,1266.0,9,2021,2021-09-29
1388,45,29,1024.2,9,2021,2021-09-29
1389,46,29,1170.0,9,2021,2021-09-29
1390,47,29,1000.0,9,2021,2021-09-29
1391,48,29,986.5,9,2021,2021-09-29
1392,1,30,1199.0,9,2021,2021-09-30
1393,2,30,1170.0,9,2021,2021-09-30
1394,3,30,1024.2,9,2021,2021-09-30
1395,4,30,1024.2,9,2021,2021-09-30
1396,5,30,1000.0,9,2021,2021-09-30
1397,6,30,1000.0,9,2021,2021-09-30
1398,7,30,986.5,9,2021,2021-09-30
1399,8,30,1000.0,9,2021,2021-09-30
1400,9,30,1000.0,9,2021,2021-09-30
1401,10,30,1024.2,9,2021,2021-09-30
1402,11,30,1024.2,9,2021,2021-09-30
1403,12,30,1170.0,9,2021,2021-09-30
1404,13,30,1024.2,9,2021,2021-09-30
1405,14,30,986.5,9,2021,2021-09-30
1406,15,30,958.0,9,2021,2021-09-30
1407,16,30,958.0,9,2021,2021-09-30
1408,17,30,929.1,9,2021,2021-09-30
1409,18,30,900.0,9,2021,2021-09-30
1410,19,30,900.0,9,2021,2021-09-30
1411,20,30,900.0,9,2021,2021-09-30
1412,21,30,900.0,9,2021,2021-09-30
1413,22,30,900.0,9,2021,2021-09-30
1414,23,30,900.0,9,2021,2021-09-30
1415,24,30,900.0,9,2021,2021-09-30
1416,25,30,900.0,9,2021,2021-09-30
1417,26,30,900.0,9,2021,2021-09-30
1418,27,30,900.0,9,2021,2021-09-30
1419,28,30,900.0,9,2021,2021-09-30
1420,29,30,900.0,9,2021,2021-09-30
1421,30,30,917.0,9,2021,2021-09-30
1422,31,30,955.0,9,2021,2021-09-30
1423,32,30,958.0,9,2021,2021-09-30
1424,33,30,962.0,9,2021,2021-09-30
1425,34,30,1010.0,9,2021,2021-09-30
1426,35,30,1024.2,9,2021,2021-09-30
1427,36,30,1170.0,9,2021,2021-09-30
1428,37,30,1357.8,9,2021,2021-09-30
1429,38,30,1266.0,9,2021,2021-09-30
1430,39,30,1024.2,9,2021,2021-09-30
1431,40,30,1024.2,9,2021,2021-09-30
1432,41,30,1024.2,9,2021,2021-09-30
1433,42,30,1170.0,9,2021,2021-09-30
1434,43,30,1170.0,9,2021,2021-09-30
1435,44,30,1024.2,9,2021,2021-09-30
1436,45,30,1000.0,9,2021,2021-09-30
1437,46,30,1000.0,9,2021,2021-09-30
1438,47,30,962.0,9,2021,2021-09-30
1439,48,30,962.0,9,2021,2021-09-30
