Time,Day,SMP,Month,Year
22,28,1.0,10,2020
23,28,1.0,10,2020
24,28,1.0,10,2020
25,28,1.0,10,2020
26,28,1.0,10,2020
27,28,1.0,10,2020
28,28,1.0,10,2020
29,28,1.0,10,2020
30,28,299.9,10,2020
31,28,393.0,10,2020
32,28,450.0,10,2020
33,28,516.0,10,2020
34,28,516.0,10,2020
35,28,516.0,10,2020
36,28,887.9,10,2020
37,28,516.0,10,2020
38,28,350.0,10,2020
39,28,2.0,10,2020
40,28,2.0,10,2020
41,28,2.0,10,2020
42,28,299.9,10,2020
43,28,2.0,10,2020
44,28,2.0,10,2020
45,28,2.0,10,2020
46,28,1.0,10,2020
47,28,1.0,10,2020
48,28,1.0,10,2020
1,29,2.0,10,2020
2,29,1.0,10,2020
3,29,1.0,10,2020
4,29,1.0,10,2020
5,29,1.0,10,2020
6,29,1.0,10,2020
7,29,1.0,10,2020
8,29,1.0,10,2020
9,29,1.0,10,2020
10,29,1.0,10,2020
11,29,1.0,10,2020
12,29,1.0,10,2020
13,29,1.0,10,2020
14,29,1.0,10,2020
15,29,1.0,10,2020
16,29,2.0,10,2020
17,29,2.0,10,2020
18,29,2.0,10,2020
19,29,2.0,10,2020
20,29,2.0,10,2020
21,29,2.0,10,2020
22,29,393.0,10,2020
23,29,393.0,10,2020
24,29,1.0,10,2020
25,29,1.0,10,2020
26,29,1.0,10,2020
27,29,1.0,10,2020
28,29,2.0,10,2020
29,29,400.0,10,2020
30,29,516.0,10,2020
31,29,516.0,10,2020
32,29,686.4,10,2020
33,29,686.4,10,2020
34,29,686.4,10,2020
35,29,834.0,10,2020
36,29,887.9,10,2020
37,29,814.0,10,2020
38,29,516.0,10,2020
39,29,450.0,10,2020
40,29,2.0,10,2020
41,29,516.0,10,2020
42,29,516.0,10,2020
43,29,516.0,10,2020
44,29,499.0,10,2020
45,29,2.0,10,2020
46,29,2.0,10,2020
47,29,2.0,10,2020
48,29,2.0,10,2020
1,30,516.0,10,2020
2,30,400.0,10,2020
3,30,400.0,10,2020
4,30,300.0,10,2020
5,30,300.0,10,2020
6,30,300.0,10,2020
7,30,300.0,10,2020
8,30,200.0,10,2020
9,30,300.0,10,2020
10,30,300.0,10,2020
11,30,300.0,10,2020
12,30,300.0,10,2020
13,30,300.0,10,2020
14,30,400.0,10,2020
15,30,400.0,10,2020
16,30,2.0,10,2020
17,30,472.0,10,2020
18,30,390.0,10,2020
19,30,2.0,10,2020
20,30,2.0,10,2020
21,30,2.0,10,2020
22,30,2.0,10,2020
23,30,2.0,10,2020
24,30,1.0,10,2020
25,30,1.0,10,2020
26,30,1.0,10,2020
27,30,2.0,10,2020
28,30,300.0,10,2020
29,30,516.0,10,2020
30,30,686.5,10,2020
31,30,791.0,10,2020
32,30,900.0,10,2020
33,30,900.0,10,2020
34,30,945.3,10,2020
35,30,989.7,10,2020
36,30,1339.2,10,2020
37,30,989.7,10,2020
38,30,930.6,10,2020
39,30,865.0,10,2020
40,30,850.0,10,2020
41,30,887.9,10,2020
42,30,887.9,10,2020
43,30,865.0,10,2020
44,30,700.0,10,2020
45,30,686.4,10,2020
46,30,686.4,10,2020
47,30,516.0,10,2020
48,30,400.0,10,2020
1,31,200.0,10,2020
2,31,200.0,10,2020
3,31,2.0,10,2020
4,31,2.0,10,2020
5,31,2.0,10,2020
6,31,2.0,10,2020
7,31,2.0,10,2020
8,31,2.0,10,2020
9,31,2.0,10,2020
10,31,2.0,10,2020
11,31,200.0,10,2020
12,31,2.0,10,2020
13,31,2.0,10,2020
14,31,2.0,10,2020
15,31,2.0,10,2020
16,31,499.0,10,2020
17,31,499.0,10,2020
18,31,499.0,10,2020
19,31,499.0,10,2020
20,31,499.0,10,2020
21,31,393.0,10,2020
22,31,390.0,10,2020
23,31,2.0,10,2020
24,31,2.0,10,2020
25,31,2.0,10,2020
26,31,400.0,10,2020
27,31,519.0,10,2020
28,31,598.4,10,2020
29,31,686.4,10,2020
30,31,700.0,10,2020
31,31,875.0,10,2020
32,31,890.0,10,2020
33,31,887.9,10,2020
34,31,887.9,10,2020
35,31,930.6,10,2020
36,31,963.0,10,2020
37,31,945.3,10,2020
38,31,850.0,10,2020
39,31,686.5,10,2020
40,31,686.4,10,2020
41,31,686.4,10,2020
42,31,686.4,10,2020
43,31,686.4,10,2020
44,31,598.4,10,2020
45,31,499.0,10,2020
46,31,2.0,10,2020
47,31,2.0,10,2020
48,31,1.0,10,2020
1,1,1.0,11,2020
2,1,1.0,11,2020
3,1,1.0,11,2020
4,1,1.0,11,2020
5,1,1.0,11,2020
6,1,1.0,11,2020
7,1,1.0,11,2020
8,1,1.0,11,2020
9,1,1.0,11,2020
10,1,1.0,11,2020
11,1,1.0,11,2020
12,1,1.0,11,2020
13,1,1.0,11,2020
14,1,1.0,11,2020
15,1,1.0,11,2020
16,1,1.0,11,2020
17,1,1.0,11,2020
18,1,1.0,11,2020
19,1,1.0,11,2020
20,1,1.0,11,2020
21,1,1.0,11,2020
22,1,1.0,11,2020
23,1,1.0,11,2020
24,1,1.0,11,2020
25,1,1.0,11,2020
26,1,1.0,11,2020
27,1,1.0,11,2020
28,1,1.0,11,2020
29,1,1.0,11,2020
30,1,1.0,11,2020
31,1,1.0,11,2020
32,1,1.0,11,2020
33,1,1.0,11,2020
34,1,1.0,11,2020
35,1,472.0,11,2020
36,1,799.0,11,2020
37,1,791.0,11,2020
38,1,472.0,11,2020
39,1,598.4,11,2020
40,1,598.4,11,2020
41,1,598.4,11,2020
42,1,598.4,11,2020
43,1,693.4,11,2020
44,1,598.4,11,2020
45,1,250.0,11,2020
46,1,1.0,11,2020
47,1,1.0,11,2020
48,1,1.0,11,2020
1,2,1.0,11,2020
2,2,1.0,11,2020
3,2,1.0,11,2020
4,2,1.0,11,2020
5,2,1.0,11,2020
6,2,1.0,11,2020
7,2,1.0,11,2020
8,2,1.0,11,2020
9,2,1.0,11,2020
10,2,1.0,11,2020
11,2,1.0,11,2020
12,2,1.0,11,2020
13,2,1.0,11,2020
14,2,1.0,11,2020
15,2,1.0,11,2020
16,2,1.0,11,2020
17,2,1.0,11,2020
18,2,2.0,11,2020
19,2,2.0,11,2020
20,2,2.0,11,2020
21,2,1.0,11,2020
22,2,1.0,11,2020
23,2,1.0,11,2020
24,2,1.0,11,2020
25,2,1.0,11,2020
26,2,1.0,11,2020
27,2,1.0,11,2020
28,2,1.0,11,2020
29,2,1.0,11,2020
30,2,2.0,11,2020
31,2,454.5,11,2020
32,2,454.5,11,2020
33,2,598.4,11,2020
34,2,693.4,11,2020
35,2,796.0,11,2020
36,2,908.4,11,2020
37,2,814.3,11,2020
38,2,598.4,11,2020
39,2,454.5,11,2020
40,2,454.5,11,2020
41,2,598.4,11,2020
42,2,693.4,11,2020
43,2,693.4,11,2020
44,2,400.0,11,2020
45,2,1.0,11,2020
46,2,1.0,11,2020
47,2,1.0,11,2020
48,2,1.0,11,2020
1,3,1.0,11,2020
2,3,1.0,11,2020
3,3,1.0,11,2020
4,3,1.0,11,2020
5,3,1.0,11,2020
6,3,1.0,11,2020
7,3,1.0,11,2020
8,3,1.0,11,2020
9,3,1.0,11,2020
10,3,1.0,11,2020
11,3,1.0,11,2020
12,3,1.0,11,2020
13,3,1.0,11,2020
14,3,1.0,11,2020
15,3,1.0,11,2020
16,3,1.0,11,2020
17,3,1.0,11,2020
18,3,1.0,11,2020
19,3,1.0,11,2020
20,3,1.0,11,2020
21,3,1.0,11,2020
22,3,1.0,11,2020
23,3,1.0,11,2020
24,3,1.0,11,2020
25,3,1.0,11,2020
26,3,1.0,11,2020
27,3,1.0,11,2020
28,3,1.0,11,2020
29,3,1.0,11,2020
30,3,1.0,11,2020
31,3,454.5,11,2020
32,3,595.1,11,2020
33,3,458.0,11,2020
34,3,595.1,11,2020
35,3,595.1,11,2020
36,3,875.0,11,2020
37,3,828.0,11,2020
38,3,693.4,11,2020
39,3,693.4,11,2020
40,3,600.0,11,2020
41,3,693.4,11,2020
42,3,700.0,11,2020
43,3,814.0,11,2020
44,3,814.3,11,2020
45,3,693.4,11,2020
46,3,595.1,11,2020
47,3,454.5,11,2020
48,3,400.0,11,2020
1,4,300.0,11,2020
2,4,2.0,11,2020
3,4,1.0,11,2020
4,4,1.0,11,2020
5,4,1.0,11,2020
6,4,2.0,11,2020
7,4,250.0,11,2020
8,4,2.0,11,2020
9,4,1.0,11,2020
10,4,1.0,11,2020
11,4,1.0,11,2020
12,4,2.0,11,2020
13,4,2.0,11,2020
14,4,2.0,11,2020
15,4,2.0,11,2020
16,4,2.0,11,2020
17,4,2.0,11,2020
18,4,2.0,11,2020
19,4,1.0,11,2020
20,4,1.0,11,2020
21,4,1.0,11,2020
22,4,1.0,11,2020
23,4,1.0,11,2020
24,4,1.0,11,2020
25,4,1.0,11,2020
26,4,1.0,11,2020
27,4,1.0,11,2020
28,4,300.0,11,2020
29,4,458.0,11,2020
30,4,693.4,11,2020
31,4,693.4,11,2020
32,4,822.0,11,2020
33,4,849.0,11,2020
34,4,849.0,11,2020
35,4,918.8,11,2020
36,4,991.0,11,2020
37,4,918.8,11,2020
38,4,834.0,11,2020
39,4,802.0,11,2020
40,4,693.4,11,2020
41,4,791.0,11,2020
42,4,815.0,11,2020
43,4,828.0,11,2020
44,4,800.0,11,2020
45,4,693.4,11,2020
46,4,595.1,11,2020
47,4,2.0,11,2020
48,4,2.0,11,2020
1,5,500.0,11,2020
2,5,458.0,11,2020
3,5,2.0,11,2020
4,5,1.0,11,2020
5,5,1.0,11,2020
6,5,1.0,11,2020
7,5,1.0,11,2020
8,5,1.0,11,2020
9,5,1.0,11,2020
10,5,1.0,11,2020
11,5,1.0,11,2020
12,5,2.0,11,2020
13,5,1.0,11,2020
14,5,1.0,11,2020
15,5,1.0,11,2020
16,5,2.0,11,2020
17,5,2.0,11,2020
18,5,458.0,11,2020
19,5,2.0,11,2020
20,5,1.0,11,2020
21,5,1.0,11,2020
22,5,1.0,11,2020
23,5,1.0,11,2020
24,5,1.0,11,2020
25,5,1.0,11,2020
26,5,1.0,11,2020
27,5,1.0,11,2020
28,5,595.1,11,2020
29,5,693.4,11,2020
30,5,849.0,11,2020
31,5,918.8,11,2020
32,5,908.4,11,2020
33,5,815.0,11,2020
34,5,814.0,11,2020
35,5,880.0,11,2020
36,5,958.0,11,2020
37,5,908.4,11,2020
38,5,791.0,11,2020
39,5,693.4,11,2020
40,5,693.4,11,2020
41,5,791.0,11,2020
42,5,815.0,11,2020
43,5,849.0,11,2020
44,5,800.0,11,2020
45,5,693.4,11,2020
46,5,693.4,11,2020
47,5,620.0,11,2020
48,5,693.4,11,2020
1,6,693.4,11,2020
2,6,693.4,11,2020
3,6,601.8,11,2020
4,6,500.0,11,2020
5,6,458.0,11,2020
6,6,458.0,11,2020
7,6,458.0,11,2020
8,6,458.0,11,2020
9,6,458.0,11,2020
10,6,400.0,11,2020
11,6,458.0,11,2020
12,6,458.0,11,2020
13,6,458.0,11,2020
14,6,400.0,11,2020
15,6,400.0,11,2020
16,6,600.0,11,2020
17,6,814.3,11,2020
18,6,828.0,11,2020
19,6,814.0,11,2020
20,6,796.0,11,2020
21,6,814.3,11,2020
22,6,791.0,11,2020
23,6,458.0,11,2020
24,6,1.0,11,2020
25,6,1.0,11,2020
26,6,600.0,11,2020
27,6,693.4,11,2020
28,6,849.0,11,2020
29,6,849.0,11,2020
30,6,849.0,11,2020
31,6,814.3,11,2020
32,6,849.0,11,2020
33,6,918.8,11,2020
34,6,918.8,11,2020
35,6,876.0,11,2020
36,6,952.6,11,2020
37,6,918.8,11,2020
38,6,834.0,11,2020
39,6,800.0,11,2020
40,6,693.4,11,2020
41,6,693.4,11,2020
42,6,791.0,11,2020
43,6,796.0,11,2020
44,6,693.4,11,2020
45,6,693.4,11,2020
46,6,693.4,11,2020
47,6,601.8,11,2020
48,6,693.4,11,2020
1,7,853.8,11,2020
2,7,918.7,11,2020
3,7,918.6,11,2020
4,7,853.8,11,2020
5,7,880.0,11,2020
6,7,918.8,11,2020
7,7,918.8,11,2020
8,7,918.8,11,2020
9,7,918.8,11,2020
10,7,919.0,11,2020
11,7,919.0,11,2020
12,7,919.0,11,2020
13,7,919.0,11,2020
14,7,918.7,11,2020
15,7,853.8,11,2020
16,7,908.4,11,2020
17,7,853.8,11,2020
18,7,814.3,11,2020
19,7,693.4,11,2020
20,7,693.4,11,2020
21,7,693.4,11,2020
22,7,693.4,11,2020
23,7,1.0,11,2020
24,7,1.0,11,2020
25,7,1.0,11,2020
26,7,1.0,11,2020
27,7,693.4,11,2020
28,7,800.0,11,2020
29,7,814.3,11,2020
30,7,840.0,11,2020
31,7,849.0,11,2020
32,7,860.0,11,2020
33,7,908.4,11,2020
34,7,918.6,11,2020
35,7,918.8,11,2020
36,7,1037.3,11,2020
37,7,922.8,11,2020
38,7,880.0,11,2020
39,7,849.0,11,2020
40,7,849.0,11,2020
41,7,849.0,11,2020
42,7,828.0,11,2020
43,7,815.0,11,2020
44,7,815.0,11,2020
45,7,788.0,11,2020
46,7,700.0,11,2020
47,7,750.0,11,2020
48,7,693.4,11,2020
1,8,693.4,11,2020
2,8,693.4,11,2020
3,8,583.8,11,2020
4,8,583.8,11,2020
5,8,583.8,11,2020
6,8,500.0,11,2020
7,8,458.0,11,2020
8,8,500.0,11,2020
9,8,583.8,11,2020
10,8,583.8,11,2020
11,8,583.8,11,2020
12,8,458.0,11,2020
13,8,300.0,11,2020
14,8,1.0,11,2020
15,8,1.0,11,2020
16,8,1.0,11,2020
17,8,1.0,11,2020
18,8,1.0,11,2020
19,8,1.0,11,2020
20,8,1.0,11,2020
21,8,1.0,11,2020
22,8,1.0,11,2020
23,8,1.0,11,2020
24,8,1.0,11,2020
25,8,1.0,11,2020
26,8,1.0,11,2020
27,8,1.0,11,2020
28,8,1.0,11,2020
29,8,1.0,11,2020
30,8,1.0,11,2020
31,8,1.0,11,2020
32,8,472.0,11,2020
33,8,583.8,11,2020
34,8,814.3,11,2020
35,8,918.8,11,2020
36,8,1037.3,11,2020
37,8,952.6,11,2020
38,8,814.3,11,2020
39,8,814.3,11,2020
40,8,693.4,11,2020
41,8,693.4,11,2020
42,8,800.0,11,2020
43,8,693.4,11,2020
44,8,693.4,11,2020
45,8,693.4,11,2020
46,8,693.4,11,2020
47,8,693.4,11,2020
48,8,693.4,11,2020
1,9,693.4,11,2020
2,9,583.8,11,2020
3,9,693.4,11,2020
4,9,693.4,11,2020
5,9,583.8,11,2020
6,9,583.8,11,2020
7,9,693.4,11,2020
8,9,693.4,11,2020
9,9,693.4,11,2020
10,9,583.8,11,2020
11,9,693.4,11,2020
12,9,583.8,11,2020
13,9,600.0,11,2020
14,9,583.8,11,2020
15,9,693.4,11,2020
16,9,814.3,11,2020
17,9,860.0,11,2020
18,9,880.0,11,2020
19,9,880.9,11,2020
20,9,855.0,11,2020
21,9,900.0,11,2020
22,9,849.0,11,2020
23,9,849.0,11,2020
24,9,814.3,11,2020
25,9,814.3,11,2020
26,9,814.3,11,2020
27,9,849.0,11,2020
28,9,880.0,11,2020
29,9,918.8,11,2020
30,9,922.0,11,2020
31,9,983.3,11,2020
32,9,1099.0,11,2020
33,9,1037.3,11,2020
34,9,1099.0,11,2020
35,9,1037.3,11,2020
36,9,1342.0,11,2020
37,9,1340.2,11,2020
38,9,1250.0,11,2020
39,9,1000.0,11,2020
40,9,950.0,11,2020
41,9,918.8,11,2020
42,9,983.3,11,2020
43,9,952.6,11,2020
44,9,908.4,11,2020
45,9,849.0,11,2020
46,9,848.0,11,2020
47,9,815.0,11,2020
48,9,693.4,11,2020
1,10,814.3,11,2020
2,10,814.3,11,2020
3,10,814.3,11,2020
4,10,828.0,11,2020
5,10,815.0,11,2020
6,10,814.3,11,2020
7,10,822.0,11,2020
8,10,840.0,11,2020
9,10,834.0,11,2020
10,10,883.3,11,2020
11,10,883.3,11,2020
12,10,885.0,11,2020
13,10,885.0,11,2020
14,10,885.0,11,2020
15,10,883.3,11,2020
16,10,918.8,11,2020
17,10,883.3,11,2020
18,10,883.3,11,2020
19,10,883.3,11,2020
20,10,853.8,11,2020
21,10,883.3,11,2020
22,10,880.0,11,2020
23,10,849.0,11,2020
24,10,601.8,11,2020
25,10,791.0,11,2020
26,10,815.0,11,2020
27,10,865.0,11,2020
28,10,883.3,11,2020
29,10,883.3,11,2020
30,10,883.3,11,2020
31,10,883.3,11,2020
32,10,883.3,11,2020
33,10,908.4,11,2020
34,10,908.4,11,2020
35,10,883.3,11,2020
36,10,952.6,11,2020
37,10,918.8,11,2020
38,10,883.3,11,2020
39,10,791.0,11,2020
40,10,700.0,11,2020
41,10,814.3,11,2020
42,10,814.3,11,2020
43,10,814.3,11,2020
44,10,800.0,11,2020
45,10,791.0,11,2020
46,10,601.8,11,2020
47,10,524.6,11,2020
48,10,550.0,11,2020
1,11,590.0,11,2020
2,11,588.5,11,2020
3,11,458.0,11,2020
4,11,458.0,11,2020
5,11,454.5,11,2020
6,11,454.5,11,2020
7,11,458.0,11,2020
8,11,458.0,11,2020
9,11,588.5,11,2020
10,11,599.1,11,2020
11,11,599.2,11,2020
12,11,800.0,11,2020
13,11,814.3,11,2020
14,11,800.0,11,2020
15,11,599.2,11,2020
16,11,750.0,11,2020
17,11,700.0,11,2020
18,11,599.1,11,2020
19,11,588.5,11,2020
20,11,458.0,11,2020
21,11,454.5,11,2020
22,11,1.0,11,2020
23,11,1.0,11,2020
24,11,1.0,11,2020
25,11,1.0,11,2020
26,11,1.0,11,2020
27,11,454.5,11,2020
28,11,599.1,11,2020
29,11,599.2,11,2020
30,11,599.2,11,2020
31,11,692.0,11,2020
32,11,700.0,11,2020
33,11,814.3,11,2020
34,11,853.8,11,2020
35,11,883.3,11,2020
36,11,918.8,11,2020
37,11,883.3,11,2020
38,11,800.0,11,2020
39,11,791.0,11,2020
40,11,692.0,11,2020
41,11,692.0,11,2020
42,11,599.2,11,2020
43,11,599.2,11,2020
44,11,599.2,11,2020
45,11,599.2,11,2020
46,11,599.2,11,2020
47,11,599.1,11,2020
48,11,599.1,11,2020
1,12,693.4,11,2020
2,12,599.4,11,2020
3,12,454.5,11,2020
4,12,454.5,11,2020
5,12,520.0,11,2020
6,12,458.0,11,2020
7,12,458.0,11,2020
8,12,458.0,11,2020
9,12,458.0,11,2020
10,12,693.4,11,2020
11,12,693.5,11,2020
12,12,700.0,11,2020
13,12,814.3,11,2020
14,12,750.0,11,2020
15,12,693.5,11,2020
16,12,814.3,11,2020
17,12,796.0,11,2020
18,12,693.4,11,2020
19,12,599.4,11,2020
20,12,393.0,11,2020
21,12,393.0,11,2020
22,12,454.5,11,2020
23,12,1.0,11,2020
24,12,1.0,11,2020
25,12,1.0,11,2020
26,12,1.0,11,2020
27,12,454.5,11,2020
28,12,599.4,11,2020
29,12,693.5,11,2020
30,12,800.0,11,2020
31,12,815.0,11,2020
32,12,880.0,11,2020
33,12,883.3,11,2020
34,12,883.3,11,2020
35,12,883.3,11,2020
36,12,918.8,11,2020
37,12,908.4,11,2020
38,12,822.0,11,2020
39,12,799.0,11,2020
40,12,693.5,11,2020
41,12,802.0,11,2020
42,12,802.0,11,2020
43,12,814.3,11,2020
44,12,700.0,11,2020
45,12,693.5,11,2020
46,12,599.4,11,2020
47,12,454.5,11,2020
48,12,1.0,11,2020
1,13,1.0,11,2020
2,13,1.0,11,2020
3,13,1.0,11,2020
4,13,1.0,11,2020
5,13,1.0,11,2020
6,13,1.0,11,2020
7,13,1.0,11,2020
8,13,1.0,11,2020
9,13,1.0,11,2020
10,13,1.0,11,2020
11,13,1.0,11,2020
12,13,1.0,11,2020
13,13,1.0,11,2020
14,13,1.0,11,2020
15,13,1.0,11,2020
16,13,1.0,11,2020
17,13,400.0,11,2020
18,13,395.0,11,2020
19,13,454.0,11,2020
20,13,1.0,11,2020
21,13,1.0,11,2020
22,13,1.0,11,2020
23,13,1.0,11,2020
24,13,1.0,11,2020
25,13,1.0,11,2020
26,13,1.0,11,2020
27,13,1.0,11,2020
28,13,393.0,11,2020
29,13,456.0,11,2020
30,13,693.5,11,2020
31,13,791.0,11,2020
32,13,814.3,11,2020
33,13,883.3,11,2020
34,13,900.0,11,2020
35,13,918.6,11,2020
36,13,958.0,11,2020
37,13,918.8,11,2020
38,13,850.0,11,2020
39,13,800.0,11,2020
40,13,693.5,11,2020
41,13,800.0,11,2020
42,13,800.0,11,2020
43,13,814.3,11,2020
44,13,693.5,11,2020
45,13,550.0,11,2020
46,13,456.0,11,2020
47,13,1.0,11,2020
48,13,1.0,11,2020
1,14,693.4,11,2020
2,14,650.0,11,2020
3,14,650.0,11,2020
4,14,550.0,11,2020
5,14,520.0,11,2020
6,14,456.0,11,2020
7,14,454.0,11,2020
8,14,454.0,11,2020
9,14,454.0,11,2020
10,14,454.0,11,2020
11,14,456.0,11,2020
12,14,650.0,11,2020
13,14,693.4,11,2020
14,14,693.4,11,2020
15,14,650.0,11,2020
16,14,700.0,11,2020
17,14,693.4,11,2020
18,14,456.0,11,2020
19,14,1.0,11,2020
20,14,1.0,11,2020
21,14,1.0,11,2020
22,14,1.0,11,2020
23,14,1.0,11,2020
24,14,1.0,11,2020
25,14,1.0,11,2020
26,14,1.0,11,2020
27,14,456.0,11,2020
28,14,693.5,11,2020
29,14,814.0,11,2020
30,14,850.0,11,2020
31,14,908.4,11,2020
32,14,991.0,11,2020
33,14,1149.7,11,2020
34,14,1037.3,11,2020
35,14,983.3,11,2020
36,14,990.0,11,2020
37,14,958.0,11,2020
38,14,880.0,11,2020
39,14,814.3,11,2020
40,14,800.0,11,2020
41,14,860.0,11,2020
42,14,900.0,11,2020
43,14,900.0,11,2020
44,14,814.3,11,2020
45,14,700.0,11,2020
46,14,800.0,11,2020
47,14,814.3,11,2020
48,14,802.0,11,2020
1,15,820.0,11,2020
2,15,814.3,11,2020
3,15,848.0,11,2020
4,15,814.3,11,2020
5,15,814.3,11,2020
6,15,814.3,11,2020
7,15,814.3,11,2020
8,15,814.3,11,2020
9,15,800.0,11,2020
10,15,693.5,11,2020
11,15,693.5,11,2020
12,15,693.4,11,2020
13,15,456.0,11,2020
14,15,456.0,11,2020
15,15,456.0,11,2020
16,15,456.0,11,2020
17,15,456.0,11,2020
18,15,454.0,11,2020
19,15,100.0,11,2020
20,15,456.0,11,2020
21,15,456.0,11,2020
22,15,456.0,11,2020
23,15,454.0,11,2020
24,15,1.0,11,2020
25,15,1.0,11,2020
26,15,1.0,11,2020
27,15,1.0,11,2020
28,15,1.0,11,2020
29,15,1.0,11,2020
30,15,1.0,11,2020
31,15,456.0,11,2020
32,15,700.0,11,2020
33,15,853.8,11,2020
34,15,958.0,11,2020
35,15,1037.3,11,2020
36,15,1342.3,11,2020
37,15,1037.3,11,2020
38,15,983.3,11,2020
39,15,958.0,11,2020
40,15,952.6,11,2020
41,15,940.1,11,2020
42,15,952.6,11,2020
43,15,950.8,11,2020
44,15,918.6,11,2020
45,15,900.0,11,2020
46,15,814.3,11,2020
47,15,814.3,11,2020
48,15,800.0,11,2020
1,16,814.3,11,2020
2,16,700.0,11,2020
3,16,693.5,11,2020
4,16,693.5,11,2020
5,16,693.5,11,2020
6,16,693.4,11,2020
7,16,693.4,11,2020
8,16,693.4,11,2020
9,16,693.4,11,2020
10,16,693.5,11,2020
11,16,693.5,11,2020
12,16,693.5,11,2020
13,16,456.0,11,2020
14,16,693.4,11,2020
15,16,791.0,11,2020
16,16,814.3,11,2020
17,16,820.0,11,2020
18,16,814.3,11,2020
19,16,693.4,11,2020
20,16,394.0,11,2020
21,16,1.0,11,2020
22,16,1.0,11,2020
23,16,1.0,11,2020
24,16,1.0,11,2020
25,16,1.0,11,2020
26,16,1.0,11,2020
27,16,1.0,11,2020
28,16,1.0,11,2020
29,16,1.0,11,2020
30,16,456.0,11,2020
31,16,800.0,11,2020
32,16,958.0,11,2020
33,16,998.0,11,2020
34,16,998.0,11,2020
35,16,998.0,11,2020
36,16,1342.3,11,2020
37,16,1100.0,11,2020
38,16,1030.0,11,2020
39,16,991.0,11,2020
40,16,918.8,11,2020
41,16,983.3,11,2020
42,16,1050.0,11,2020
43,16,1050.0,11,2020
44,16,983.3,11,2020
45,16,950.8,11,2020
46,16,900.0,11,2020
47,16,853.8,11,2020
48,16,814.3,11,2020
1,17,853.8,11,2020
2,17,849.0,11,2020
3,17,849.0,11,2020
4,17,849.0,11,2020
5,17,849.0,11,2020
6,17,820.0,11,2020
7,17,849.0,11,2020
8,17,849.0,11,2020
9,17,837.0,11,2020
10,17,849.0,11,2020
11,17,849.0,11,2020
12,17,900.0,11,2020
13,17,908.4,11,2020
14,17,880.0,11,2020
15,17,860.0,11,2020
16,17,940.1,11,2020
17,17,900.0,11,2020
18,17,849.0,11,2020
19,17,800.0,11,2020
20,17,500.0,11,2020
21,17,693.4,11,2020
22,17,456.0,11,2020
23,17,1.0,11,2020
24,17,1.0,11,2020
25,17,1.0,11,2020
26,17,500.0,11,2020
27,17,814.3,11,2020
28,17,800.0,11,2020
29,17,860.0,11,2020
30,17,934.0,11,2020
31,17,958.0,11,2020
32,17,958.0,11,2020
33,17,990.0,11,2020
34,17,958.0,11,2020
35,17,958.0,11,2020
36,17,1037.3,11,2020
37,17,992.0,11,2020
38,17,958.0,11,2020
39,17,958.0,11,2020
40,17,958.0,11,2020
41,17,1341.7,11,2020
42,17,1342.3,11,2020
43,17,1342.3,11,2020
44,17,1341.5,11,2020
45,17,992.0,11,2020
46,17,990.0,11,2020
47,17,958.0,11,2020
48,17,935.0,11,2020
1,18,900.0,11,2020
2,18,880.0,11,2020
3,18,860.0,11,2020
4,18,862.0,11,2020
5,18,862.0,11,2020
6,18,870.0,11,2020
7,18,862.0,11,2020
8,18,880.0,11,2020
9,18,882.0,11,2020
10,18,882.0,11,2020
11,18,900.0,11,2020
12,18,950.8,11,2020
13,18,958.0,11,2020
14,18,958.0,11,2020
15,18,908.4,11,2020
16,18,919.0,11,2020
17,18,918.8,11,2020
18,18,940.1,11,2020
19,18,919.0,11,2020
20,18,849.0,11,2020
21,18,837.0,11,2020
22,18,820.0,11,2020
23,18,700.0,11,2020
24,18,693.4,11,2020
25,18,693.4,11,2020
26,18,693.5,11,2020
27,18,800.0,11,2020
28,18,814.3,11,2020
29,18,820.0,11,2020
30,18,878.0,11,2020
31,18,940.1,11,2020
32,18,958.0,11,2020
33,18,992.0,11,2020
34,18,1037.3,11,2020
35,18,983.3,11,2020
36,18,1245.0,11,2020
37,18,1042.8,11,2020
38,18,1037.3,11,2020
39,18,983.3,11,2020
40,18,983.3,11,2020
41,18,1099.0,11,2020
42,18,1099.0,11,2020
43,18,1037.3,11,2020
44,18,1245.0,11,2020
45,18,1250.0,11,2020
46,18,1037.3,11,2020
47,18,992.0,11,2020
48,18,958.0,11,2020
1,19,918.6,11,2020
2,19,918.8,11,2020
3,19,918.6,11,2020
4,19,900.0,11,2020
5,19,900.0,11,2020
6,19,900.0,11,2020
7,19,900.0,11,2020
8,19,900.0,11,2020
9,19,919.0,11,2020
10,19,950.8,11,2020
11,19,919.0,11,2020
12,19,940.1,11,2020
13,19,919.0,11,2020
14,19,900.0,11,2020
15,19,900.0,11,2020
16,19,908.4,11,2020
17,19,950.8,11,2020
18,19,950.0,11,2020
19,19,900.0,11,2020
20,19,850.0,11,2020
21,19,800.0,11,2020
22,19,800.0,11,2020
23,19,693.4,11,2020
24,19,456.0,11,2020
25,19,500.0,11,2020
26,19,693.5,11,2020
27,19,850.0,11,2020
28,19,860.0,11,2020
29,19,870.0,11,2020
30,19,900.0,11,2020
31,19,958.0,11,2020
32,19,991.0,11,2020
33,19,992.0,11,2020
34,19,991.0,11,2020
35,19,991.0,11,2020
36,19,1339.2,11,2020
37,19,958.0,11,2020
